paper_id,covidence_id,title,authors,source_filename,source_text_json_path,candidate_json_path,n_pages,abstract_block_count,title_like_line_count,author_like_line_count,program_marker_count,proceedings_signal_score,proceedings_detected,trim_workflow_version,trim_workflow_stage,trim_status,trim_reason,trim_method,trim_mode,matched_block_code,matched_block_title,title_score,author_score,match_score,start_rule,end_rule,start_page_index,end_page_index,start_line_global_index,end_line_global_index_exclusive,candidate_count,baseline_candidate_id,overshoot_candidate_id,candidate_ids,candidate_heuristics,candidate_end_indices,candidate_end_pages,llm_routing_recommended,llm_routing_reason,created_at_utc
5537,5537,"CO-EMERGENT TRIAD OF EPILEPSY, MYASTHENIA GRAVIS AND STIFF-PERSON SYNDROME","Frawley, B. K.; Ritaccio, A.; Gruenthal, M.; Lava, N.; Murnane, M.; Lynch, T. M.",5537_Epilepsia - 2008 - - Saturday December 6 2008 Poster Session 1 1 00 p m ‐6 00 p m Clinical Neurophysiology.pdf,data\extraction_json\text\5537.json,data\extraction_json\text_trimmed_llm_candidates\5537.json,498,62,428,330,1,7,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 2 ordered end candidates. Baseline candidate quality: trimmed_auto.,page_local_sliding_window_match,page_local_sliding_window_match,,"CO-EMERGENT TRIAD OF EPILEPSY, MYASTHENIA",0.8653,1.0,0.7772,backtrack_title_cluster,next_abstract_boundary,38,38,4359,4393,2,cand_01_current_selected_end,cand_02_tail_metadata_trim_end,cand_01_current_selected_end|cand_02_tail_metadata_trim_end,current_selected_end|tail_metadata_trim_end,4393|4400,38|39,true,route_all_to_llm_v1,2026-04-13T00:48:01.369621+00:00
5552,5552,"Stiff-person syndrome associated with invasive thymoma, pemphigus and myasthenia gravis: a case report","Gao, X.; Zheng, X.; Li, H.",5552_Euro J of Neurology - 2012 - - Poster Session 1 Sunday 9 September (1).pdf,data\extraction_json\text\5552.json,data\extraction_json\text_trimmed_llm_candidates\5552.json,368,75,398,308,0,6,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,P1790,"P1790 Stiff-person syndrome associated with invasive thymoma, pemphigus and myasthenia gravis: a case report",0.9898,1.0,0.9924,,,295,296,24170,24211,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,24211,296,true,route_all_to_llm_v1,2026-04-13T00:50:05.487719+00:00
5554,5554,Rituximab in stiff person syndrome,"Garcia-Ruiz, P. J.; del Val, J.; Herranz, A.; Bellido, S.; Aranda, M. A.",5554_Movement Disorders - 2012 - - Poster Presentations.pdf,data\extraction_json\text\5554.json,data\extraction_json\text_trimmed_llm_candidates\5554.json,523,132,403,353,2,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,1286,1286 Rituximab in stiff person syndrome,0.976,1.0,0.982,,,422,422,51632,51658,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,51658,422,true,route_all_to_llm_v1,2026-04-13T02:53:10.356077+00:00
5573,5573,Long-term kinetics of anti-GAD65 antibody suppression by intravenous gamma globulin in stiff person syndrome,"George, E. B.; Mohamed, M. S.",5573_George-2002-Long-term kinetics of anti-GAD65 antibody suppression by intravenous gamma globulin in stiff person syndrome.pdf,data\extraction_json\text\5573.json,data\extraction_json\text_trimmed_llm_candidates\5573.json,1,6,12,7,0,5,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,P758,P758 Long-term kinetics of anti-GAD65 antibody suppression by intravenous gamma globulin in stiff person syndrome,0.9921,1.0,0.9941,,,0,,72,102,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,102,0,true,route_all_to_llm_v1,2026-04-12T23:20:45.006216+00:00
5600,5600,Dysfunction of cortical inhibitory circuits in stiff-man syndrome,"Kim, S. D.; Vucic, S.; Kiernan, M. C.; Fung, V. S. C.",5600_Kim-2010-Dysfunction of cortical inhibitory circuits in stiff-man syndrome.pdf,data\extraction_json\text\5600.json,data\extraction_json\text_trimmed_llm_candidates\5600.json,1,4,18,7,1,9,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,98,98 Dysfunction of cortical inhibitory circuits in stiff-man syndrome,0.9921,1.0,0.9941,,,0,,12,54,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,54,0,true,route_all_to_llm_v1,2026-04-12T23:21:18.898456+00:00
5631,5631,Severe worsening of the stiff person syndrome due to acute gastroenteritis,"Kramberger, M. G.; Avbersek, A.; Fabjan, T. H.",5631_Euro J of Neurology - 2009 - - Poster Session 2 Monday 14 September.pdf,data\extraction_json\text\5631.json,data\extraction_json\text_trimmed_llm_candidates\5631.json,290,77,382,274,0,6,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,P2289,P2289 Severe worsening of the stiff person syndrome due to acute gastroenteritis,0.9864,0.6667,0.9064,,,97,97,8285,8326,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,8326,97,true,route_all_to_llm_v1,2026-04-13T02:55:31.699426+00:00
5647,5647,Stiff-Person syndrome and ophthalmoplegia associated with thymoma,"Lai, E. C.; Linfante, I.; Lee, A. G.",5647_Annals of Neurology - 2004 - - Abstracts Poster session.pdf,data\extraction_json\text\5647.json,data\extraction_json\text_trimmed_llm_candidates\5647.json,68,117,588,456,1,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,T178,Stiff-Person Syndrome and Ophthalmoplegia Associated with Thymoma,1.0,1.0,1.0,,,45,46,5849,5882,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,5882,46,true,route_all_to_llm_v1,2026-04-13T00:15:24.534365+00:00
5808,5808,"SEVERE, PROLONGED BACLOFEN WITHDRAWAL FOLLOWING A SECOND CATHETER FAILURE IN A PATIENT WITH STIFF-PERSON SYNDROME","McDaniel, C.",5808_BaclofenPoster-Finalversion.pdf,data\extraction_json\text\5808.json,data\extraction_json\text_trimmed_llm_candidates\5808.json,1,11,66,9,0,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 3 ordered end candidates. Baseline candidate quality: trimmed_auto.,page_local_sliding_window_match,page_local_sliding_window_match,,Catheter Failure in a Patient with Stiff Person Syndrome,0.8826,1.0,0.8142,backtrack_title_cluster,next_soft_header,0,,33,54,3,cand_01_current_selected_end,cand_03_next_confirmed_header_end,cand_01_current_selected_end|cand_02_tail_metadata_trim_end|cand_03_next_confirmed_header_end,current_selected_end|tail_metadata_trim_end|next_confirmed_header_end,54|56|58,0|0|0,true,route_all_to_llm_v1,2026-04-13T02:56:00.387661+00:00
5963,5963,"UNUSUAL ELECTROMYOGRAPHIC FINDINGS IN A PATIENT WITH PRESUMPTIVE HASHIMOTO'S THYROIDITIS, STIFF-PERSON SYNDROME, AND HERPES ZOSTER MYELORADICULITIS","Ha, J.; Gorin, F.; Zhang, L.; Oskarsson, B.; Maselli, R.",5963_Muscle and Nerve - 2015 - - American Association of Neuromuscular Electrodiagnostic Medicine Annual Meeting Abstracts.pdf,data\extraction_json\text\5963.json,data\extraction_json\text_trimmed_llm_candidates\5963.json,132,52,368,229,1,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,page_local_sliding_window_match,page_local_sliding_window_match,,"THYROIDITIS, STIFF-PERSON SYNDROME, AND HERPES ZOSTER MYELORADICULITIS",0.8775,1.0,0.8094,backtrack_soft_header,next_abstract_boundary,54,55,4458,4504,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,4504,55,true,route_all_to_llm_v1,2026-04-13T00:19:11.492732+00:00
5970,5970,DON'T CALL THE PSYCHIATRIST JUST YET; A CASE REPORT OF STIFF-PERSON SYNDROME,"Hallak, A.; Hazam, R.; Amin, M. K.; Alhbshi, K.; Islam, S.; Saadaldin, M.",5970_s11606-020-05890-3.pdf,data\extraction_json\text\5970.json,data\extraction_json\text_trimmed_llm_candidates\5970.json,779,60,342,607,1,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,page_local_sliding_window_match,page_local_sliding_window_match,,DON'T CALL THE PSYCHIATRIST JUST YET; A CASE RE-,0.8836,1.0,0.7692,backtrack_title_cluster,next_soft_header,447,448,52038,52091,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,52091,448,true,route_all_to_llm_v1,2026-04-13T01:33:11.269192+00:00
6021,6021,Paraneoplastic stiff-person syndrome and anti-Ri antibodies in metastatic breast cancer,"Hoffmann, L. A.; Ditsch, N.; Kuempfel, T.; Dudel, C.; Wick, M.; Voltz, R.",6021_s00415-007-3001-6 (1).pdf,data\extraction_json\text\6021.json,data\extraction_json\text_trimmed_llm_candidates\6021.json,212,122,587,469,3,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 2 ordered end candidates. Baseline candidate quality: trimmed_auto.,page_local_sliding_window_match,page_local_sliding_window_match,O46,Paraneoplastic stiff-person syndrome and anti-Ri antibodies in metastatic breast cancer,1.0,,0.6411,backtrack_abstract_boundary,next_abstract_boundary,7,7,911,954,2,cand_01_current_selected_end,cand_02_tail_metadata_trim_end,cand_01_current_selected_end|cand_02_tail_metadata_trim_end,current_selected_end|tail_metadata_trim_end,954|955,7|8,true,route_all_to_llm_v1,2026-04-13T00:22:06.129154+00:00
6089,6089,STIFF-LIMB SYNDROME WITH IDENTIFICATION OF GLUTAMIC ACID ANTIDECARBOXYLASE ANTIBODY GAD65: A CASE REPORT,"Jaramillo, N.; Pena, C.",6089_Muscle and Nerve - 2020 - - 2020 Virtual AANEM Annual Meeting Abstract Guide.pdf,data\extraction_json\text\6089.json,data\extraction_json\text_trimmed_llm_candidates\6089.json,133,50,372,279,1,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 3 ordered end candidates. Baseline candidate quality: trimmed_auto.,page_local_sliding_window_match,page_local_sliding_window_match,62,STIFF-LIMB SYNDROME WITH IDENTIFICATION OF,0.8753,1.0,0.8524,backtrack_abstract_boundary,next_abstract_boundary,34,34,2446,2484,3,cand_02_current_selected_end,cand_03_next_confirmed_header_end,cand_01_tail_metadata_trim_end|cand_02_current_selected_end|cand_03_next_confirmed_header_end,tail_metadata_trim_end|current_selected_end|next_confirmed_header_end,2482|2484|2485,34|34|35,true,route_all_to_llm_v1,2026-04-13T02:57:18.153352+00:00
6128,6128,"Rituximab therapy in a patient with recurrent Hashimoto's encephalitis, anti-GAD antibodies and progressive encephalomyelitis with rigidity and myoclonus","Kassar, D.; Damodaram, S.; Chand, P.; Iyadurai, S.",6128_s00415-012-6524-4.pdf,data\extraction_json\text\6128.json,data\extraction_json\text_trimmed_llm_candidates\6128.json,236,117,480,432,2,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,P423,"P423 Rituximab therapy in a patient with recurrent Hashimoto’s encephalitis, anti-GAD antibodies and progressive encephalomyelitis with rigidity and myoclonus",0.9432,1.0,0.9574,,,93,93,11064,11103,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,11103,93,true,route_all_to_llm_v1,2026-04-13T00:36:14.391433+00:00
6204,6204,Stiff Main syndrome good outcome after methylprednisolone pulse,"Rafai, M. A.; Oumari, S.; Boulaajaj, F. Z.; El Moutawakkil, B.; Slassi, I.",6204_Movement Disorders - 2009 - - Abstracts of The Movement Disorder Society s Thirteenth International Congress of Parkinson.pdf,data\extraction_json\text\6204.json,data\extraction_json\text_trimmed_llm_candidates\6204.json,653,202,297,476,0,6,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,Tu-425,Tu-425 Stiff Man syndrome good outcome after methylprednisolone pulse,0.8975,1.0,0.9232,,,452,452,57305,57336,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,57336,452,true,route_all_to_llm_v1,2026-04-13T01:37:30.320799+00:00
6219,6219,Visual-induced startle reactions in a patient with stiff limb syndrome,"Schestatsky, P.; Pizzol, A. D.; Cabral, L.; Schuh, A. S.; Roriz-Cruz, M.; Batistela, F.; Monte, T. L.; Bianchin, M. M.; Rieder, C. R. M.",6219_Movement Disorders - 2010 - - Abstracts of the Fourteenth International Congress of Parkinson s Disease and Movement.pdf,data\extraction_json\text\6219.json,data\extraction_json\text_trimmed_llm_candidates\6219.json,385,107,466,532,0,6,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,1022,1022 Visual-induced startle reactions in a patient with stiff limb syndrome,0.9879,1.0,0.9909,,,343,343,42653,42681,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,42681,343,true,route_all_to_llm_v1,2026-04-13T03:07:21.595478+00:00
6257,6257,Stiff person syndrome (SPS): A pediatric case report,"Shah, N. S.; Hahn, A.; Banwell, B.",6257_Shah - pediatric case report.pdf,data\extraction_json\text\6257.json,data\extraction_json\text_trimmed_llm_candidates\6257.json,5,19,79,55,1,6,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,page_local_sliding_window_match,page_local_sliding_window_match,,Stiff Person Syndrome (SPS): A Pediatric Case Report,1.0,1.0,0.8205,backtrack_title_cluster,next_abstract_boundary,0,,5,33,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,33,0,true,route_all_to_llm_v1,2026-04-12T23:32:41.038703+00:00
6278,6278,Unusual Presentation of Paraneoplastic Stiff-Person Syndrome with Underlying Breast Cancer,"Shrestha, A.; Mihalova, T.; Burns, D.; Jennens, H.; Etti, R.",6278_Annals of Neurology - 2012 - - 2012 Annual Meeting Sunday October 7 2012 Poster Session Abstracts.pdf,data\extraction_json\text\6278.json,data\extraction_json\text_trimmed_llm_candidates\6278.json,120,170,575,543,2,5,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,T1830,Unusual Presentation of Paraneoplastic Stiff- Person Syndrome with Underlying Breast Cancer,1.0,1.0,1.0,,,116,116,15175,15204,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,15204,116,true,route_all_to_llm_v1,2026-04-13T00:23:46.315281+00:00
6442,6442,Absence of cutaneous silent period changes in a patient with stiff person syndrome,"Mekideche, A.; Kuzmanovic, I.; Sottas, C.; Truffert, A.",6442_Mekideche - Absence cutaneous silent period changes.pdf,data\extraction_json\text\6442.json,data\extraction_json\text_trimmed_llm_candidates\6442.json,295,103,491,419,2,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,P509,P509 Absence of cutaneous silent period changes in a patient with stiff person syndrome,0.9896,1.0,0.9922,,,123,123,14581,14608,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,14608,123,true,route_all_to_llm_v1,2026-04-13T03:10:10.007450+00:00
6452,6452,SILENT MULTILEVEL VERTEBRAL FRACTURES IN A SEVERE CASE OF GLYCINE RECEPTOR ANTIBODY-POSITIVE PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY AND MYOCLONUS (PERM),"Min, M.; Liu, H.; Silberstein, P.",6452_Min et al. - 2019 - SILENT MULTILEVEL VERTEBRAL FRACTURES IN A SEVERE .pdf,data\extraction_json\text\6452.json,,1,,,,,,,proceedings_llm_v1,candidate_generation,not_needed,Document does not look like a proceedings source.,,,,,,,,,,,,,,,,,,,,,,,
6474,6474,Plasmapheresis in treatment of stiff-man syndrome with a negative anti-GAD antibody,"Svatova, J.; Machova, H.; Pitha, J.",6474_Movement Disorders - 2002 - - Poster session 5 Nonmotor aspects of movement disorders clinical Parkinsonism.pdf,data\extraction_json\text\6474.json,data\extraction_json\text_trimmed_llm_candidates\6474.json,46,121,472,299,1,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,P769,P769 Plasmapheresis in treatment of stiff-man syndrome with a negative anti-GAD antibody,0.9898,1.0,0.9923,,,21,21,2716,2745,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,2745,21,true,route_all_to_llm_v1,2026-04-13T00:05:41.198319+00:00
6639,6639,Severe refractory stiff-person syndrome responding to rituximab therapy,"Whetton, E.; Ealing, J.; Bruce, I.; McKee, D.",6639_s00415-008-2001-5.pdf,data\extraction_json\text\6639.json,data\extraction_json\text_trimmed_llm_candidates\6639.json,235,117,579,439,3,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 2 ordered end candidates. Baseline candidate quality: trimmed_auto.,page_local_sliding_window_match,page_local_sliding_window_match,P701,Severe refractory stiff-person syndrome responding to rituximab therapy,1.0,,0.6221,backtrack_abstract_boundary,next_abstract_boundary,172,172,24728,24756,2,cand_01_current_selected_end,cand_02_tail_metadata_trim_end,cand_01_current_selected_end|cand_02_tail_metadata_trim_end,current_selected_end|tail_metadata_trim_end,24756|24771,172|173,true,route_all_to_llm_v1,2026-04-13T00:26:56.189710+00:00
6680,6680,"Current clinical conditions of stiff-person syndrome in China, a national survey","Xiong, N.; Yang, J.; Liu, L.; Xiong, J.; Zhang, X.; Zhang, G.; Huang, J.; Wang, T.","6680_Xiong-2013-Current clinical conditions of stiff-person syndrome in China, a national survey.pdf",data\extraction_json\text\6680.json,data\extraction_json\text_trimmed_llm_candidates\6680.json,2,8,32,13,1,11,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,999,"999 Current clinical conditions of stiff-person syndrome in China, a national survey",0.9914,1.0,0.9935,,,0,1,100,138,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,138,1,true,route_all_to_llm_v1,2026-04-12T23:22:38.240431+00:00
6690,6690,Development of adenocarcinoma in stiff person syndrome (SPS) patients with anti-GAD antibodies: Report of 2 cases with SPS-specific antigens in their tumors,"Rakocevic, G.; Semino-Mora, C.; Dalakas, M. C.",6690_Annals of Neurology - 2007 - - ANA T1 T136.pdf,data\extraction_json\text\6690.json,data\extraction_json\text_trimmed_llm_candidates\6690.json,34,154,540,645,1,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,T-61,Development of Adenocarcinoma in Stiff Person Syndrome (SPS) Patients with Anti-GAD Antibodies: Report of 2 Cases with SPS-Specific Antigens in Their Tumors,1.0,1.0,1.0,,,14,14,1833,1860,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,1860,14,true,route_all_to_llm_v1,2026-04-13T00:07:11.237245+00:00
6691,6691,Stiff person syndrome with cerebellar disease and epitope-specific anti-GAD antibodies,"Rakocevic, G.; Semino-Mora, C.; Raju, R.; Dalakas, M. C.",6691_Annals of Neurology - 2005 - - 130th Annual meeting Tuesday September 27 2005 Abstracts Plenary session.pdf,data\extraction_json\text\6691.json,data\extraction_json\text_trimmed_llm_candidates\6691.json,3,10,44,39,2,9,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 2 ordered end candidates. Baseline candidate quality: trimmed_auto.,page_local_sliding_window_match,page_local_sliding_window_match,3,Stiff Person Syndrome with Cerebellar Disease and Epitope-Specific Anti-GAD Antibodies,1.0,1.0,0.8846,backtrack_abstract_boundary,next_abstract_boundary,0,,66,96,2,cand_01_current_selected_end,cand_02_tail_metadata_trim_end,cand_01_current_selected_end|cand_02_tail_metadata_trim_end,current_selected_end|tail_metadata_trim_end,96|97,0|0,true,route_all_to_llm_v1,2026-04-12T23:33:43.058261+00:00
6723,6723,"Stiff-Man Syndrome: Clinical Course, Treatments and Outcomes","Robinson, M. T.; Pittock, S. J.; Lennon, V. A.; Ahlskog, J. E.; McEvoy, K. M.; Matsumoto, J. Y.; McKeon, A.",6723_Annals of Neurology - 2010 - - 135th Annual Meeting Poster Session AbstractsMonday September 13 2010.pdf,data\extraction_json\text\6723.json,,1,,,,,,,proceedings_llm_v1,candidate_generation,not_needed,Document does not look like a proceedings source.,,,,,,,,,,,,,,,,,,,,,,,
6726,6726,Parkinsonism related to progressive encephalomyelitis with rigidity and myoclonus,"Rodier, G.; Boulay, C.; Anheim, M.; Courtois, S.; Tranchant, C.",6726_Movement Disorders - 2006 - - Poster Session 3.pdf,data\extraction_json\text\6726.json,data\extraction_json\text_trimmed_llm_candidates\6726.json,97,128,449,290,1,6,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,P705,P705 Parkinsonism related to progressive encephalomyelitis with rigidity and myoclonus,0.9895,1.0,0.9921,,,3,3,372,410,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,410,3,true,route_all_to_llm_v1,2026-04-13T00:16:56.012778+00:00
6732,6732,Sleep Abnormalities in Stiff Person Syndrome and Stiff Leg Syndrome: A Further Evidence of a Dysfunction of GABA-ergic Inhibitory System,"Rosati, A.; Bongiovanni, L. G.; Benedetti, M. D.; Vianello, M.; Giometto, B.; Padovani, A.",6732_Rosati-2009-Sleep Abnormalities in Stiff Person Syndrome and Stiff Leg Syndrome A Further Evidence of a Dysfunction of GABA-ergic.pdf,data\extraction_json\text\6732.json,data\extraction_json\text_trimmed_llm_candidates\6732.json,2,4,30,24,1,10,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 2 ordered end candidates. Baseline candidate quality: trimmed_auto.,page_local_sliding_window_match,page_local_sliding_window_match,06.173,eep Abnormalities in Stiff Person Syndrome and # Leg Syndrome: A Further Evidence of a sfunction of GABA-ergic Inhibitory System Anna,0.8719,0.8333,0.7357,backtrack_title_cluster,next_abstract_boundary,1,1,21,56,2,cand_01_current_selected_end,cand_02_tail_metadata_trim_end,cand_01_current_selected_end|cand_02_tail_metadata_trim_end,current_selected_end|tail_metadata_trim_end,56|70,1|1,true,route_all_to_llm_v1,2026-04-12T23:34:29.031327+00:00
6756,6756,NEUROLEPTIC MALIGNANT SYNDROME IN STIFF PERSON SYNDROME,"Sachdev, A.; Moussa, S.",6756_Muscle and Nerve - 2016 - - American Association of Neuromuscular Electrodiagnostic Medicine Annual Meeting Abstracts .pdf,data\extraction_json\text\6756.json,data\extraction_json\text_trimmed_llm_candidates\6756.json,129,60,384,257,2,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,page_local_sliding_window_match,page_local_sliding_window_match,,NEUROLEPTIC MALIGNANT SYNDROME IN STIFF,0.9079,1.0,0.8147,backtrack_title_cluster,next_abstract_boundary,66,66,5545,5580,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,5580,66,true,route_all_to_llm_v1,2026-04-13T00:28:03.884801+00:00
6796,6796,Clinical and cell biology analysis of stiff person syndrome with eye movement and cerebellar abnormalities. Evidence for degradation of sarcomeric cytoskeletal proteins,"Yakhno, N. N.; Golubeva, V. V.; Mozolevsky, Y. V.; Zinovyeva, O. E.; Katushkina, E. A.; Shenkman, B. S.; Chistiakov, I. N.; Podlubnaya, Z. A.; Vikhliantsev, I. M.",6796_Euro J of Neurology - 2008 - - SHORT COMMUNICATIONS.pdf,data\extraction_json\text\6796.json,data\extraction_json\text_trimmed_llm_candidates\6796.json,22,73,295,236,0,5,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 2 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,SC203,SC203 Clinical and cell biology analysis of stiff person syndrome with eye movement and cerebellar abnor- malities. Evidence for degradation of sarcomeric cytoskeletal proteins,0.9522,1.0,0.9641,,,7,7,955,977,2,cand_01_current_selected_end,cand_02_tail_metadata_trim_end,cand_01_current_selected_end|cand_02_tail_metadata_trim_end,current_selected_end|tail_metadata_trim_end,977|993,7|7,true,route_all_to_llm_v1,2026-04-13T00:08:35.910242+00:00
6809,6809,Stiff person syndrome associated with Graves' disease and thymoma,"Yoon, S. S.; Hwang, K. J.; Woo, J. T.; Cho, S. S.",6809_Euro J of Neurology - 2012 - - Poster Session 1 Sunday 9 September.pdf,data\extraction_json\text\6809.json,data\extraction_json\text_trimmed_llm_candidates\6809.json,368,75,398,308,0,6,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,P1786,P1786 Stiff person syndrome associated with Graves’ disease and thymoma,0.9843,1.0,0.9882,,,294,294,24056,24082,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,24082,294,true,route_all_to_llm_v1,2026-04-13T00:52:02.403848+00:00
