paper_id,covidence_id,title,authors,source_filename,source_text_json_path,n_pages,abstract_block_count,title_like_line_count,author_like_line_count,program_marker_count,trim_reason,matched_block_code,matched_block_title,title_score,author_score,match_score,start_page_index,end_page_index,manual_status,manual_notes
1924,1924,Status dystonicus in a young person as an unusual presentation of stiff person syndrome: A case report,Di Luca D.G.; Bette S.; Luca C.; Singer C.,1924_Di Luca-2018-Status dystonicus in a young pers.pdf,data\extraction_json\text\1924.json,104,0,3216,513,0,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",23,"3. Senova S, Jarraya B, Iwamuro H, et al. Unilateral thalamic stim- ula- tion safely improved fragile X-associated tremor ataxia: a case",0.3406,0.0000,0.2555,50,52,,
5079,5079,Stiff-person syndrome positive for anti-amphyphisin antibodies: The presenting feature of a neuroendocrine lung cancer,"Andrade, K.; Carvalho, L.; Martins, A.; Barros, J.",5079_Euro J of Neurology - 2005 - - Posters Session 1 Sunday 18 September.pdf,data\extraction_json\text\5079.json,264,1,3121,435,0,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",15,Delay of the CT-scan was 42 minutes after arrival and mean delay of treatment was 177 minutes. Median NIHSS at 24 hours was 10. An initial good outcome (decrease of 4 to 10 points in NIHSS after 24 hours) was observed in 9 patients. Three patients died: 2 oedematous infarcts and 1,0.0255,0.0000,0.0191,12,124,,
5087,5087,A CASE REPORT OF ATYPICAL STIFF PERSON SYNDROME WITH CRANIAL NERVE INVOLVEMENT PRECEEDING THE DIAGNOSIS OF A HIGH GRADE LYMPHOMA,"Aquilina, N.; Vella, M.; Debono, A. G.; Camilleri, D. J.",5087_Euro J of Neurology - 2011 - - Poster Session 2 Monday 12 September.pdf,data\extraction_json\text\5087.json,277,1,2245,246,0,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",25,"The duration from first stroke to death was 4.5 year (SD 4.5) and 28 patients (57.14%) had one or more stroke history and 4 of them (8.2%) had intracerebral haemorrhage and sub-arachnoidal haemorrhage. They had several concomitant diseases such as hypertension (n=30), diabetes",0.0356,0.0000,0.0267,37,165,,
5270,5270,"STIFF PERSON SYNDROME, ABOUT A CASE","Chahrazed, R.",5270_Muscle and Nerve - 2019 - - 2019 AANEM Annual Meeting Abstract Guide Austin TX October 16 19 2019.pdf,data\extraction_json\text\5270.json,144,0,2108,245,1,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",10,"This problem progressed and by age 25 she was wheelchair dependent. She is adopted and her family history is unknown. Motor milestones had been mildly delayed, and she attended Special Education schooling. Her examination revealed mild psycho- motor slowing, normal cranial nerves, atrophy of",0.0125,0.0000,0.0094,110,143,,
5280,5280,Autoantibodies in stiff-person syndrome,"Chang, T.; Brown, P.; Vincent, A.",5280_Chang - Autoantibodies in stiff-person syndrome.pdf,data\extraction_json\text\5280.json,170,0,3749,513,1,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",16,"Overall, the verum and the placebo group significantly (p = 0.042) dif- fered in ICAM-3 expression on CD14 + myelomonocytic cells.",0.2875,0.0000,0.2156,55,149,,
5282,5282,Pathogenicity of autoantibodies in stiff-person syndrome,"Chang, T.; Lang, B.; Brown, P.; Vincent, A.",5282_s00415-008-2001-5.pdf,data\extraction_json\text\5282.json,235,0,3656,525,1,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",11,5 ± 5. 7 (2–23). There was no significant relation between the total NMS,0.2810,0.0000,0.2107,166,234,,
5381,5381,STIFF-MAN-SYNDROME-80 - A VARIANT ASSOCIATED WITH ABNORMAL VISUAL PROCESSING AND A NEW ANTINEURONAL ANTIBODY,"Darnell, R. B.; Rubin, M.; Victor, J.; Plum, F.",5381_Annals of Neurology - August 1990 - - 115Th annual meeting of the American Neurological Association Abstracts.pdf,data\extraction_json\text\5381.json,67,126,3839,474,2,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",P246,Limb-Girdle Syndrome and Autonomic Failure Associated with Human T Lymphotrophic Virus Type I Infection,0.4880,0.0000,0.3660,61,62,,
5398,5398,Treatment of stiff person syndrome with chronic plasmapheresis,"De la Casa-Fages, B.; Anaya, F.; Grandas, F.",5398_Movement Disorders - 2011 - - Poster Presentations.pdf,data\extraction_json\text\5398.json,385,1,3675,404,1,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",45,She presented to our clinic six years later with an exam revealing a,0.3846,0.0000,0.2885,344,384,,
5502,5502,"GLUTAMIC ACID DECARBOXYLASE ANTIBODY: A LINK FOR LOCALISATION RELATED EPILEPSY, STIFF-PERSON SYNDROME AND TYPE I DIABETES MELLITUS? REPORT OF TWO CASES","Barcs, G.; Szucs, A.; Kamondi, A.",5502_Epilepsia - 2012 - - Abstracts.pdf,data\extraction_json\text\5502.json,245,0,3289,527,0,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",20,One child had a generalized seizure and one child had an absence sei- zure during the camp. Conclusion: All participants were encouraged to reach their full poten- tial in life and to improve their knowledge of epilepsy and associated life- style modifications to ensure good health. Participants enjoyed the,0.0363,0.0000,0.0272,216,244,,
5535,5535,STIFF PERSON SYNDROME IN ASSOCIATION WITH NONPARANEOPLASTIC LIMBIC ENCEPHALITIS,"Franke, K.; Schulz, R.; Hoppe, M.; Korn-Merker, E.; Specht, U.; Ebner, A.",5535_Epilepsia - 2009 - - 8th European Congress on Epileptology Berlin Germany 21 25 September 2008.pdf,data\extraction_json\text\5535.json,261,0,3543,194,0,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",12,"Mean daily dose was 319 mg (range 100–500 mg/d). At month 6, 8 of the 12 patients (66.6%) were responders and 7 (58.3%) were seizure free. At month 12, 7/10(70%) patients were responders and 6/10(60%) were seizure free. For absences, response was observed in 3/5(60%) at month 6 and 4/5(80%) at month 12; for generalized tonic–clonic seizures in 7/",0.0449,0.0000,0.0337,101,166,,
5537,5537,"CO-EMERGENT TRIAD OF EPILEPSY, MYASTHENIA GRAVIS AND STIFF-PERSON SYNDROME","Frawley, B. K.; Ritaccio, A.; Gruenthal, M.; Lava, N.; Murnane, M.; Lynch, T. M.",5537_Epilepsia - 2008 - - Saturday December 6 2008 Poster Session 1 1 00 p m ‐6 00 p m Clinical Neurophysiology.pdf,data\extraction_json\text\5537.json,498,0,3125,384,1,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",301,"The starting dose was 800 mg once-daily, for 4 weeks. Thereafter, the Epilepsia, 49(suppl. 7):1–498, 2008 doi: 10.1111/j.1528-1167.2008.01871.x",0.2512,0.0000,0.1884,434,497,,
5552,5552,"Stiff-person syndrome associated with invasive thymoma, pemphigus and myasthenia gravis: a case report","Gao, X.; Zheng, X.; Li, H.",5552_Euro J of Neurology - 2012 - - Poster Session 1 Sunday 9 September (1).pdf,data\extraction_json\text\5552.json,368,0,2373,335,0,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",67,"Patient 2 started complaining of cramps and fasciculations in the lower limbs at age 77, and was diagnosed with classic ALS. Six months later he developed",0.2698,0.3333,0.2857,182,239,,
5554,5554,Rituximab in stiff person syndrome,"Garcia-Ruiz, P. J.; del Val, J.; Herranz, A.; Bellido, S.; Aranda, M. A.",5554_Movement Disorders - 2012 - - Poster Presentations.pdf,data\extraction_json\text\5554.json,523,0,3674,448,1,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",17,"A cerebral tomodensitometry was made when she was 18 show- ing only a cerebellar atrophy. At the age of 26, she had developed",0.1795,0.0000,0.1346,185,245,,
5631,5631,Severe worsening of the stiff person syndrome due to acute gastroenteritis,"Kramberger, M. G.; Avbersek, A.; Fabjan, T. H.",5631_Euro J of Neurology - 2009 - - Poster Session 2 Monday 14 September.pdf,data\extraction_json\text\5631.json,290,0,2354,318,0,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",11,"Department of Neurology, St. Anne’ s University Hospital",0.2992,0.0000,0.2244,99,272,,
5963,5963,"UNUSUAL ELECTROMYOGRAPHIC FINDINGS IN A PATIENT WITH PRESUMPTIVE HASHIMOTO'S THYROIDITIS, STIFF-PERSON SYNDROME, AND HERPES ZOSTER MYELORADICULITIS","Ha, J.; Gorin, F.; Zhang, L.; Oskarsson, B.; Maselli, R.",5963_Muscle and Nerve - 2015 - - American Association of Neuromuscular Electrodiagnostic Medicine Annual Meeting Abstracts.pdf,data\extraction_json\text\5963.json,132,1,2533,167,1,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",42,"Burning paresthesias and numbness were described by 128 patients, of which 61 were length-dependent. Isolated dysautonomia characterized by gastrointestinal dysfunction was seen in 3 patients. Symptomatic improvement with treatment was seen in 51/67 patients who received IVIg,",0.0406,0.2000,0.0804,28,131,,
5970,5970,DON'T CALL THE PSYCHIATRIST JUST YET; A CASE REPORT OF STIFF-PERSON SYNDROME,"Hallak, A.; Hazam, R.; Amin, M. K.; Alhbshi, K.; Islam, S.; Saadaldin, M.",5970_s11606-020-05890-3.pdf,data\extraction_json\text\5970.json,779,0,3132,538,1,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",97,ECG noted an anterior lateral STEMI. Troponin was 7.3 ng/dL and,0.2774,0.0000,0.2080,568,587,,
6000,6000,Distinct immune reactivity to GAD-65 in stiff man syndrome and type I diabetes,"Hawa, M. I.; Lohmann, T.; Leslie, R. D. G.; Londei, M.",6000_BF03192011.pdf,data\extraction_json\text\6000.json,353,2,3732,468,1,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",65,"The high risk DR3IDR4genotypewas presentin 38%of patientswith onsetat 25-34yearsvs. 14%in those with onsetat 55-65years.. The nonDR3/nonDR4genotypeincreasedin frequencyas age at diagnosis increased,from 14%to 34% (x'trend test: p=0.006). The frequencyof the VNTRclass III alleles(B genotypes)for protectionagainstType 1 diabetes",0.0696,0.0000,0.0522,103,270,,
6021,6021,Paraneoplastic stiff-person syndrome and anti-Ri antibodies in metastatic breast cancer,"Hoffmann, L. A.; Ditsch, N.; Kuempfel, T.; Dudel, C.; Wick, M.; Voltz, R.",6021_s00415-007-3001-6 (1).pdf,data\extraction_json\text\6021.json,212,0,3656,556,1,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",10,"Limbic encephalitis: n = 1 (0.9 %). Age of onset: 52.0 Conclusion: The above data, suggest that AD and FTD have approximately the same frequency in demented patients aged < 65 years, accounting for a ~60 % of all cases. In a significant proportion of patients (13.9 %), dementia was due to secondary-potentially reversible causes. CJD was a non-negligi-",0.0096,0.0000,0.0072,42,77,,
6068,6068,"Glycine receptor antibodies in progressive encephalomyelitis with rigidity and myclonus, hyperekplexia, stiff person syndrome and other neurological conditions","Isabel, L. M.; Patrick, W.; Cord-Michael, B.; Christian, J.; Benjamin, M.; Hans-Michael, M.; Angela, V.",6068_Isabel - 1-s2.0-S0165572810003450-main.pdf,data\extraction_json\text\6068.json,219,1,3352,482,0,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",D12,"The presence of such long spinal cord lesion is atypical for MS and it is suggestive of Devic Disease in spite of negative CSF Aquaporin 4 antibodies.This case highlights the challenges in diagnosing demyelintating diseases, which has important implication regarding patient prognosis and therapy.",0.0973,0.0000,0.0730,37,59,,
6089,6089,STIFF-LIMB SYNDROME WITH IDENTIFICATION OF GLUTAMIC ACID ANTIDECARBOXYLASE ANTIBODY GAD65: A CASE REPORT,"Jaramillo, N.; Pena, C.",6089_Muscle and Nerve - 2020 - - 2020 Virtual AANEM Annual Meeting Abstract Guide.pdf,data\extraction_json\text\6089.json,133,1,2013,301,1,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",65,"Her family history was significant for heart disease in maternal grandmother and uncle. She had bulbar, neck flexor, and limb-girdle weakness. Her facial and extraocular muscles were strong. She also had nonischemic dilated cardiomyopathy. Her creatine kinase was 378 U/L, and her needle EMG was myopathic. Extensive myositis panel was",0.0443,0.0000,0.0332,35,132,,
6128,6128,"Rituximab therapy in a patient with recurrent Hashimoto's encephalitis, anti-GAD antibodies and progressive encephalomyelitis with rigidity and myoclonus","Kassar, D.; Damodaram, S.; Chand, P.; Iyadurai, S.",6128_s00415-012-6524-4.pdf,data\extraction_json\text\6128.json,236,0,3217,463,1,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",BG-12,These results suggest the potential utility of aspirin to help mitigate ﬂushing at the onset of BG-12 therapy. Supported by: Biogen Idec Inc. S106 J Neurol (2012) 259 (Suppl 1):S1–S236 123,0.1742,0.0000,0.1306,105,235,,
6141,6141,Patient with stiff-person syndrome and negative anti-GAD antibodies,"Petelin, Z.; Brinar, V.; Honnorat, J.; Budisic, Z.; Podolski, P.",6141_s00415-007-3001-6.pdf,data\extraction_json\text\6141.json,212,0,3656,556,1,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",10,"Limbic encephalitis: n = 1 (0.9 %). Age of onset: 52.0 Conclusion: The above data, suggest that AD and FTD have approximately the same frequency in demented patients aged < 65 years, accounting for a ~60 % of all cases. In a significant proportion of patients (13.9 %), dementia was due to secondary-potentially reversible causes. CJD was a non-negligi-",0.0304,0.0000,0.0228,42,77,,
6204,6204,Stiff Main syndrome good outcome after methylprednisolone pulse,"Rafai, M. A.; Oumari, S.; Boulaajaj, F. Z.; El Moutawakkil, B.; Slassi, I.",6204_Movement Disorders - 2009 - - Abstracts of The Movement Disorder Society s Thirteenth International Congress of Parkinson.pdf,data\extraction_json\text\6204.json,653,2,3380,497,0,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",30,Believing things are happening to you that other people say are not true ... ... ... ... ... ... ... ... ... ... . Yes 12%,0.3662,0.0000,0.2746,381,457,,
6219,6219,Visual-induced startle reactions in a patient with stiff limb syndrome,"Schestatsky, P.; Pizzol, A. D.; Cabral, L.; Schuh, A. S.; Roriz-Cruz, M.; Batistela, F.; Monte, T. L.; Bianchin, M. M.; Rieder, C. R. M.",6219_Movement Disorders - 2010 - - Abstracts of the Fourteenth International Congress of Parkinson s Disease and Movement.pdf,data\extraction_json\text\6219.json,385,0,3359,578,0,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",10,Have you or others noted that you don’t swing one arm when walking?,0.2815,0.0000,0.2111,168,168,,
6271,6271,Dementia in elderly male with Stiff man syndrome,"Sheyner, I.; Cutillar, M.",6271_J American Geriatrics Society - 2007 - - PAPER ABSTRACTS.pdf,data\extraction_json\text\6271.json,218,2,3520,523,0,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",11,"York University, Toronto, ON, Canada.",0.2222,0.0000,0.1667,0,24,,
6278,6278,Unusual Presentation of Paraneoplastic Stiff-Person Syndrome with Underlying Breast Cancer,"Shrestha, A.; Mihalova, T.; Burns, D.; Jennens, H.; Etti, R.",6278_Annals of Neurology - 2012 - - 2012 Annual Meeting Sunday October 7 2012 Poster Session Abstracts.pdf,data\extraction_json\text\6278.json,120,148,3822,508,2,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",S304,Use of Rituximab in a Case of Paraneoplastic Sensorimotor Neuropathy with Positive ANNA-1 Antibodies,0.4632,0.0000,0.3474,17,17,,
6321,6321,Stiff person syndrome,"Sommer, C.",6321_s00702-007-0754-0.pdf,data\extraction_json\text\6321.json,99,0,3287,275,0,No abstract block could be segmented from the proceedings text.,,,,,,,,,
6442,6442,Absence of cutaneous silent period changes in a patient with stiff person syndrome,"Mekideche, A.; Kuzmanovic, I.; Sottas, C.; Truffert, A.",6442_Mekideche - Absence cutaneous silent period changes.pdf,data\extraction_json\text\6442.json,295,0,3207,457,1,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",36,"Torticollis was also noted at the examination. S83 123 Conclusion: Although it is well known that mutations in DYT6 locus should be considered in patients with craniocervical dystonia,",0.2966,0.0000,0.2224,82,294,,
6474,6474,Plasmapheresis in treatment of stiff-man syndrome with a negative anti-GAD antibody,"Svatova, J.; Machova, H.; Pitha, J.",6474_Movement Disorders - 2002 - - Poster session 5 Nonmotor aspects of movement disorders clinical Parkinsonism.pdf,data\extraction_json\text\6474.json,46,1,3799,449,0,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",65,"It is distinguished by a reliable initial symptomatic response to drug therapy but motor and non-motor complications appear in long term treatment, representing the main challenge in the management of the",0.0801,0.0000,0.0601,6,45,,
6553,6553,Glycine receptor antibody-positive progressive encephalomyelitis with rigidity and myoclonus: A disease with variable clinical course,"Vanacker, P.; Peeters, E.; Schrooten, M.; Woodhall, M.; Vincent, A.; Vandenberghe, W.",6553_Movement Disorders - 2012 - - Poster Presentations.pdf,data\extraction_json\text\6553.json,523,0,3674,448,1,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",17,"A cerebral tomodensitometry was made when she was 18 show- ing only a cerebellar atrophy. At the age of 26, she had developed",0.1890,0.0000,0.1417,185,245,,
6639,6639,Severe refractory stiff-person syndrome responding to rituximab therapy,"Whetton, E.; Ealing, J.; Bruce, I.; McKee, D.",6639_s00415-008-2001-5.pdf,data\extraction_json\text\6639.json,235,0,3656,525,1,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",11,5 ± 5. 7 (2–23). There was no significant relation between the total NMS,0.1324,0.0000,0.0993,166,234,,
6726,6726,Parkinsonism related to progressive encephalomyelitis with rigidity and myoclonus,"Rodier, G.; Boulay, C.; Anheim, M.; Courtois, S.; Tranchant, C.",6726_Movement Disorders - 2006 - - Poster Session 3.pdf,data\extraction_json\text\6726.json,97,0,3728,485,0,No abstract block could be segmented from the proceedings text.,,,,,,,,,
6756,6756,NEUROLEPTIC MALIGNANT SYNDROME IN STIFF PERSON SYNDROME,"Sachdev, A.; Moussa, S.",6756_Muscle and Nerve - 2016 - - American Association of Neuromuscular Electrodiagnostic Medicine Annual Meeting Abstracts .pdf,data\extraction_json\text\6756.json,129,1,2429,220,2,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",29,"She had clinical and electrophysiological myotonia, and an episode of cold-induced paralysis requiring intubation. Exercise and cold provocation produced a significant drop in compound muscle action potential (CMAP) amplitudes. She now presented with a 1-year",0.0194,0.0000,0.0146,28,128,,
6809,6809,Stiff person syndrome associated with Graves' disease and thymoma,"Yoon, S. S.; Hwang, K. J.; Woo, J. T.; Cho, S. S.",6809_Euro J of Neurology - 2012 - - Poster Session 1 Sunday 9 September.pdf,data\extraction_json\text\6809.json,368,0,2373,335,0,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",67,"Patient 2 started complaining of cramps and fasciculations in the lower limbs at age 77, and was diagnosed with classic ALS. Six months later he developed",0.2685,0.2500,0.2639,182,239,,
6899,6899,An unusual brainstem encephalitis associated with anti-glycine receptor antibodies: Clinicopathological description,Lux D.; Kumar G.; Webb T.; Bodi I.; Moran N.,6899_Lux D. et al. - 2017 - An unusual brainstem encephalitis associated with .pdf,data\extraction_json\text\6899.json,321,0,1919,188,0,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",48,"CD4+ and CD8+ T cells were also markedly reduced in numbers, but to a lesser degree than CD19+ B cells (at most",0.1273,0.0000,0.0955,290,320,,
7503,7503,Stiff-person spectrum disorders in Russia: A retrospective analysis of 20 cases,Seliverstov Y.U.; Ginzberg M.; Melnik E.; Fominykh V.; Skalnaya A.; Brylev L.,7503_mds.28268.pdf,data\extraction_json\text\7503.json,702,3,3131,513,0,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",48,"Patient-rated FULL “ON” was observed in 74%, 89%, and 84% of",0.3511,0.0000,0.2634,394,572,,
7804,7804,A case of gad-generalized anxiety disorder or something more?,Pedowitz E.; Shin S.,7804_Muscle and Nerve - 2020 - - 2020 Virtual AANEM Annual Meeting Abstract Guide.pdf,data\extraction_json\text\7804.json,133,1,2013,301,1,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",65,"Her family history was significant for heart disease in maternal grandmother and uncle. She had bulbar, neck flexor, and limb-girdle weakness. Her facial and extraocular muscles were strong. She also had nonischemic dilated cardiomyopathy. Her creatine kinase was 378 U/L, and her needle EMG was myopathic. Extensive myositis panel was",0.0052,0.0000,0.0039,35,132,,
7916,7916,Paraneoplastic stiff person syndrome mimicking tetanus: A case series report and literature review,Madhani J.; Chapman K.; Cresswell S.; Gibson G.,7916_Madhani - Paraneoplastic tetanus.pdf,data\extraction_json\text\7916.json,64,0,3082,99,1,No abstract block could be segmented from the proceedings text.,,,,,,,,,
7992,7992,A case of hyperekplexia with positive antiglycine receptor antibodies: PERM syndrome,Contessa G.; De Mercanti S.; Sciolla R.; Iudicello M.; Clerico M.; Ferrero B.; Coletti Moja M.; Delfico L.; Franchino F.; Viglietta E.; Vincent A.; Durelli L.,7992_Contessa G. et al. - 2010 - A case of hyperekplexia with positive antiglycine .pdf,data\extraction_json\text\7992.json,246,0,3214,439,1,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",15,There was a decrease of 5 or more points in the score of the NIHSS in the ﬁrst 24 hours for 43.6% of the patients. According to the modiﬁed Rankin scale (Rm) after 90 days of the event 39.7% had,0.2555,0.0000,0.1916,195,245,,
8089,8089,Seizure in patients with anti-gad antibodies,Dave H.; Nei M.; Rakocevic G.; Mintzer S.; Sperling M.,8089_Epilepsia - 2011 - - Poster Sessions.pdf,data\extraction_json\text\8089.json,241,0,3383,498,1,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",17,"Fourteen patients presented cortical dysplasia, seven encephalitis",0.3303,0.0000,0.2477,221,240,,
8198,8198,Anti-glycine receptor antibody causing relapsing encephalitis with rigidity and myoclonus,Williams J.; O'Connell K.; O'Riordan S.; McGuigan C.; Connolly S.; Vincent A.; Hutchinson M.,8198_Movement Disorders - 2012 - - Poster Presentations.pdf,data\extraction_json\text\8198.json,523,0,3674,448,1,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",17,"A cerebral tomodensitometry was made when she was 18 show- ing only a cerebellar atrophy. At the age of 26, she had developed",0.2085,0.0000,0.1564,185,245,,
8225,8225,Clinical and immunological features with glycine receptor antibodies,Vincent A.; Leite M.I.; Carvajal A.; Waters P.; Woodhall M.,8225_Vincent A. et al. - 2012 - Clinical and immunological features with glycine r.pdf,data\extraction_json\text\8225.json,120,148,3822,508,2,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",S137,Clinical and Radiologic Significance of Dilated Perivascular Spaces in Patients with Cognitive Impairment,0.4855,0.0000,0.3642,8,9,,
8296,8296,Intrathecal baclofen pump implantation in 2 cases of stiff-person syndrome,Bikmullin V.; Tolstyh A.; Rudenko V.,8296_Bikmullin V. et al. - 2013 - Intrathecal baclofen pump implantation in 2 cases .pdf,data\extraction_json\text\8296.json,58,0,1856,301,0,No abstract block could be segmented from the proceedings text.,,,,,,,,,
8303,8303,Role of maintenance plasma exchange in stiff person syndrome-a case report,Morelli Z.M.; Dalton L.; Matevosyan K.; Sarode R.; Strunk M.,8303_Morelli - PLEX.pdf,data\extraction_json\text\8303.json,55,1,3178,418,1,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",AC26,"There was not a significant difference in the average: (AC13/AC26) blood volume (4628/ 4801 mL), HCT (33%/32%) or BP (5351/ 5905 mL). Frequencies of procedure times < 60 min were AC13 (35%) and AC26 (75%). Other average results are in the table.The average platelets in the waste bag of AC26",0.0293,0.0000,0.0220,8,49,,
8322,8322,Paraneoplastic stiff-person syndrome due to cholangiocarcinoma: The first case report,Spoto S.; Campanale E.R.; Curcio B.; Grasso G.; Cortigiani M.; Fazzina S.; Cavalieri D.; Valeriani E.; Manfredonia L.; Fogolari M.; Gianno A.; Capone F.; Morolla D.; Porcari A.; Costantino S.,"8322_pgranata,+185-612-2-PB-4.pdf",data\extraction_json\text\8322.json,185,0,1566,760,0,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",336,age: 48-93 ys). In 92% of these patients albumin was decreased,0.2394,0.0000,0.1796,96,132,,
8339,8339,Stiff person syndrome with graves' disease: A rare association,Syed S.J.; Mahmoud K.H.; Chuquilin M.; Garcia-Touza M.,8339_edrv0001.pdf,data\extraction_json\text\8339.json,1655,0,1280,558,1,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.",80,"Preoperative USG found thyroid structural abnormalities in 61 of these patients. Benign appearing lesions,",0.3171,0.0000,0.2378,146,457,,
