paper_id,covidence_id,title,authors,source_category,source_subtype,preferred_text_json_path,preferred_text_source,count_eligible,likely_sps_case_count,count_confidence,count_basis,count_manual_review_required,count_original_cohort_provenance_uncertain,count_reason,count_version,heuristic_likely_sps_case_count,heuristic_count_confidence,heuristic_count_basis,count_candidate_json_path,heuristic_candidate_count,llm_likely_sps_case_count,llm_count_confidence,llm_selected_candidate_id,heuristic_fallback_used,count_audit_status,count_verification_status,count_validator_flags,count_evidence_json_path,counted_at_utc
568,568,Pathological findings in a case of stiff person syndrome with anti-GAD antibodies.,"Witherick, Jonathan; Highley, J Robin; Hadjivassiliou, Marios",single_case_report,case_report,data\extraction_json\text\568.json,full_text,true,1,medium,case_report_marker_single_case,true,true,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | The paper is framed as a single-patient case report and the full text explicitly describes clinical and postmortem findings from one SPS patient with diagnostic support. Because the evidence pack flags possible prior description/provenance uncertainty, the safest choice is the 1-case candidate with manual review retained.",hybrid_v2_gpt-5.4,1,medium,case_report_marker_single_case,results\stage06_count_runs\stage06_backfill_b003_n50_20260418\candidate_packages\568.json,2,1,medium,cand01,false,hybrid_local_gpt,llm_candidate_exact,,results\stage06_count_runs\stage06_backfill_b003_n50_20260418\count_evidence\568.json,2026-04-18T21:42:36.989125+00:00
570,570,Isolated hypertrophy of the tibialis anterior muscle in the stiff leg syndrome.,"Castelnovo, Giovanni; Renard, Dimitri; Bouly, Stephane; Labauge, Pierre",single_case_report,case_report,data\extraction_json\text_proceedings_ready\570.json,proceedings_ready,true,1,high,source_single_case_default,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This single-case report describes one original patient, a 63-year-old woman, and explicitly states that a diagnosis of stiff leg syndrome was made. Stiff leg syndrome is within the SPS-spectrum, so the best-supported extractable count is 1.",hybrid_v2_gpt-5.4,1,medium,source_single_case_default,results\stage06_count_runs\stage06_634_570_hybrid_refresh_20260416\candidate_packages\570.json,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,results\stage06_count_runs\stage06_634_570_hybrid_refresh_20260416\count_evidence\570.json,2026-04-16T21:46:30.233000+00:00
571,571,Physical therapist management of stiff person syndrome in a 24-year-old woman.,"Hegyi, Christopher A",single_case_report,case_report,data\extraction_json\text\571.json,full_text,true,1,high,single_case_text_signal,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This is a single-case report with explicit case-description language identifying one 24-year-old woman with stiff person syndrome who underwent treatment and follow-up. The paper discusses background literature, but only one original SPS-spectrum patient is reported.",hybrid_v2_gpt-5.4,1,medium,single_case_text_signal,results\stage06_count_runs\stage06_backfill_b003_n50_20260418\candidate_packages\571.json,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,results\stage06_count_runs\stage06_backfill_b003_n50_20260418\count_evidence\571.json,2026-04-18T21:43:00.435447+00:00
573,573,Stiff person syndrome and pregnancy.,"Goldkamp, Jennifer; Blaskiewicz, Robert; Myles, Thomas",single_case_report,case_report,data\extraction_json\text\573.json,full_text,true,1,high,single_case_text_signal,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This paper is a single case report describing one woman with diagnosed stiff person syndrome during pregnancy. The abstract and preferred text both explicitly present a single patient case, with no evidence of additional original SPS-spectrum patients in the paper.",hybrid_v2_gpt-5.4,1,medium,single_case_text_signal,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\573.json,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\573.json,2026-04-18T22:53:18.376238+00:00
574,574,Progressive encephalomyelitis with rigidity and myoclonus: glycine and NMDA receptor antibodies.,"Turner, M R; Irani, S R; Leite, M I; Nithi, K; Vincent, A; Ansorge, O",single_case_report,case_report,data\extraction_json\text\574.json,full_text,true,1,high,single_case_text_signal,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This paper is a single-patient case report of PERM, which is within the SPS-spectrum definition. The abstract and full-text excerpt consistently describe one previously healthy 28-year-old man as the reported case, with no evidence of additional original SPS-spectrum patients in this paper.",hybrid_v2_gpt-5.4,1,medium,single_case_text_signal,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\574.json,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\574.json,2026-04-18T22:53:42.634067+00:00
580,580,Stiff leg syndrome and myelitis with anti-amphiphysin antibodies: a common physiopathology?.,"Chamard, Ludivine; Magnin, Eloi; Berger, Eric; Hagenkotter, Beate; Rumbach, Lucien; Bataillard, Marc",single_case_report,case_report,data\extraction_json\text\580.json,full_text,true,1,high,source_single_case_default,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This paper is explicitly framed as a case report of a single patient with stiff leg syndrome, which is within the SPS spectrum. The text repeatedly refers to one patient ('we report the case of a patient' and 'Mrs. H., aged 65'), with no indication of additional original SPS-spectrum cases.",hybrid_v2_gpt-5.4,1,medium,source_single_case_default,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\580.json,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\580.json,2026-04-18T22:54:06.130875+00:00
581,581,Hyperexcitability restricted to the lower limb motor system in a patient with stiff-leg syndrome.,"Iwata, Tomonori; Shigeto, Hiroshi; Ogata, Katsuya; Hagiwara, Ko-ichi; Kanamori, Yuji; Uehara, Taira; Ohyagi, Yasumasa; Tobimatsu, Shozo; Kira, Jun-ichi",single_case_report,case_report,data\extraction_json\text\581.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-19_stage06_b001_n100_manual_review | selection_bucket=stage06_backfill_batch_review | prediction_correct=true | reviewed_count=1 | reviewed_source_category=single_case_report | predicted_count=1 | predicted_source_category=single_case_report | reviewer_notes=Manual review confirms this paper reports one original SPS-spectrum patient.,gold_reviewed_stage06_v1,1,medium,case_report_marker_single_case,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\581.json,2,1,medium,cand01,false,manual_gold_review,manual_gold_review,,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\581.json,2026-04-19T08:27:31Z
582,582,"Paraneoplastic encephalomyelitis, stiff person syndrome and breast carcinoma.","Lemieux, Julie; Provencher, Louise; Brunet, Denis; Hogue, Jean-Charles",single_case_report,case_report,data\extraction_json\text\582.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-19_stage06_b001_n100_manual_review | selection_bucket=stage06_backfill_batch_review | prediction_correct=true | reviewed_count=1 | reviewed_source_category=single_case_report | predicted_count=1 | predicted_source_category=single_case_report | reviewer_notes=Manual review confirms this paper reports one original SPS-spectrum patient.,gold_reviewed_stage06_v1,1,medium,source_single_case_default,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\582.json,2,1,medium,cand01,false,manual_gold_review,manual_gold_review,,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\582.json,2026-04-19T08:27:31Z
583,583,Stiff-person syndrome following tick-borne meningoencephalitis.,"Ehler, Edvard; Latta, Jan; Mandysova, Petra; Havlasova, Jana; Mrklovsky, Milan",single_case_report,case_report,data\extraction_json\text\583.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-19_stage06_b001_n100_manual_review | selection_bucket=stage06_backfill_batch_review | prediction_correct=true | reviewed_count=1 | reviewed_source_category=single_case_report | predicted_count=1 | predicted_source_category=single_case_report | reviewer_notes=Manual review confirms this paper reports one original SPS-spectrum patient.,gold_reviewed_stage06_v1,18,high,diagnosis_specific_suffix_count,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\583.json,3,1,high,cand02,false,manual_gold_review,manual_gold_review,COUNT_SPS_STATUS_UNCERTAIN,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\583.json,2026-04-19T08:27:31Z
585,585,Stiff person syndrome (SPS) complicated by respiratory failure: successful treatment with rituximab.,"Qureshi, A; Hennessy, M",single_case_report,case_report,data\extraction_json\text\585.json,full_text,true,1,high,source_single_case_default,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This paper is a single-patient case report. The full text explicitly describes one 56-year-old man with anti-GAD-positive stiff person syndrome and follows his treatment course with rituximab, with no indication of additional original SPS-spectrum patients.",hybrid_v2_gpt-5.4,1,medium,source_single_case_default,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\585.json,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\585.json,2026-04-18T22:55:38.280544+00:00
588,588,Efficacy of pregabalin in a case of stiff-person syndrome: clinical and neurophysiological evidence.,"Squintani, G; Bovi, T; Ferigo, L; Musso, A M; Ottaviani, S; Moretto, G; Morgante, F; Tinazzi, M",single_case_report,case_report,data\extraction_json\text\588.json,full_text,true,1,high,case_report_marker_single_case,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This is a single-case report describing one original SPS-spectrum patient: a 71-year-old woman diagnosed with SPS. The title, abstract, and case report text consistently indicate a single patient with diagnosis-supported SPS and anti-GAD antibodies.",hybrid_v2_gpt-5.4,1,medium,case_report_marker_single_case,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\588.json,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\588.json,2026-04-18T22:56:00.596167+00:00
589,589,Glycine receptor antibodies are detected in progressive encephalomyelitis with rigidity and myoclonus (PERM) but not in saccadic oscillations.,"Iizuka, Takahiro; Leite, Maria I; Lang, Bethan; Waters, Patrick; Urano, Yoshiaki; Miyakawa, Saori; Hamada, Junichi; Sakai, Fumihiko; Mochizuki, Hideki; Vincent, Angela",lab_heavy_clinical_or_translational,group_or_frequency_focused_lab_clinical_study,data\extraction_json\text\589.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-19_stage06_b001_n100_manual_review | selection_bucket=stage06_backfill_batch_review | prediction_correct=true | reviewed_count=1 | reviewed_source_category=lab_heavy_clinical_or_translational | predicted_count=1 | predicted_source_category=lab_heavy_clinical_or_translational | reviewer_notes=Manual review confirms one extractable original SPS-spectrum patient in this paper.,gold_reviewed_stage06_v1,1,medium,diagnosis_specific_case_label_count,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\589.json,2,1,medium,cand01,false,manual_gold_review,manual_gold_review,,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\589.json,2026-04-19T08:27:31Z
593,593,"Stiff-man syndrome and variants: clinical course, treatments, and outcomes.","McKeon, Andrew; Robinson, Maisha T; McEvoy, Kathleen M; Matsumoto, Joseph Y; Lennon, Vanda A; Ahlskog, J Eric; Pittock, Sean J",observational_group_study,retrospective_or_cohort_group_study,data\extraction_json\text\593.json,full_text,true,99,high,manual_gold_review,false,false,"count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-19_stage06_b001_n100_manual_review | selection_bucket=stage06_backfill_batch_review | prediction_correct=true | reviewed_count=99 | reviewed_source_category=observational_group_study | predicted_count=99 | predicted_source_category=observational_group_study | reviewer_notes=Manual review confirms the full SPS-spectrum cohort is 99, obtained by summing the subtype breakdowns reported in the paper rather than selecting a narrower subgroup.",gold_reviewed_stage06_v1,99,high,abstract_count_signal,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\593.json,3,99,high,cand01,false,manual_gold_review,manual_gold_review,COUNT_EXCEEDS_EXPLICIT_SPS_SUBGROUP,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\593.json,2026-04-19T08:27:31Z
594,594,Atypical clinically diagnosed stiff-person syndrome response to dantrolene--a refractory case.,"Schreiber, Adam L; Vasudevan, John M; Fetouh, S Kamal; Ankam, Nethra S; Hussain, Aamir; Rakocevic, Goran",unclear_manual_review,unclear,data\extraction_json\text\594.json,full_text,true,1,high,source_single_case_default,false,false,challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | The paper is an original single-patient case report. The full-text excerpt explicitly describes one 75-year-old woman who fulfilled clinical diagnostic criteria for stiff-person syndrome and was treated with dantrolene.,hybrid_v2_gpt-5.4,1,medium,source_single_case_default,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\594.json,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\594.json,2026-04-18T22:57:38.370028+00:00
595,595,Pregnancy and stiff person syndrome.,"Amyradakis, George; Carlan, S J; Bhullar, Amanpreet; Eastwood, Julie",single_case_report,case_report,data\extraction_json\text\595.json,full_text,true,1,high,source_single_case_default,false,false,challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This paper is an original single-patient case report describing one pregnant woman with known autoimmune stiff person syndrome and anti-GAD antibodies. The text repeatedly refers to a single patient and explicitly labels it as the first case report of this presentation in pregnancy.,hybrid_v2_gpt-5.4,1,medium,source_single_case_default,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\595.json,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\595.json,2026-04-18T22:58:06.830699+00:00
597,597,"Lymphoma, thymoma and the wooden man: stiff-person syndrome post-thymoma excision and non-Hodgkin lymphoma remission.","Tsai, T; McGrath, R",single_case_report,case_report,data\extraction_json\text\597.json,full_text,true,1,high,case_report_marker_single_case,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This paper is a single-patient case report. The abstract explicitly states it is a case report of typical SPS in a patient, and the full text describes one 66-year-old man with diagnosis-supported SPS.",hybrid_v2_gpt-5.4,1,medium,case_report_marker_single_case,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\597.json,3,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\597.json,2026-04-18T22:58:30.706767+00:00
599,599,Electrophysiological characteristics in four patients from Brazil with stiff person syndrome.,"Lorenzoni, Paulo J; Scola, Rosana H; Kay, Claudia S K; Teive, Helio A G; dos Santos, Lucia H Coutinho; Werneck, Lineu C",case_series_or_multi_case,case_series,data\extraction_json\text\599.json,full_text,true,4,high,title_count_signal,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | The paper explicitly reports an original case series of four patients who fulfilled clinical criteria for stiff person syndrome, and the methods confirm that 4 of 17 referred patients were included while 13 non-SPS cases were excluded. This supports selecting the exact candidate count of 4 unique SPS-spectrum patients.",hybrid_v2_gpt-5.4,4,high,title_count_signal,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\599.json,1,4,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\599.json,2026-04-18T22:58:48.548416+00:00
601,601,Autoimmune stiff person syndrome and related myelopathies: understanding of electrophysiological and immunological processes.,"Rakocevic, Goran; Floeter, Mary Kay",review_article,review,data\extraction_json\text\601.json,full_text,false,0,high,manual_gold_review,false,false,"count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-19_stage06_b001_n100_manual_review | selection_bucket=stage06_backfill_batch_review | prediction_correct=true | reviewed_count=0 | reviewed_source_category=review_article | predicted_count=0 | predicted_source_category=review_article | reviewer_notes=This is a review article, so the extractable original SPS-spectrum count is 0. The SPS numbers mentioned in the text are cited literature rather than an original cohort reported by this paper.",gold_reviewed_stage06_v1,0,low,not_count_eligible,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\601.json,1,0,low,,false,manual_gold_review,manual_gold_review,,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\601.json,2026-04-19T08:27:31Z
603,603,The relationship between cortical and spinal hyperexcitability and clinical disease severity in stiff-man syndrome.,"Kim, Samuel D; Vucic, Steve; Mahant, Neil; Kiernan, Matthew C; Fung, Victor S C",observational_group_study,retrospective_or_cohort_group_study,data\extraction_json\text\603.json,full_text,true,5,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-19_stage06_b001_n100_manual_review | selection_bucket=stage06_backfill_batch_review | prediction_correct=true | reviewed_count=5 | reviewed_source_category=observational_group_study | predicted_count=5 | predicted_source_category=observational_group_study | reviewer_notes=Manual review confirms an extractable original SPS-spectrum cohort of 5 patients.,gold_reviewed_stage06_v1,5,medium,early_body_count_signal,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\603.json,2,5,medium,cand01,false,manual_gold_review,manual_gold_review,,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\603.json,2026-04-19T08:27:31Z
607,607,Botulinum toxin A in anti-GAD-positive stiff-limb syndrome.,"Anagnostou, Evangelos; Zambelis, Thomas",single_case_report,case_report,data\extraction_json\text\607.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-19_stage06_b001_n100_manual_review | selection_bucket=stage06_backfill_batch_review | prediction_correct=true | reviewed_count=1 | reviewed_source_category=single_case_report | predicted_count=1 | predicted_source_category=single_case_report | reviewer_notes=Manual review confirms this paper reports one original SPS-spectrum patient.,gold_reviewed_stage06_v1,1,medium,source_single_case_default,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\607.json,2,1,high,cand01,false,manual_gold_review,manual_gold_review,,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\607.json,2026-04-19T08:27:31Z
608,608,Case records of the Massachusetts General Hospital. Case 27-2012. A 60-year-old woman with painful muscle spasms and hyperreflexia.,"Byrne, Thomas N; Isakoff, Steven Jay; Rincon, Sandra P; Gudewicz, Thomas M",single_case_report,case_report,data\extraction_json\text\608.json,full_text,true,1,medium,single_case_text_signal,true,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | This paper is presented as a single-patient case report ('A 60-year-old woman') and the clinical description is consistent with a diagnosis-supported SPS-spectrum case. The best-supported extractable count is therefore 1 unique patient, but confidence remains medium because the supplied evidence pack does not include an explicit final diagnostic sentence.",hybrid_v2_gpt-5.4,1,medium,single_case_text_signal,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\608.json,2,1,medium,cand01,false,hybrid_local_gpt,llm_candidate_exact,,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\608.json,2026-04-18T23:00:42.620720+00:00
613,613,Antibodies against glutamic acid decarboxylase: prevalence in neurological diseases.,"Meinck, H M; Faber, L; Morgenthaler, N; Seissler, J; Maile, S; Butler, M; Solimena, M; DeCamilli, P; Scherbaum, W A",observational_group_study,retrospective_or_cohort_group_study,data\extraction_json\text\613.json,full_text,true,22,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-19_stage06_b001_n100_manual_review | selection_bucket=stage06_backfill_batch_review | prediction_correct=true | reviewed_count=22 | reviewed_source_category=observational_group_study | predicted_count=22 | predicted_source_category=observational_group_study | reviewer_notes=Manual review confirms an extractable original SPS-spectrum cohort of 22 patients.,gold_reviewed_stage06_v1,1,high,diagnosis_specific_of_total_count,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\613.json,3,22,medium,cand02,false,manual_gold_review,manual_gold_review,,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\613.json,2026-04-19T08:27:31Z
615,615,Anti-GAD antibodies and breast cancer in a patient with stiff-person syndrome: a puzzling association.,"Sinnreich, M; Assal, F; Hefft, S; Magistris, M R; Chizzolini, C; Landis, T; Burkhard, P R",single_case_report,case_report,data\extraction_json\text\615.json,full_text,true,1,high,case_report_marker_single_case,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This is a single-patient case report explicitly presenting one woman with stiff-person syndrome. The title and body both describe an individual patient, while other SPS counts in the text are clearly literature references rather than original cases from this paper.",hybrid_v2_gpt-5.4,1,medium,case_report_marker_single_case,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\615.json,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\615.json,2026-04-18T23:01:34.669859+00:00
616,616,Improvement of stiff-person syndrome with tiagabine.,"Murinson, B B; Rizzo, M",single_case_report,case_report,data\extraction_json\text\616.json,full_text,true,1,high,source_single_case_default,false,false,challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This paper explicitly presents a single original SPS patient as a case report. The text repeatedly refers to one antibody-negative patient with clinical SPS and then details her course and treatment response.,hybrid_v2_gpt-5.4,1,medium,source_single_case_default,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\616.json,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\616.json,2026-04-18T23:01:57.877646+00:00
617,617,Benefit of intravenous immunoglobulin in autoimmune stiff-person syndrome in a child.,"Mikaeloff, Y; Jambaque, I; Mayer, M; Ponsot, G; Kalifa, G; Carel, J C",unclear_manual_review,unclear,data\extraction_json\text\617.json,full_text,true,1,high,single_case_text_signal,false,false,challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | The paper explicitly reports a single original pediatric SPS case: a 12-year-old boy with autoimmune stiff-person syndrome treated with IVIG. This supports selecting the single-case candidate count of 1.,hybrid_v2_gpt-5.4,1,medium,single_case_text_signal,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\617.json,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\617.json,2026-04-18T23:02:19.651774+00:00
620,620,"Stiff person syndrome: quantification, specificity, and intrathecal synthesis of GAD65 antibodies.","Dalakas, M C; Li, M; Fujii, M; Jacobowitz, D M",observational_group_study,group_or_frequency_focused_lab_clinical_study,data\extraction_json\text\620.json,full_text,true,18,high,manual_gold_review,false,false,"count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-05_round_02 | selection_bucket=review_lab_edge | prediction_correct=false | reviewed_count=18 | reviewed_source_category=observational_group_study | predicted_count=18 | predicted_source_category=review_article | reviewer_notes=a review is a review of the literature, which this paper is not",gold_reviewed_stage06_v1,,,,,,,,,,manual_gold_review,manual_gold_review,,,2026-04-05T15:10:16.549457+00:00
621,621,Stiff-person syndrome associated with cerebellar ataxia and high glutamic acid decarboxylase antibody titer.,"Kono, S; Miyajima, H; Sugimoto, M; Suzuki, Y; Takahashi, Y; Hishida, A",single_case_report,case_report,data\extraction_json\text\621.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-19_stage06_b001_n100_manual_review | selection_bucket=stage06_backfill_batch_review | prediction_correct=true | reviewed_count=1 | reviewed_source_category=single_case_report | predicted_count=1 | predicted_source_category=single_case_report | reviewer_notes=Manual review confirms this paper reports one original SPS-spectrum patient.,gold_reviewed_stage06_v1,1,medium,case_report_marker_single_case,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\621.json,2,1,medium,cand01,false,manual_gold_review,manual_gold_review,,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\621.json,2026-04-19T08:27:31Z
623,623,Stiff-person syndrome associated with invasive thymoma: a case report.,"Hagiwara, H; Enomoto-Nakatani, S; Sakai, K; Ugawa, Y; Kusunoki, S; Kanazawa, I",single_case_report,case_report,data\extraction_json\text\623.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-19_stage06_b001_n100_manual_review | selection_bucket=stage06_backfill_batch_review | prediction_correct=true | reviewed_count=1 | reviewed_source_category=single_case_report | predicted_count=1 | predicted_source_category=single_case_report | reviewer_notes=Manual review confirms this paper reports one original SPS-spectrum patient.,gold_reviewed_stage06_v1,10,high,diagnosis_specific_table_row_count,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\623.json,3,1,medium,cand02,false,manual_gold_review,manual_gold_review,,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\623.json,2026-04-19T08:27:31Z
624,624,Stiff leg syndrome: case report.,"Gurol, M E; Ertas, M; Hanagasi, H A; Sahin, H A; Gursoy, G; Emre, M",single_case_report,case_report,data\extraction_json\text\624.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-19_stage06_b001_n100_manual_review | selection_bucket=stage06_backfill_batch_review | prediction_correct=true | reviewed_count=1 | reviewed_source_category=single_case_report | predicted_count=1 | predicted_source_category=single_case_report | reviewer_notes=Manual review confirms this paper reports one original SPS-spectrum patient.,gold_reviewed_stage06_v1,1,medium,case_report_marker_single_case,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\624.json,2,1,medium,cand01,false,manual_gold_review,manual_gold_review,,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\624.json,2026-04-19T08:27:31Z
625,625,High-dose intravenous immune globulin for stiff-person syndrome.,"Dalakas, M C; Fujii, M; Li, M; Lutfi, B; Kyhos, J; McElroy, B",interventional_study,controlled_or_therapeutic_group_study,data\extraction_json\text\625.json,full_text,true,16,high,abstract_count_signal,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This interventional study explicitly reports enrollment and random assignment of 16 patients with stiff-person syndrome and anti-GAD65 antibodies. The paper describes a crossover trial of those same 16 unique SPS patients, with no indication that the count should be reduced.",hybrid_v2_gpt-5.4,16,high,abstract_count_signal,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\625.json,2,16,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\625.json,2026-04-18T23:04:18.021944+00:00
