paper_id,covidence_id,title,authors,published_year,journal,tags,notes,text_json_path,preferred_text_json_path,preferred_text_source,proceedings_detected,trim_status,source_category,source_subtype,classification_confidence,likely_case_count,contains_individual_level_data,contains_group_level_data,case_series_split_candidate,preferred_langextract_mode,langextract_eligible,manual_review_required,recommended_next_action,conference_marker_hits,review_marker_hits,case_report_marker_hits,multi_case_marker_hits,observational_marker_hits,interventional_marker_hits,non_clinical_marker_hits,translational_marker_hits,patient_label_count,categorisation_reason,categorisation_version,categorised_at_utc
12141,12141,Paraneoplastic Stiff Person Syndrome With Anti-amphiphysin Antibodies Presenting With Pruritus as the Initial Manifestation: An Unusual Case,"Raj, A; Alapatt, P; Johny, P; Ashraf, VV",2023,CUREUS JOURNAL OF MEDICAL SCIENCE,,,data/extraction_json/text/12141.json,data/extraction_json/text/12141.json,full_text,false,,single_case_report,case_report,high,1,true,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,"This is a single case report, as evidenced by the detailed narrative of one patient's clinical course, laboratory findings, and treatment. No group or series data are presented, and the entire report focuses on this individual.",llm_v1_gpt4.1,2026-04-05T19:21:31.398383+00:00
1215,1215,Three cases of elevated IL-1beta in common variable immunodeficiency (CVID) with autoimmune complications,Toh J.; Gavrilova T.; Rubinstein A.,2016,Journal of Allergy and Clinical Immunology,,,data/extraction_json/text/1215.json,data/extraction_json/text/1215.json,full_text,false,,conference_abstract,single_case_conference_abstract,high,1,true,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,"This is a conference abstract (short, supplement issue, abstract format) reporting three individual CVID cases, with only one patient (Case 3) described as having stiff-person's syndrome. The abstract provides individual-level clinical data for each case.",llm_v1_gpt4.1,2026-04-05T19:21:34.960902+00:00
1216,1216,Two atypical cases of stiff-person syndrome,Pires K.; Amaral C.; Pupe C.; Pessoa B.; Orsini M.; Custodio R.; Andorinho A.; Souza O.; Nascimento O.,2016,Neurology,,,data/extraction_json/text/1216.json,data/extraction_json/text/1216.json,full_text,false,,case_series_or_multi_case,case_series,high,2,true,false,true,individual_case_split,true,false,split_cases_then_langextract,,,,,,,,,,"This is a case series reporting two original SPS patients with individual-level clinical detail. The structure and content match a case series, not a review or group study.",llm_v1_gpt4.1,2026-04-05T19:21:38.783843+00:00
1217,1217,Epidemiology of stiff person syndrome in the United States veterans health administration database,Galli J.; Greenlee J.; Soldan M.P.; Clardy S.,2016,Neurology,,,data/extraction_json/text/1217.json,data/extraction_json/text/1217.json,full_text,false,,conference_abstract,group_conference_abstract,high,79,false,true,false,group,true,false,run_langextract_group,,,,,,,,,,"This is a conference abstract (Neurology, volume 86, issue 16 SUPPL. 1, single page, abstract format) reporting a retrospective review of SPS patients in the VHA database. It provides original group-level data on 79 SPS-spectrum patients.",llm_v1_gpt4.1,2026-04-05T19:21:45.085188+00:00
1220,1220,Stiff-person syndrome exacerbated with serotonin-norepinephrine reuptake inhibitor use,Benavides D.; Newsome S.,2016,Neurology,,,data/extraction_json/text/1220.json,data/extraction_json/text/1220.json,full_text,false,,case_series_or_multi_case,case_series,high,4,true,false,true,individual_case_split,true,false,split_cases_then_langextract,,,,,,,,,,"This is a retrospective case series reporting four original SPS patients who experienced exacerbations after SNRI use. The text provides clear evidence of original, individual-level SPS patient data, and the count is explicitly stated.",llm_v1_gpt4.1,2026-04-05T19:21:49.183326+00:00
12202,12202,Progressive Encephalomyelitis with Rigidity and Myoclonus with an Aggressive Presentation Mimicking Septic Shock: A Pediatric Case Report and Literature Review,"Ho, SCS; Leung, KY; Ng, GSF; Yiu, WL; Yau, EKC; Fong, NC",2023,JOURNAL OF PEDIATRIC NEUROLOGY,,,data/extraction_json/text/12202.json,data/extraction_json/text/12202.json,full_text,false,,single_case_report,case_report,high,1,true,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,"This is a single case report of a pediatric patient with PERM, a disorder within the SPS spectrum. The paper provides individual-level clinical data for one patient and includes a literature review, but only one original case is reported.",llm_v1_gpt4.1,2026-04-05T19:22:08.359732+00:00
12206,12206,Paraneoplastic Stiff-Person syndrome with adenocarcinoma of the bladder and anti-glycine receptor antibodies,"Papantoniou, M; Sotiriou, K",2023,ACTA NEUROLOGICA BELGICA,,,data/extraction_json/text/12206.json,data/extraction_json/text/12206.json,full_text,false,,single_case_report,case_report,high,,false,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,Manual review: Letter describing one paraneoplastic GlyR-antibody SPS case linked to bladder adenocarcinoma.,llm_v1_gpt4.1,2026-04-05T19:22:08.360359+00:00
12219,12219,Stiff person syndrome associated with dermatitis herpetiformis: a case report,"Tayebi, L; Keita, AM; Louhab, N; Zahlane, M; Benjilali, L; Essaadouni, L",2021,PAN AFRICAN MEDICAL JOURNAL,,,data/extraction_json/text/12219.json,data/extraction_json/text/12219.json,full_text,false,,single_case_report,case_report,high,1,true,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,"This is a single case report, as indicated by the title, abstract, and detailed individual-level clinical description of one patient. There is no evidence of additional SPS-spectrum patients in the text.",llm_v1_gpt4.1,2026-04-05T19:22:28.500168+00:00
12222,12222,A THERAPEUTIC TRIAL OF MILACEMIDE IN MYOCLONUS AND THE STIFF-PERSON SYNDROME,"BROWN, P; THOMPSON, PD; ROTHWELL, JC; DAY, BL; MARSDEN, CD",1991,MOVEMENT DISORDERS,,,data/extraction_json/text/12222.json,data/extraction_json/text/12222.json,full_text,false,,interventional_study,controlled_or_therapeutic_group_study,high,3,true,true,false,group,true,false,run_langextract_group,,,,,,,,,,"This is an interventional study (open-label trial) of milacemide in a mixed cohort including 3 SPS patients. The paper provides both individual-level and group-level data for these patients, including clinical characteristics, treatments, and outcomes.",llm_v1_gpt4.1,2026-04-05T19:22:33.140235+00:00
12234,12234,Anti-glycine receptor antibody-positive progressive encephalomyelitis with rigidity and myoclonus initially presenting with one-sided stiff face: A case report,"Irie, KI; Tateishi, T; Moritaka, T; Sakurada, N; Kikuchi, S; Taniwaki, T",2022,FRONTIERS IN NEUROLOGY,,,data/extraction_json/text/12234.json,data/extraction_json/text/12234.json,full_text,false,,single_case_report,case_report,high,1,true,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,"This article is explicitly labeled as a case report and provides a detailed clinical narrative, workup, and outcome for one patient with SPS-spectrum disease (PERM). There is no evidence of additional original cases.",llm_v1_gpt4.1,2026-04-05T19:22:52.423234+00:00
12236,12236,Stiff person syndrome in a Nepalese man with uncontrolled diabetes mellitus and ketonuria: A rare case report,"Kharel, S; Ojha, R; Bhandari, S; Sharma, A; Parajuli, N; Karn, R; Gajurel, BP; Rajbhandari, R; Gautam, N; Shrestha, A",2023,CLINICAL CASE REPORTS,,,data/extraction_json/text/12236.json,data/extraction_json/text/12236.json,full_text,false,,single_case_report,case_report,high,1,true,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,"This is a classic single case report, as indicated by the title, abstract, and detailed narrative of one patient's clinical course. There is no evidence of additional original SPS-spectrum patients or group-level data.",llm_v1_gpt4.1,2026-04-05T19:23:10.941352+00:00
12244,12244,Successful management of dyspnea in a patient with stiff person syndrome with noninvasive positive-pressure ventilation: A case report,"Kim, D; Chang, MC",2021,NEUROLOGY ASIA,,,data/extraction_json/text/12244.json,data/extraction_json/text/12244.json,full_text,false,,single_case_report,case_report,high,1,true,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,"This is a classic single case report, as indicated by the title, structure, and detailed individual-level clinical data for one SPS patient. There is no evidence of additional original SPS-spectrum patients in the text.",llm_v1_gpt4.1,2026-04-05T19:23:18.385212+00:00
12246,12246,Progressive Encephalomyelitis With Rigidity and Myoclonus <i>The First Pediatric Case With Glycine Receptor Antibodies</i>,"Damásio, J; Leite, MI; Coutinho, E; Waters, P; Woodhall, M; Santos, MA; Carrilho, I; Vincent, A",2013,JAMA NEUROLOGY,,,data/extraction_json/text/12246.json,data/extraction_json/text/12246.json,full_text,false,,single_case_report,case_report,high,,false,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,Manual review: Full pediatric PERM case report with one anti-glycine receptor-positive patient.,llm_v1_gpt4.1,2026-04-05T19:23:18.385971+00:00
12247,12247,AUTOANTIBODIES TO A 128-KD SYNAPTIC PROTEIN IN 3 WOMEN WITH THE STIFF-MAN SYNDROME AND BREAST-CANCER,"FOLLI, F; SOLIMENA, M; COFIELL, R; AUSTONI, M; TALLINI, G; FASSETTA, G; BATES, D; CARTLIDGE, N; BOTTAZZO, GF; PICCOLO, G; DECAMILLI, P",1993,NEW ENGLAND JOURNAL OF MEDICINE,,Manfredi Carta (2024-07-09 22:11:31)(Included): duplicate of #30;,data/extraction_json/text/12247.json,data/extraction_json/text/12247.json,full_text,false,,case_series_or_multi_case,case_series,high,3,true,false,true,individual_case_split,true,false,split_cases_then_langextract,,,,,,,,,,"This is a case series describing three original patients with stiff-man syndrome and breast cancer, with individual-level clinical and laboratory data reported for each. The structure and content match the definition of a case series or multi-case report.",llm_v1_gpt4.1,2026-04-05T19:23:39.072474+00:00
12251,12251,Stiff limb syndrome: a case report,"Farhat, E; Zouari, M; Beyrouti, R; Ben Sassi, S; Hentati, F",2014,JOURNAL OF NEUROLOGY,,,data/extraction_json/text/12251.json,data/extraction_json/text_trimmed/12251.json,trimmed,true,trimmed_auto,conference_abstract,single_case_conference_abstract,high,,false,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,Manual review: Proceedings abstract localized by exact title; one young woman with stiff-limb syndrome.,llm_v1_gpt4.1,2026-04-05T19:23:39.101026+00:00
12262,12262,STIFF-MAN SYNDROME - REPORT OF A CASE,"TARSY, D; MIYAWAKI, EK",1994,ARCHIVES OF INTERNAL MEDICINE,,,data/extraction_json/text/12262.json,data/extraction_json/text/12262.json,full_text,false,,single_case_report,case_report,high,1,true,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,"This is a classic single case report, as indicated by the title and the detailed narrative of one patient's clinical course. No group-level or multiple patient data are presented.",llm_v1_gpt4.1,2026-04-05T19:23:58.322576+00:00
1227,1227,Role of plasma exchange in stiff person syndrome,Albahra S.; Yates S.; Matevosyan K.; Sarode R.,2016,Journal of Clinical Apheresis,,"Manfredi Carta (2023-06-24 23:30:07)(Select): Duplicate. This is only an abstract, the other ref is the full text;",data/extraction_json/text/1227.json,data/extraction_json/text_trimmed/1227.json,trimmed,true,trimmed_auto,conference_abstract,single_case_conference_abstract,high,,false,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,Manual review: Proceedings abstract localized by title; retrospective review of five SPS patients treated with plasma exchange.,llm_v1_gpt4.1,2026-04-05T19:23:58.326990+00:00
12270,12270,Rapid Onset Stiff Person Syndrome,"Neeley, B; Pawar, G; Tripathi, R",2021,MOVEMENT DISORDERS,,,data/extraction_json/text/12270.json,data/extraction_json/text_trimmed/12270.json,trimmed,true,trimmed_auto,conference_abstract,single_case_conference_abstract,high,,false,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,Manual review: Proceedings abstract localized by exact title; one 24-year-old male with rapid-onset SPS.,llm_v1_gpt4.1,2026-04-05T19:23:58.356631+00:00
12288,12288,MRI abnormalities in stiff person syndrome,"Seefried, S; Homola, G; Pham, M; Sommer, C",2023,EUROPEAN JOURNAL OF NEUROLOGY,,,data/extraction_json/text/12288.json,data/extraction_json/text_trimmed/12288.json,trimmed,true,trimmed_auto,conference_abstract,single_case_conference_abstract,high,,false,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,Manual review: Covidence card metadata indicates a 2023 proceedings abstract,llm_v1_gpt4.1,2026-04-05T19:23:58.372444+00:00
1229,1229,Progressive encephalomyelitis with rigidity and myoclonus (PERM) associated with glycine receptor antibodies as first manifestation of hodgkin's lymphoma: A case report,Borellini L.; Lanfranconi S.; Trezzi I.; Franco G.; Di Fonzo A.; Bonato S.; Bresolin N.,2016,European Journal of Neurology,,,data/extraction_json/text/1229.json,data/extraction_json/text_trimmed/1229.json,trimmed,true,trimmed_auto,conference_abstract,single_case_conference_abstract,high,,false,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,Manual review: Proceedings abstract localized by exact title and authors; one PERM case associated with Hodgkin lymphoma.,llm_v1_gpt4.1,2026-04-05T19:23:58.381256+00:00
1230,1230,Stiff Person Syndrome: A female case report with focal onset and multiple limb involvement,Vaz S.; Barros A.; Calado A.; Sequeira J.; Melancia D.; Fernandes A.,2016,European Journal of Neurology,,,data/extraction_json/text/1230.json,data/extraction_json/text_trimmed/1230.json,trimmed,true,trimmed_auto,conference_abstract,single_case_conference_abstract,high,,false,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,Manual review: Proceedings abstract localized by exact title; one woman with focal-onset SPS and later multi-limb involvement.,llm_v1_gpt4.1,2026-04-05T19:23:58.391918+00:00
12301,12301,Stiff Person Syndrome Presenting with Dystonia,"Gao, F",2021,MOVEMENT DISORDERS,,,data/extraction_json/text/12301.json,data/extraction_json/text_trimmed/12301.json,trimmed,true,trimmed_auto,conference_abstract,single_case_conference_abstract,high,,false,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,Manual review: Proceedings abstract localized by exact title; one SPS case initially presenting with dystonia.,llm_v1_gpt4.1,2026-04-05T19:23:58.423889+00:00
12302,12302,STIFF EYES IN STIFF-PERSON SYNDROME,"Pittock, SJ; Lennon, VA; McKeon, A",2009,NEUROLOGY,,,data/extraction_json/text/12302.json,data/extraction_json/text/12302.json,full_text,false,,review_article,review,high,,false,false,false,skip,false,false,skip_langextract,,,,,,,,,,Manual review: Letter-to-the-editor commentary discussing anti-amphiphysin interpretation rather than presenting a new extractable clinical case set.,llm_v1_gpt4.1,2026-04-05T19:23:58.425578+00:00
12305,12305,Breast Carcinoma Presenting with Anti-amphiphysin Antibody-associated Stiff-limb Syndrome,"Closas, AMD; Tan, AH; Goh, KJ; Schee, JP; See, MH; Tai, SML; Lim, SY",2023,MOVEMENT DISORDERS,,,data/extraction_json/text/12305.json,data/extraction_json/text/12305.json,full_text,true,manual_review_required,single_case_report,case_report,medium,1,true,false,false,individual,true,true,review_source_category_then_langextract,,,,,,,,,,"validator_flags=PROCEEDINGS_TRIM_PENDING | This is a single case report, as evidenced by the detailed narrative of one patient's presentation, workup, treatment, and outcome. The report includes individual-level clinical data and does not mention any additional original SPS-spectrum patients.",llm_v1_gpt4.1,2026-04-05T19:24:02.475449+00:00
1231,1231,Therapeutic challenges of stiff person syndrome: A case report,Varga E.T.; Gyorgyi Md T.; Vecsei L.,2016,European Journal of Neurology,,,data/extraction_json/text/1231.json,data/extraction_json/text_trimmed/1231.json,trimmed,true,trimmed_auto,conference_abstract,single_case_conference_abstract,high,,false,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,Manual review: Proceedings abstract localized by exact title in the poster supplement; one SPS case report.,llm_v1_gpt4.1,2026-04-05T19:24:02.485485+00:00
12322,12322,Celiac Disease With Concurrent Stiff Person Syndrome,"Hall, H; Zheng, XN; Chastant, W; Hutchings, J",2022,AMERICAN JOURNAL OF GASTROENTEROLOGY,,,data/extraction_json/text/12322.json,data/extraction_json/text/12322.json,full_text,false,not_needed,conference_abstract,single_case_conference_abstract,high,,false,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,Manual review: Conference abstract localized by exact title on the poster page; one celiac disease case with concurrent SPS.,llm_v1_gpt4.1,2026-04-05T19:24:02.486221+00:00
12328,12328,Painful spasms during childhood: Stiff-person syndrome,"Curado, A; Rosário, M; Gonçalves, C; Silva, D; Conceiçao, I; Coelho, J; Santos, T; Moreno, T",2021,NEUROMUSCULAR DISORDERS,,,data/extraction_json/text/12328.json,data/extraction_json/text/12328.json,full_text,false,,single_case_report,case_report,high,1,true,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,"This is a single case report of a 10-year-old boy with Stiff-person syndrome, providing detailed individual-level clinical data. There is no evidence of additional SPS-spectrum patients in the report.",llm_v1_gpt4.1,2026-04-05T19:24:06.566654+00:00
1233,1233,Stiff person syndrome,Dosekova P.; Krastev G.; Haring J.; Lackovic R.,2016,Movement Disorders,,Manfredi Carta (2023-06-25 01:51:35)(Select): wrong pdf - removed;,data/extraction_json/text/1233.json,data/extraction_json/text_trimmed/1233.json,trimmed,true,trimmed_auto,conference_abstract,single_case_conference_abstract,high,,false,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,Manual review: Proceedings abstract explicitly reports and discusses three SPS-spectrum cases with distinct clinical features.,llm_v1_gpt4.1,2026-04-05T19:24:06.606872+00:00
12345,12345,Partial Stiff Person Syndrome as a Stroke Mimic,"Machado, D; Hodges, K",2020,ANNALS OF NEUROLOGY,,,data/extraction_json/text/12345.json,data/extraction_json/text_trimmed/12345.json,trimmed,true,header_only_source,conference_abstract,single_case_conference_abstract,medium,0,false,false,false,individual,true,true,review_source_category_then_langextract,,,,,,,,,,"This is a conference abstract (proceedings detected, single page, S-page numbering). The title suggests a clinical case, but without an abstract or further content, it is unclear whether original SPS-spectrum patient data is reported or how many cases are included.",llm_v1_gpt4.1,2026-04-05T19:24:11.181686+00:00
12358,12358,Type 1 Diabetes Mellitus and Stiff-Person Syndrome,"Araújo, CA; Baptista, C; Paiva, I; Morgadinho, A",2021,DIABETES,,,data/extraction_json/text/12358.json,data/extraction_json/text/12358.json,full_text,false,not_needed,conference_abstract,single_case_conference_abstract,high,,false,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,Manual review: Conference abstract describing one woman with LADA and anti-GAD-positive SPS.,llm_v1_gpt4.1,2026-04-05T19:24:11.183196+00:00
1237,1237,Stiff person syndrome: Case series,Sasse E.; Amorelli G.; Spitz M.; Germano C.S.B.; Vasconcellos L.F.,2016,Movement Disorders,,,data/extraction_json/text/1237.json,data/extraction_json/text_trimmed/1237.json,trimmed,true,trimmed_auto,conference_abstract,single_case_conference_abstract,high,,false,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,Manual review: Proceedings abstract localized later in the supplement and explicitly presents three SPS cases.,llm_v1_gpt4.1,2026-04-05T19:24:11.244626+00:00
12376,12376,Lupus revealing itself after a stiff-person syndrome,"Goëb, V; Dubreuil, F; Cabre, P; Jean-Baptiste, G; Arfi, S",2004,LUPUS,,,data/extraction_json/text/12376.json,data/extraction_json/text/12376.json,full_text,false,,unclear_manual_review,unclear,high,,false,false,false,manual_review,false,false,review_source_category,,,,,,,,,,Manual review: single_case_report,llm_v1_gpt4.1,2026-04-05T19:24:11.246194+00:00
12387,12387,Successful treatment of Stiff Person Syndrome with botulinum toxin,"Goncalves, A; Brunet, F; Ariton, D; De Fabregues, O",2022,MOVEMENT DISORDERS,,,data/extraction_json/text/12387.json,data/extraction_json/text_trimmed/12387.json,trimmed,true,trimmed_auto,conference_abstract,single_case_conference_abstract,high,,false,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,Manual review: Proceedings abstract localized by exact title; one SPS patient with marked benefit from botulinum toxin injections.,llm_v1_gpt4.1,2026-04-05T19:24:11.281897+00:00
1239,1239,Stiff-person syndrome and hypogammaglobulinaemia: An unusual combination,Suratannon N.; Dalm V.; Van Bilsen K.; Van Paassen P.; Tervaert J.W.C.; Driessen G.J.; Wentink M.W.; Van Der Burg M.; Van Hagen P.M.,2016,Allergy: European Journal of Allergy and Clinical Immunology,Awaiting classification,,data/extraction_json/text/1239.json,data/extraction_json/text_trimmed/1239.json,trimmed,true,trimmed_auto,conference_abstract,single_case_conference_abstract,high,,false,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,Manual review: Conference abstract localized by exact title in the allergy proceedings; one unusual SPS plus hypogammaglobulinaemia case.,llm_v1_gpt4.1,2026-04-05T19:24:11.288609+00:00
12390,12390,Stiff Person Syndrome Misdiagnosis: Clinical and Ancillary Testing Characteristics,"Chia, N; McKeon, A; Flanagan, E; Dubey, D; Zalewski, N; Pittock, S; Zekeridou, A",2022,NEUROLOGY,,Manfredi Carta (2024-05-26 00:45:30)(Included): duplicate of #11916;,data/extraction_json/text/12390.json,data/extraction_json/text/12390.json,full_text,false,,conference_abstract,group_conference_abstract,high,48,false,true,false,group,true,false,run_langextract_group,,,,,,,,,,"This is a conference abstract (2 pages, supplement issue, S-page numbers) presenting original group-level data on SPS misdiagnosis from a defined cohort at the Mayo Clinic. It reports aggregate statistics and the number of SPS patients diagnosed in the study period.",llm_v1_gpt4.1,2026-04-05T19:24:30.535122+00:00
12399,12399,Neuropsychological performance and psychiatric symptoms in stiff person syndrome,"Chan, C; Wang, YJ; Obando, D; Newsome, S",2021,NEUROLOGY,,,data/extraction_json/text/12399.json,data/extraction_json/text/12399.json,full_text,false,not_needed,conference_abstract,single_case_conference_abstract,high,,false,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,Manual review: AAN conference abstract reporting retrospective neuropsychological and psychiatric review across SPS patients.,llm_v1_gpt4.1,2026-04-05T19:24:30.535713+00:00
12405,12405,"Immunotherapy in Stiff Person Syndrome, is Timing Really Important?","Reyes, M; Wang, YJ; Kalaitzidis, G; Pimentel, D; Koshorek, J; Obando, D; Newsome, S",2021,NEUROLOGY,,,data/extraction_json/text/12405.json,data/extraction_json/text/12405.json,full_text,false,,observational_group_study,retrospective_or_cohort_group_study,high,211,false,true,false,group,true,false,run_langextract_group,,,,,,,,,,"This is an observational group study of a large original cohort of SPS patients, reporting aggregate data on immunotherapy timing and outcomes. The study is not a review, case report, or conference abstract, and it provides group-level clinical data from a retrospective cohort.",llm_v1_gpt4.1,2026-04-05T19:24:34.606693+00:00
12412,12412,Long-term effect of gabapentin in stiff limb syndrome: A case report,"Holmoy, T",2007,EUROPEAN NEUROLOGY,,,data/extraction_json/text/12412.json,data/extraction_json/text/12412.json,full_text,false,,single_case_report,case_report,high,1,true,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,"This is a single case report, as indicated by the title and the detailed narrative of one patient's clinical course. The report provides individual-level data and does not aggregate or discuss a group of original patients.",llm_v1_gpt4.1,2026-04-05T19:24:38.321566+00:00
12414,12414,The stiff limb syndrome - a new case and a literature review,"Bartsch, T; Herzog, J; Baron, R; Deuschl, G",2003,JOURNAL OF NEUROLOGY,,Davide Martino (2024-05-28 10:59:07)(Included): This is a duplicate;,data/extraction_json/text/12414.json,data/extraction_json/text/12414.json,full_text,false,,single_case_report,case_report,high,1,true,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,"This is a single case report: the main original clinical content is a detailed account of one patient with stiff limb syndrome, followed by a review of previously published cases. There is no evidence of additional original SPS-spectrum patients in this paper.",llm_v1_gpt4.1,2026-04-05T19:24:56.949467+00:00
1242,1242,Stiff-person syndrome in association with cerebellar ataxia: Overlapping syndrome: A case report,Chauhan V.H.; Jowkar A.A.,2016,Annals of Neurology,,,data/extraction_json/text/1242.json,data/extraction_json/text_trimmed/1242.json,trimmed,true,trimmed_auto,conference_abstract,single_case_conference_abstract,high,,false,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,Manual review: ANA abstract localized by exact title; one overlapping SPS plus cerebellar ataxia case report.,llm_v1_gpt4.1,2026-04-05T19:24:56.970160+00:00
12424,12424,Unanticipated Improvement of Stiff Person Syndrome after severe COVID-19,"Tofade, T; Shaulov, S; Surathi, P; Mulvey, M; Marks, D",2021,NEUROLOGY,,,data/extraction_json/text/12424.json,data/extraction_json/text/12424.json,full_text,false,not_needed,conference_abstract,single_case_conference_abstract,high,,false,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,Manual review: AAN conference abstract describing one SPS patient with marked improvement after severe COVID-19 and tocilizumab exposure.,llm_v1_gpt4.1,2026-04-05T19:24:56.971101+00:00
12428,12428,"Unrecognized thymoma-associated paraneoplastic ""stiff person"" syndrome - a case report","Novoselska, N; Mateva, G; Bochev, P",2022,EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,,,data/extraction_json/text/12428.json,data/extraction_json/text_trimmed/12428.json,trimmed,true,trimmed_auto,conference_abstract,single_case_conference_abstract,high,,false,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,Manual review: EANM abstract localized by exact title and authors; one paraneoplastic thymoma-associated SPS case.,llm_v1_gpt4.1,2026-04-05T19:24:57.024313+00:00
12433,12433,AUTOANTIBODIES TO GABAERGIC NEURONS AND RESPONSE TO PLASMAPHERESIS IN STIFF-MAN SYNDROME,"BRASHEAR, HR; PHILLIPS, LH",1991,NEUROLOGY,,,data/extraction_json/text/12433.json,data/extraction_json/text/12433.json,full_text,false,,single_case_report,case_report,high,1,true,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,"This is a classic single case report: the entire clinical and laboratory investigation centers on one patient with stiff-man syndrome, including detailed history, examination, immunological studies, and response to plasmapheresis. No other original SPS-spectrum patients are described.",llm_v1_gpt4.1,2026-04-05T19:25:03.889167+00:00
12437,12437,SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITORS MAY EXACERBATE STIFF-PERSON SYNDROME,"Benavides, DR; Newsome, SD",2016,NEUROLOGY-NEUROIMMUNOLOGY & NEUROINFLAMMATION,,,data/extraction_json/text/12437.json,data/extraction_json/text/12437.json,full_text,false,,case_series_or_multi_case,case_series,high,4,true,false,true,individual_case_split,true,false,split_cases_then_langextract,,,,,,,,,,"This is a case series describing four original SPS-spectrum patients, each with detailed individual clinical information regarding their response to SNRIs. The structure and content are consistent with a multi-case report/case series, not a review or group study.",llm_v1_gpt4.1,2026-04-05T19:25:22.226500+00:00
12440,12440,The Evolving Spectrum of Gastrointestinal Dysfunction in Stiff Person Syndrome,"Koshorek, J; Maldonado, DP; Reyes-Mantilla, M; Obando, D; Wang, YJ; Newsome, S",2021,NEUROLOGY,,,data/extraction_json/text/12440.json,data/extraction_json/text/12440.json,full_text,false,,observational_group_study,retrospective_or_cohort_group_study,high,53,false,true,false,group,true,false,run_langextract_group,,,,,,,,,,This is an observational group study reporting aggregate clinical data from a retrospective chart review of SPS patients with GI symptoms. The paper provides original group-level data on 53 SPS-spectrum patients.,llm_v1_gpt4.1,2026-04-05T19:25:25.602364+00:00
1245,1245,Bilateral hip fracture during hospitalization for spasm exacerbation in an adult with stiff person syndrome: A case report,Podobinski T.K.; Mimbella P.C.; Irvine M.J.; Verduzco-Gutierrez M.,2016,PM and R,,,data/extraction_json/text/1245.json,data/extraction_json/text/1245.json,full_text,false,not_needed,conference_abstract,single_case_conference_abstract,high,1,true,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,"This is a conference abstract (poster) presenting a single case report of an SPS patient, as indicated by the structure, content, and explicit labeling as a case report. The abstract provides individual-level clinical data for one original SPS-spectrum patient.",llm_v1_gpt4.1,2026-04-05T19:25:29.769749+00:00
12457,12457,TREATMENT OF STIFF MAN SYNDROME WITH INTRAVENOUS IMMUNOGLOBULIN,"CORNMAN, EW; AMATO, AA; KISSEL, JT",1994,NEUROLOGY,,,data/extraction_json/text/12457.json,data/extraction_json/text/12457.json,full_text,false,,case_series_or_multi_case,case_series,high,3,true,true,true,individual_case_split,true,false,split_cases_then_langextract,,,,,,,,,,"This is a case series describing three original SPS patients treated with IVIG. The paper provides individual-level clinical data for each patient, including history, examination, diagnostic findings, treatment, and outcomes, fulfilling the criteria for a case series or multi-case report.",llm_v1_gpt4.1,2026-04-05T19:25:48.728963+00:00
1246,1246,Acute rehabilitation of a patient with stiff person syndrome (SPS) and GAD-antibody cerebellar Ataxia: A case report,Strong N.A.; Love N.F.; Brusky K.M.; Salim S.,2016,PM and R,,,data/extraction_json/text/1246.json,data/extraction_json/text/1246.json,full_text,false,,conference_abstract,single_case_conference_abstract,high,1,true,false,false,individual,true,false,run_langextract_individual,,,,,,,,,,"This is a conference abstract (poster) presenting a single case report of SPS with GAD-antibody cerebellar ataxia, as evidenced by the detailed individual patient description and the explicit statement that this is the first reported case of this SPS variant in acute rehabilitation. The format and context confirm it is a conference abstract.",llm_v1_gpt4.1,2026-04-05T19:25:55.372394+00:00
