covidence_id,ref,study,title,authors,published_year,journal,doi,tags,card_identifier_text,card_first_author,card_year,card_authors_full,card_publication_title,card_title_matches_export,card_authors_match_export,card_year_matches_export,pdf_filename,pdf_path_relative,pdf_path_absolute,local_file_count,download_status,manifest_status,download_method,download_url,manifest_error
705,24360526,Bordelon 2014,Serotonin syndrome and stiff-person syndrome: diagnostic challenges in psychosomatic medicine.,"Bordelon, Sean; Brett Lloyd, Robert; Rosenthal, Lisa J",2014,Psychosomatics,https://dx.doi.org/10.1016/j.psym.2013.08.001,,#705 – Bordelon 2014,Bordelon,2014,"Bordelon, Sean; Brett Lloyd, Robert; Rosenthal, Lisa J",Serotonin syndrome and stiff-person syndrome: diagnostic challenges in psychosomatic medicine.,true,true,true,705_Bordelon et al. - 2014 - Serotonin syndrome and stiff-person syndrome diag.pdf,data\pdf_original\705_Bordelon et al. - 2014 - Serotonin syndrome and stiff-person syndrome diag.pdf,C:\Projects\sps-review\data\pdf_original\705_Bordelon et al. - 2014 - Serotonin syndrome and stiff-person syndrome diag.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277652446/Bordelon%20et%20al.%20-%202014%20-%20Serotonin%20syndrome%20and%20stiff-person%20syndrome%20diag.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T181202Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=94713edf18e7498f24c153137a9ed98e2bca9cf28ea63e74d17f7d9d05e2af48,
708,24405658,Poh 2014,Evidence of T-cell mediated neuronal injury in stiff-person syndrome with anti-amphiphysin antibodies.,"Poh, Mervyn Q W; Simon, Neil G; Buckland, Michael E; Salisbury, Elizabeth; Watson, Shaun",2014,Journal of the neurological sciences,https://dx.doi.org/10.1016/j.jns.2013.12.015,,#708 – Poh 2014,Poh,2014,"Poh, Mervyn Q W; Simon, Neil G; Buckland, Michael E; Salisbury, Elizabeth; Watson, Shaun",Evidence of T-cell mediated neuronal injury in stiff-person syndrome with anti-amphiphysin antibodies.,true,true,true,708_Poh et al. - 2014 - Evidence of T-cell mediated neuronal injury in sti.pdf,data\pdf_original\708_Poh et al. - 2014 - Evidence of T-cell mediated neuronal injury in sti.pdf,C:\Projects\sps-review\data\pdf_original\708_Poh et al. - 2014 - Evidence of T-cell mediated neuronal injury in sti.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277652449/Poh%20et%20al.%20-%202014%20-%20Evidence%20of%20T-cell%20mediated%20neuronal%20injury%20in%20sti.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T190213Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=2de6a290644c35ac78e58f4ad3a4f61561a523ffa8e701c2360e49c2e6a1119c,
710,24462240,Petit-Pedrol 2014,"Encephalitis with refractory seizures, status epilepticus, and antibodies to the GABAA receptor: a case series, characterisation of the antigen, and analysis of the effects of antibodies.","Petit-Pedrol, Mar; Armangue, Thais; Peng, Xiaoyu; Bataller, Luis; Cellucci, Tania; Davis, Rebecca; McCracken, Lindsey; Martinez-Hernandez, Eugenia; Mason, Warren P; Kruer, Michael C; Ritacco, David G; Grisold, Wolfgang; Meaney, Brandon F; Alcala, Carmen; Sillevis-Smitt, Peter; Titulaer, Maarten J; Balice-Gordon, Rita; Graus, Francesc; Dalmau, Josep",2014,The Lancet. Neurology,https://dx.doi.org/10.1016/S1474-4422(13)70299-0,Review Article,#710 – Petit-Pedrol 2014,Petit-Pedrol,2014,"Petit-Pedrol, Mar; Armangue, Thais; Peng, Xiaoyu; Bataller, Luis; Cellucci, Tania; Davis, Rebecca; McCracken, Lindsey; Martinez-Hernandez, Eugenia; Mason, Warren P; Kruer, Michael C; Ritacco, David G; Grisold, Wolfgang; Meaney, Brandon F; Alcala, Carmen; Sillevis-Smitt, Peter; Titulaer, Maarten J; Balice-Gordon, Rita; Graus, Francesc; Dalmau, Josep","Encephalitis with refractory seizures, status epilepticus, and antibodies to the GABAA receptor: a case series, characterisation of the antigen, and analysis of the effects of antibodies.",true,true,true,"710_Petit-Pedrol et al. - 2014 - Encephalitis with refractory seizures, status epil.pdf","data\pdf_original\710_Petit-Pedrol et al. - 2014 - Encephalitis with refractory seizures, status epil.pdf","C:\Projects\sps-review\data\pdf_original\710_Petit-Pedrol et al. - 2014 - Encephalitis with refractory seizures, status epil.pdf",1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277652451/Petit-Pedrol%20et%20al.%20-%202014%20-%20Encephalitis%20with%20refractory%20seizures%2C%20status%20epil.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T190208Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=7ca2ac475ba68ca8c2c21912146ea60d2a38d6d3d1c216e755ecdc0fc115d68a,
711,24527774,Pagano 2014,Efficacy of therapeutic plasma exchange for treatment of stiff-person syndrome.,"Pagano, Monica B; Murinson, Beth B; Tobian, Aaron A R; King, Karen E",2014,Transfusion,https://dx.doi.org/10.1111/trf.12573,Treatment,#711 – Pagano 2014,Pagano,2014,"Pagano, Monica B; Murinson, Beth B; Tobian, Aaron A R; King, Karen E",Efficacy of therapeutic plasma exchange for treatment of stiff-person syndrome.,true,true,true,711_Pagano et al. - 2014 - Efficacy of therapeutic plasma exchange for treatm.pdf,data\pdf_original\711_Pagano et al. - 2014 - Efficacy of therapeutic plasma exchange for treatm.pdf,C:\Projects\sps-review\data\pdf_original\711_Pagano et al. - 2014 - Efficacy of therapeutic plasma exchange for treatm.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277652452/Pagano%20et%20al.%20-%202014%20-%20Efficacy%20of%20therapeutic%20plasma%20exchange%20for%20treatm.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T185957Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=43773b21feaca488bea36f7438be684c1444c2350640edec3ba5cb2df559ccd6,
712,24529469,Ho 2014,Stiff person syndrome masquerading as panic attacks.,"Ho, Cyrus S H; Ho, Roger C M; Wilder-Smith, Einar P",2014,"Lancet (London, England)",https://dx.doi.org/10.1016/S0140-6736(14)60127-6,Clinical manifestations,#712 – Ho 2014,Ho,2014,"Ho, Cyrus S H; Ho, Roger C M; Wilder-Smith, Einar P",Stiff person syndrome masquerading as panic attacks.,true,true,true,712_Ho et al. - 2014 - Stiff person syndrome masquerading as panic attack.pdf,data\pdf_original\712_Ho et al. - 2014 - Stiff person syndrome masquerading as panic attack.pdf,C:\Projects\sps-review\data\pdf_original\712_Ho et al. - 2014 - Stiff person syndrome masquerading as panic attack.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277652453/Ho%20et%20al.%20-%202014%20-%20Stiff%20person%20syndrome%20masquerading%20as%20panic%20attack.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T183455Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=eab03a2f44c18edac30db77ec3d5fd0e200119d50f8ad2d3226cc166332e3933,
713,24608465,Sharma 2014,Anti-GAD negative stiff person syndrome with a favorable response to intravenous methylprednisolone: an experience over evidence.,"Sharma, Bhawna; Nagpal, Kadam; Prakash, Swayam; Gupta, Pankaj",2014,Neurology India,https://dx.doi.org/10.4103/0028-3886.128332,Treatment,#713 – Sharma 2014,Sharma,2014,"Sharma, Bhawna; Nagpal, Kadam; Prakash, Swayam; Gupta, Pankaj",Anti-GAD negative stiff person syndrome with a favorable response to intravenous methylprednisolone: an experience over evidence.,true,true,true,713_Sharma - Anti-GAD negative.pdf,data\pdf_original\713_Sharma - Anti-GAD negative.pdf,C:\Projects\sps-review\data\pdf_original\713_Sharma - Anti-GAD negative.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277652454/Sharma%20-%20Anti-GAD%20negative.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T191335Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=ed5984febb244ef07b4e3c65049b10d7b821b00af8becb5bb6c2dadd65189d6d,
715,24696508,Balint 2014,Progressive encephalomyelitis with rigidity and myoclonus: a new variant with DPPX antibodies.,"Balint, Bettina; Jarius, Sven; Nagel, Simon; Haberkorn, Uwe; Probst, Christian; Blocker, Inga Madeleine; Bahtz, Ramona; Komorowski, Lars; Stocker, Winfried; Kastrup, Andreas; Kuthe, Martin; Meinck, Hans-Michael",2014,Neurology,https://dx.doi.org/10.1212/WNL.0000000000000372,Clinical manifestations,#715 – Balint 2014,Balint,2014,"Balint, Bettina; Jarius, Sven; Nagel, Simon; Haberkorn, Uwe; Probst, Christian; Blocker, Inga Madeleine; Bahtz, Ramona; Komorowski, Lars; Stocker, Winfried; Kastrup, Andreas; Kuthe, Martin; Meinck, Hans-Michael",Progressive encephalomyelitis with rigidity and myoclonus: a new variant with DPPX antibodies.,true,true,true,715_Balint et al. - 2014 - Progressive encephalomyelitis with rigidity and my.pdf,data\pdf_original\715_Balint et al. - 2014 - Progressive encephalomyelitis with rigidity and my.pdf,C:\Projects\sps-review\data\pdf_original\715_Balint et al. - 2014 - Progressive encephalomyelitis with rigidity and my.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277652456/Balint%20et%20al.%20-%202014%20-%20Progressive%20encephalomyelitis%20with%20rigidity%20and%20my.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T181010Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=9345b4dd9be17801f4eb4262df9947f258a602d7ceb1986704fd145dc453153a,
716,24711475,Koca 2014,The horses are the first thought but one must not forget the zebras even if they are rare: Stiff person syndrome associated with malignant mesothelioma.,"Koca, Irfan; Ucar, Mehmet; Kalender, Mehmet Emin; Alkan, Samet",2014,BMJ case reports,https://dx.doi.org/10.1136/bcr-2013-203455,Clinical manifestations,#716 – Koca 2014,Koca,2014,"Koca, Irfan; Ucar, Mehmet; Kalender, Mehmet Emin; Alkan, Samet",The horses are the first thought but one must not forget the zebras even if they are rare: Stiff person syndrome associated with malignant mesothelioma.,true,true,true,716_Koca et al. - 2014 - The horses are the first thought but one must not .pdf,data\pdf_original\716_Koca et al. - 2014 - The horses are the first thought but one must not .pdf,C:\Projects\sps-review\data\pdf_original\716_Koca et al. - 2014 - The horses are the first thought but one must not .pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277652457/Koca%20et%20al.%20-%202014%20-%20The%20horses%20are%20the%20first%20thought%20but%20one%20must%20not%20.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T184026Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=84901ef10606e7b4469f2ac00d5e37bba7db1bf24b131e122b30814bc561a249,
719,24792276,Kobayashi 2014,Recurrent thymoma with stiff-person syndrome and pure red blood cell aplasia.,"Kobayashi, Rei; Kaji, Masahiro; Horiuchi, Sho; Miyahara, Naofumi; Hino, Yumi; Suemasu, Keiichi",2014,The Annals of thoracic surgery,https://dx.doi.org/10.1016/j.athoracsur.2013.07.103,Clinical manifestations,#719 – Kobayashi 2014,Kobayashi,2014,"Kobayashi, Rei; Kaji, Masahiro; Horiuchi, Sho; Miyahara, Naofumi; Hino, Yumi; Suemasu, Keiichi",Recurrent thymoma with stiff-person syndrome and pure red blood cell aplasia.,true,true,true,719_Kobayashi et al. - 2014 - Recurrent thymoma with stiff-person syndrome and p.pdf,data\pdf_original\719_Kobayashi et al. - 2014 - Recurrent thymoma with stiff-person syndrome and p.pdf,C:\Projects\sps-review\data\pdf_original\719_Kobayashi et al. - 2014 - Recurrent thymoma with stiff-person syndrome and p.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277652460/Kobayashi%20et%20al.%20-%202014%20-%20Recurrent%20thymoma%20with%20stiff-person%20syndrome%20and%20p.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T184025Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=c648976b2895ee506e367dd139809c192703f22877da70f8db18201c67698b35,
723,24934144,Arino 2014,Cerebellar ataxia and glutamic acid decarboxylase antibodies: immunologic profile and long-term effect of immunotherapy.,"Arino, Helena; Gresa-Arribas, Nuria; Blanco, Yolanda; Martinez-Hernandez, Eugenia; Sabater, Lidia; Petit-Pedrol, Mar; Rouco, Idoia; Bataller, Luis; Dalmau, Josep O; Saiz, Albert; Graus, Francesc",2014,JAMA neurology,https://dx.doi.org/10.1001/jamaneurol.2014.1011,Review Article,#723 – Arino 2014,Arino,2014,"Arino, Helena; Gresa-Arribas, Nuria; Blanco, Yolanda; Martinez-Hernandez, Eugenia; Sabater, Lidia; Petit-Pedrol, Mar; Rouco, Idoia; Bataller, Luis; Dalmau, Josep O; Saiz, Albert; Graus, Francesc",Cerebellar ataxia and glutamic acid decarboxylase antibodies: immunologic profile and long-term effect of immunotherapy.,true,true,true,723_Arino et al. - 2014 - Cerebellar ataxia and glutamic acid decarboxylase .pdf,data\pdf_original\723_Arino et al. - 2014 - Cerebellar ataxia and glutamic acid decarboxylase .pdf,C:\Projects\sps-review\data\pdf_original\723_Arino et al. - 2014 - Cerebellar ataxia and glutamic acid decarboxylase .pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277652464/Arino%20et%20al.%20-%202014%20-%20Cerebellar%20ataxia%20and%20glutamic%20acid%20decarboxylase%20.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T180825Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=146d6d460bae2c72710dc79a2937d322f34402fde6af222995bedb89914e1411,
724,24951641,Carvajal-Gonzalez 2014,"Glycine receptor antibodies in PERM and related syndromes: characteristics, clinical features and outcomes.","Carvajal-Gonzalez, Alexander; Leite, M Isabel; Waters, Patrick; Woodhall, Mark; Coutinho, Ester; Balint, Bettina; Lang, Bethan; Pettingill, Philippa; Carr, Aisling; Sheerin, Una-Marie; Press, Rayomand; Lunn, Michael P; Lim, Ming; Maddison, Paul; Meinck, H-M; Vandenberghe, Wim; Vincent, Angela",2014,Brain : a journal of neurology,https://dx.doi.org/10.1093/brain/awu142,Clinical manifestations; Immunological - Lab tests,#724 – Carvajal-Gonzalez 2014,Carvajal-Gonzalez,2014,"Carvajal-Gonzalez, Alexander; Leite, M Isabel; Waters, Patrick; Woodhall, Mark; Coutinho, Ester; Balint, Bettina; Lang, Bethan; Pettingill, Philippa; Carr, Aisling; Sheerin, Una-Marie; Press, Rayomand; Lunn, Michael P; Lim, Ming; Maddison, Paul; Meinck, H-M; Vandenberghe, Wim; Vincent, Angela","Glycine receptor antibodies in PERM and related syndromes: characteristics, clinical features and outcomes.",true,true,true,724_Carvajal-Gonzalez et al. - 2014 - Glycine receptor antibodies in PERM and related sy.pdf,data\pdf_original\724_Carvajal-Gonzalez et al. - 2014 - Glycine receptor antibodies in PERM and related sy.pdf,C:\Projects\sps-review\data\pdf_original\724_Carvajal-Gonzalez et al. - 2014 - Glycine receptor antibodies in PERM and related sy.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277652465/Carvajal-Gonzalez%20et%20al.%20-%202014%20-%20Glycine%20receptor%20antibodies%20in%20PERM%20and%20related%20sy.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T181607Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=1a8daa1e4c032fe6a7080db15a2e18a9cfbc25db4e4a003e5af399b64c5ef128,
733,25087381,Soos 2014,"LADA type diabetes, celiac diasease, cerebellar ataxia and stiff person syndrome. A rare association of autoimmune disorders.","Soos, Zsuzsanna; Salamon, Monika; Erdei, Katalin; Kaszas, Nora; Folyovich, Andras; Szucs, Anna; Barcs, Gabor; Aranyi, Zsuzsanna; Skaliczkis, Jozsef; Vadasdi, Karoly; Winkler, Gabor",2014,Ideggyogyaszati szemle,,Clinical manifestations,#733 – Soos 2014,Soos,2014,"Soos, Zsuzsanna; Salamon, Monika; Erdei, Katalin; Kaszas, Nora; Folyovich, Andras; Szucs, Anna; Barcs, Gabor; Aranyi, Zsuzsanna; Skaliczkis, Jozsef; Vadasdi, Karoly; Winkler, Gabor","LADA type diabetes, celiac diasease, cerebellar ataxia and stiff person syndrome. A rare association of autoimmune disorders.",true,true,true,"733_Soos LADA type diabetes, celiac diasease, cerebellar ataxia and stiff person syndrome. A rare association of autoimmune disorders.pdf","data\pdf_original\733_Soos LADA type diabetes, celiac diasease, cerebellar ataxia and stiff person syndrome. A rare association of autoimmune disorders.pdf","C:\Projects\sps-review\data\pdf_original\733_Soos LADA type diabetes, celiac diasease, cerebellar ataxia and stiff person syndrome. A rare association of autoimmune disorders.pdf",1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277652474/Soos%20LADA%20type%20diabetes%2C%20celiac%20diasease%2C%20cerebellar%20ataxia%20and%20stiff%20person%20syndrome.%20A%20rare%20association%20of%20autoimmune%20disorders.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T192107Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=7e76b6353bfdf9754fb766d39b374f6193fa1997b164919a6b5809b1bebd28c4,
736,25095302,Kelly 2014,Stiff person syndrome: a case report.,"Kelly, Patricia A; Kuberski, Carolyn",2014,Clinical journal of oncology nursing,https://dx.doi.org/10.1188/14.CJON.465-467,Clinical manifestations,#736 – Kelly 2014,Kelly,2014,"Kelly, Patricia A; Kuberski, Carolyn",Stiff person syndrome: a case report.,true,true,true,736_Kelly2014 - Stiff Person Syndrome_ a Case Repo.PDF,data\pdf_original\736_Kelly2014 - Stiff Person Syndrome_ a Case Repo.PDF,C:\Projects\sps-review\data\pdf_original\736_Kelly2014 - Stiff Person Syndrome_ a Case Repo.PDF,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277652477/Kelly2014%20-%20Stiff%20Person%20Syndrome_%20a%20Case%20Repo.PDF?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T184016Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=4a08f3c8e62b06a99aa5fd349b31b3e40c0c3eceefadcdcf26cf41358ef962e8,
737,25155372,Sanders 2014,Autologous stem cell transplantation for stiff person syndrome: two cases from the Ottawa blood and marrow transplant program.,"Sanders, Sheilagh; Bredeson, Christopher; Pringle, C Elizabeth; Martin, Lisa; Allan, David; Bence-Bruckler, Isabelle; Hamelin, Linda; Hopkins, Harry S; Sabloff, Mitchell; Sheppard, Dawn; Tay, Jason; Huebsch, Lothar; Atkins, Harold L",2014,JAMA neurology,https://dx.doi.org/10.1001/jamaneurol.2014.1297,Treatment,#737 – Sanders 2014,Sanders,2014,"Sanders, Sheilagh; Bredeson, Christopher; Pringle, C Elizabeth; Martin, Lisa; Allan, David; Bence-Bruckler, Isabelle; Hamelin, Linda; Hopkins, Harry S; Sabloff, Mitchell; Sheppard, Dawn; Tay, Jason; Huebsch, Lothar; Atkins, Harold L",Autologous stem cell transplantation for stiff person syndrome: two cases from the Ottawa blood and marrow transplant program.,true,true,true,737_Sanders et al. - 2014 - Autologous stem cell transplantation for stiff per.pdf,data\pdf_original\737_Sanders et al. - 2014 - Autologous stem cell transplantation for stiff per.pdf,C:\Projects\sps-review\data\pdf_original\737_Sanders et al. - 2014 - Autologous stem cell transplantation for stiff per.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277652478/Sanders%20et%20al.%20-%202014%20-%20Autologous%20stem%20cell%20transplantation%20for%20stiff%20per.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T191256Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=2bbdbf3d8aa78e74c8e9623ba2155363d7770c62830fbd93f4a208789d01fa03,
740,25249677,Fourlanos 2014,Latent autoimmune diabetes in Stiff-Person Syndrome.,"Fourlanos, Spiros; Neal, Andrew; So, Michelle; Evans, Andrew",2014,Diabetes care,https://dx.doi.org/10.2337/dc14-1444,Immunological - Lab tests,#740 – Fourlanos 2014,Fourlanos,2014,"Fourlanos, Spiros; Neal, Andrew; So, Michelle; Evans, Andrew",Latent autoimmune diabetes in Stiff-Person Syndrome.,true,true,true,740_Fourlanos et al. - 2014 - Latent autoimmune diabetes in Stiff-Person Syndrom.pdf,data\pdf_original\740_Fourlanos et al. - 2014 - Latent autoimmune diabetes in Stiff-Person Syndrom.pdf,C:\Projects\sps-review\data\pdf_original\740_Fourlanos et al. - 2014 - Latent autoimmune diabetes in Stiff-Person Syndrom.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277652481/Fourlanos%20et%20al.%20-%202014%20-%20Latent%20autoimmune%20diabetes%20in%20Stiff-Person%20Syndrom.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T182721Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=e028cd1599c47ddc5727e17cf55790800be93a60b6b4d82134d8e512a31025d5,
741,25320100,Tobin 2014,"DPPX potassium channel antibody: frequency, clinical accompaniments, and outcomes in 20 patients.","Tobin, William Oliver; Lennon, Vanda A; Komorowski, Lars; Probst, Christian; Clardy, Stacey Lynn; Aksamit, Allen J; Appendino, Juan Pablo; Lucchinetti, Claudia F; Matsumoto, Joseph Y; Pittock, Sean J; Sandroni, Paola; Tippmann-Peikert, Maja; Wirrell, Elaine C; McKeon, Andrew",2014,Neurology,https://dx.doi.org/10.1212/WNL.0000000000000991,Immunological - Lab tests,#741 – Tobin 2014,Tobin,2014,"Tobin, William Oliver; Lennon, Vanda A; Komorowski, Lars; Probst, Christian; Clardy, Stacey Lynn; Aksamit, Allen J; Appendino, Juan Pablo; Lucchinetti, Claudia F; Matsumoto, Joseph Y; Pittock, Sean J; Sandroni, Paola; Tippmann-Peikert, Maja; Wirrell, Elaine C; McKeon, Andrew","DPPX potassium channel antibody: frequency, clinical accompaniments, and outcomes in 20 patients.",true,true,true,"741_Tobin et al. - 2014 - DPPX potassium channel antibody frequency, clinic.pdf","data\pdf_original\741_Tobin et al. - 2014 - DPPX potassium channel antibody frequency, clinic.pdf","C:\Projects\sps-review\data\pdf_original\741_Tobin et al. - 2014 - DPPX potassium channel antibody frequency, clinic.pdf",1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277652482/Tobin%20et%20al.%20-%202014%20-%20DPPX%20potassium%20channel%20antibody%20frequency%2C%20clinic.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T192646Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=95f526f34d8c3f562eb6dbeb559eec400b25e4f5206b2ae4fa865cd9aea2bb17,
