paper_id,covidence_id,title,authors,source_filename,source_text_json_path,trimmed_text_json_path,n_pages,abstract_block_count,title_like_line_count,author_like_line_count,program_marker_count,proceedings_signal_score,proceedings_detected,index_detected,index_confidence,index_listed_page,index_prev_code,index_next_code,page_map_method,estimated_offset,offset_confidence,fallback_triggered,trim_status,trim_reason,trim_method,trim_mode,matched_block_code,matched_block_title,title_score,author_score,match_score,start_rule,end_rule,body_signal_count,spillover_flag,header_only_flag,candidate_rank,start_page_index,end_page_index,start_line_global_index,end_line_global_index_exclusive,trimmed_at_utc
1401,1401,Pseudohemidystonia associated with anti-GAD antibodies,Kenda J.; Kojovic M.; Trost M.; Zupancic N.; Pirtosek Z.; Gregoric Kramberger M.,1401_kenda2015.pdf,data\extraction_json\text\1401.json,data\extraction_json\text_trimmed\1401.json,2,17,111,40,1,7,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,(Pseudo)hemidystonia associated with anti-glutamic acid decarboxylase antibodies – a case,0.7900,0.5000,0.6067,backtrack_title_cluster,next_soft_header,1,false,false,1,0,0,0,18,2026-04-06T13:23:02.049247+00:00
1407,1407,Increased cortical excitability in patients with stiff person syndrome assessed by paired-pulse transcranial magnetic stimulation. A case study of two patients,Wilenius J.; Vaalto S.; Toppila J.; Partanen J.,1407_Wilenius P1022 Increased cortical excitability.pdf,data\extraction_json\text\1407.json,data\extraction_json\text_trimmed\1407.json,1,3,32,36,1,4,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,P1022,P1022 Increased cortical excitability in patients with stiff person syndrome assessed by paired-pulse transcranial magnetic stimulation. A case study of two patients,0.9935,1.0000,0.9951,,,3,false,false,1,0,0,33,65,2026-04-06T13:23:05.239627+00:00
1416,1416,Immunomodulatory therapy in stiff-person syndrome (SPS): A controlled Rituximab-randomised study,Amarandei M.,1416_Amarandei M. - 2017 - Immunomodulatory therapy in stiff-person syndrome .pdf,data\extraction_json\text\1416.json,data\extraction_json\text_trimmed\1416.json,627,276,1299,1238,1,8,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,1292,"1292 Immunomodulatory therapy in stiff-person syndrome (SPS): a controlled Rituximab-randomised study M. Amarandei (Bucharest, Romania) Objective: The efﬁcacy of the anti-CD20 antibody, Rituximab, in the",0.8768,1.0000,0.9076,,,3,false,false,1,505,505,51267,51285,2026-04-06T13:23:44.359573+00:00
1418,1418,Stiff-limb syndrome with cerebellar features and atypical EMG findings responds to IVIG,Rametta S.; Robinson G.; Hellmers N.; Jacoby N.; Sarva H.,1418_Rametta S. et al. - 2017 - Stiff-limb syndrome with cerebellar features and a.pdf,data\extraction_json\text\1418.json,,627,276,1299,1238,1,8,true,false,,,,,,,,true,manual_review_required,Matched entry appears truncated or lacks sufficient abstract body content.,,page_local_sliding_window_match,1316,Stiff-limb syndrome with cerebellar features and atypical EMG,0.9060,1.0000,0.8676,backtrack_abstract_boundary,next_soft_header,2,false,false,1,515,515,52221,52229,
1421,1421,Response to IVIG leads to diagnosis of stiff person syndrome in a patient with limbic encephalitis and GAD65 autoantibodies (AB) without diabetes,Khan M.S.; Hao J.B.; Chaudhry F.; Tiwari A.; Sharma H.; Jaume J.C.,1421_edrv0001.pdf,data\extraction_json\text\1421.json,,1,0,0,0,0,0,false,false,,,,,,,,false,not_needed,Document does not look like a large proceedings/program PDF.,,,,,,,,,,,,,,,,,,
1422,1422,Intrathecal baclofen therapy for GAD(+) stiff-person syndrome: A case series of 4 patients,Ungar L.; Taira T.; Zibly Z.,1422_Ungar L. et al. - 2017 - Intrathecal baclofen therapy for GAD(+) stiff-pers.pdf,data\extraction_json\text\1422.json,data\extraction_json\text_trimmed\1422.json,460,240,316,368,0,6,true,false,,,,,,,,true,header_only_source,Matched entry appears to contain header-only listing without abstract body.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,P128,Intrathecal baclofen therapy for GAD(+) Stiff-Person Syndrome: A Case Series of 4 patients Authors:,0.9844,1.0000,0.9883,,,0,false,true,1,301,301,9427,9430,2026-04-06T13:24:25.909463+00:00
1426,1426,Respiratory manifestations of stiff person syndrome (SPS),Woodford M.R.; Pack K.; Allen A.; Rakocevic G.; Sexauer W.P.,1426_Woodford M.R. et al. - 2017 - Respiratory manifestations of stiff person syndrom.pdf,data\extraction_json\text\1426.json,,1,2,14,14,0,1,false,false,,,,,,,,false,not_needed,Document does not look like a large proceedings/program PDF.,,,,,,,,,,,,,,,,,,
1433,1433,Early empirical treatment of antibody-negative autoimmune/paraneoplastic encephalitis with immunosuppression,Dai P.; Lin M.-W.; Mahant N.; Gao B.; Brown D.,1433_imj.7_13579.pdf,data\extraction_json\text\1433.json,data\extraction_json\text_trimmed\1433.json,1,9,48,51,0,5,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,EARLY EMPIRICAL TREATMENT OF ANTIBODY-NEGATIVE AUTOIMMUNE/PARANEOPLASTIC ENCEPHALITIS WITH IMMUNOSUPPRESSION,1.0000,1.0000,0.8589,backtrack_title_cluster,next_soft_header,1,false,false,1,0,0,72,110,2026-04-06T13:24:30.140029+00:00
1437,1437,Acute lower limb spasticity: Stiff person syndrome responsive to immunomodulatory therapy in an adolescent female,Ogilvie R.; Kolski H.,1437_Ogilvie R. and Kolski H. - 2017 - Acute lower limb spasticity Stiff person syndrome.pdf,data\extraction_json\text\1437.json,data\extraction_json\text_trimmed\1437.json,1,6,53,26,0,4,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,Acute lower limb spasticity: Stiff person syndrome responsive to immunomodulatory therapy in an adolescent female,1.0000,1.0000,0.8768,backtrack_soft_header,next_soft_header,2,false,false,1,0,0,0,21,2026-04-06T13:24:36.055788+00:00
1439,1439,Unrecognized respiratory manifestations of stiff person syndrome (SPS),Rakocevic G.; Woodford M.; Pack K.; Allen A.; Sexaur W.,1439_Rakocevic G. et al. - 2017 - Unrecognized respiratory manifestations of stiff p.pdf,data\extraction_json\text\1439.json,data\extraction_json\text_trimmed\1439.json,233,514,439,2383,2,8,true,true,0.1303,,,,,,,true,header_only_source,Matched entry appears to contain header-only listing without abstract body.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,M300,Unrecognized Respiratory Manifestations of Stiff,0.9072,1.0000,0.9304,,,0,false,true,1,22,22,2314,2318,2026-04-06T13:24:55.612861+00:00
1441,1441,Spectrum of stiff person syndrome expands with presence of retinal pathology,Shoemaker T.; Rothman A.; Prince J.; Saidha S.; Calabresi P.A.; Newsome S.D.,1441_1352458517731404.pdf,data\extraction_json\text\1441.json,data\extraction_json\text_trimmed\1441.json,342,154,1083,1921,1,8,true,false,,,,,,,,true,header_only_source,Matched entry appears to contain header-only listing without abstract body.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,P601,P601 Spectrum of stiff person syndrome expands with presence of retinal pathology T. Shoemaker,0.9648,0.8333,0.9319,,,0,false,true,1,192,192,22892,22897,2026-04-06T13:25:13.813535+00:00
1446,1446,Neurologic disorders associated with anti-glutamic acid decarboxylase antibodies: Comparison of anti-GAD antibodies titer and time-dependent changes between neurologic disease and type I diabetes mellitus,Tani H.; Hideto N.; Kiichi U.; Toshifumi H.; Shimon I.; Fumiharu K.; Shigeki A.,1446_Tani H. et al. - 2017 - Neurologic disorders associated with anti-glutamic.pdf,data\extraction_json\text\1446.json,data\extraction_json\text_trimmed\1446.json,2,21,95,81,1,7,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,2523,Neurologic disorders associated with anti-glutamic acid decarboxylase antibodies: Comparison of anti-GAD antibodies,0.8799,1.0000,0.8687,backtrack_abstract_boundary,next_soft_header,1,false,false,1,0,0,95,106,2026-04-06T13:25:26.650802+00:00
1447,1447,"Hypokinesia, brainstem involvement, rigidity and exaggerated startle in a child with glycine receptors antibodies",Amin S.; Hameed B.; Babiker M.O.E.,"1447_Amin S. et al. - 2017 - Hypokinesia, brainstem involvement, rigidity and e.pdf",data\extraction_json\text\1447.json,data\extraction_json\text_trimmed\1447.json,98,273,1566,1075,1,8,true,true,0.1725,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,042,"Hypokinesia, Brainstem Involvement, Rigidity and",0.9246,0.3333,0.7037,backtrack_abstract_boundary,next_abstract_boundary,0,false,false,1,16,16,1822,1861,2026-04-06T13:25:42.844395+00:00
1452,1452,A stiff diagnosis: An unusual case of low back pain,Patel K.G.; Montero-Cruz F.-R.L.; Vishnubhakat S.M.,1452_Patel-2017-A stiff diagnosis_ An unusual case.pdf,data\extraction_json\text\1452.json,data\extraction_json\text_trimmed\1452.json,1,8,63,41,0,5,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,A Stiff Diagnosis: An Unusual Case of Low Back Pain,1.0000,0.3333,0.6714,backtrack_soft_header,next_soft_header,1,false,false,1,0,0,2,13,2026-04-06T13:25:46.455840+00:00
1453,1453,Stiff person syndrome without axial stiffness or hyperekplexia: A case report,Lee M.,1453_Lee-2017-Stiff person syndrome without axial s.pdf,data\extraction_json\text\1453.json,data\extraction_json\text_trimmed\1453.json,1,7,55,50,0,4,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,Stiff Person Syndrome Without Axial Stiffness or,0.8885,1.0000,0.8574,backtrack_soft_header,next_soft_header,3,false,false,1,0,0,43,73,2026-04-06T13:25:50.469254+00:00
1458,1458,Unrecognized respiratory manifestations of stiff person syndrome,Rakocevic G.; Allen A.; Pack K.; Woodford M.; Sexauer W.,1458_Muscle and Nerve - 2017 - - American Association of Neuromuscular Electrodiagnostic Medicine Annual Meeting Abstracts (1).pdf,data\extraction_json\text\1458.json,,119,205,1174,716,1,8,true,false,,,,,,,,true,manual_review_required,Matched entry appears truncated or lacks sufficient abstract body content.,,fuzzy_title_author_block_match,120,120 UNRECOGNIZED RESPIRATORY MANIFESTATIONS OF STIFF PERSON SYNDROME,0.9894,1.0000,0.9920,,,1,false,false,1,61,61,4984,4992,
1501,1501,Ocular motor function in stiff person syndrome-Role of GABA and beyond,Wang F.; Neilson L.; Wang H.; Wilmot G.; Shaikh A.,1501_Wang - Ocular motor function in stiff person syndrome.pdf,data\extraction_json\text\1501.json,,1,3,18,11,0,1,false,false,,,,,,,,false,not_needed,Document does not look like a large proceedings/program PDF.,,,,,,,,,,,,,,,,,,
1504,1504,"Progressive encephalomyelitis with rigidity and myoclonus (PERM): Phenomenology, investigations and management of two recent cases",Munteanu T.; Lamas-Osorio Y.; Cullinane P.; Lynch T.,1504_Munteanu - Progressive encephalomyelitis with rigidity and myoclonus (PERM).pdf,data\extraction_json\text\1504.json,,3,4,19,23,0,3,true,false,,,,,,,,true,manual_review_required,Matched entry appears truncated or lacks sufficient abstract body content.,,fuzzy_title_author_block_match,,"Progressive encephalomyelitis with rigidity and myoclonus (PERM): Phenomenology,",0.8809,1.0000,0.9106,,,1,false,false,1,0,0,0,8,
1511,1511,Stiff-limb syndrome: Thinking about that!,Delorme A.; Pencu D.E.; De Saint-Hubert G.,1511_Delorme A. et al. - 2018 - Stiff-limb syndrome Thinking about that!.pdf,data\extraction_json\text\1511.json,data\extraction_json\text_trimmed\1511.json,81,77,503,670,0,6,true,false,,,,,,,,true,header_only_source,Matched entry appears to contain header-only listing without abstract body.,page_local_sliding_window_match,page_local_sliding_window_match,,0028 Sti ﬀ-Limb Syndrome: Thinking about that !,0.8667,0.6667,0.6396,backtrack_title_cluster,window_extent_cap,0,false,true,1,3,3,124,132,2026-04-06T13:26:07.998440+00:00
1598,1598,Coexistence of neuromyelitis optica and stiff person syndrome in a single patient: A case report,Thuringer A.J.; Jassam Y.N.,1598_Thuringer A.J. and Jassam Y.N. - 2019 - Coexistence of neuromyelitis optica and stiff pers.pdf,data\extraction_json\text\1598.json,,2,6,21,12,1,6,true,false,,,,,,,,true,manual_review_required,Matched entry appears truncated or lacks sufficient abstract body content.,,fuzzy_title_author_block_match,,Coexistence of neuromyelitis optica and stiff person syndrome in a single patient: a case report,1.0000,0.0000,0.7500,,,2,false,false,1,0,0,0,6,
1602,1602,Progressive encephalomyelitis with rigidity and myoclonus - Case report,Barbov I.; Stojkoska F.; Petovska-Cvetkovska D.; Lazarova S.,1602_Barbov I. et al. - 2019 - Progressive encephalomyelitis with rigidity and my.pdf,data\extraction_json\text\1602.json,data\extraction_json\text_trimmed\1602.json,235,84,1021,942,0,6,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,Progressive encephalomyelitis with,0.8716,1.0000,0.8096,backtrack_soft_header,next_soft_header,2,false,false,1,17,17,1396,1418,2026-04-06T13:26:20.690278+00:00
1605,1605,A stiff woman,Srinithya F.; Gadde S.,1605_s11606-019-05007-5.pdf,data\extraction_json\text\1605.json,data\extraction_json\text_trimmed\1605.json,769,202,1720,1376,2,8,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,,A STIFF WOMAN,1.0000,1.0000,1.0000,,,3,false,false,1,360,360,43454,43530,2026-04-06T13:26:59.010401+00:00
1609,1609,Unusual respiratory manifestation in a patient with Stiff Person Syndrome (SPS),Lin A.; Arias A.A.; Casul Y.R.; Gupta A.; Calder C.,1609_Lin - Unusual Respiratory Manifestation in a Patient with Stiff Person Syndrome.pdf,data\extraction_json\text\1609.json,,1,0,10,18,0,0,false,false,,,,,,,,false,not_needed,Document does not look like a large proceedings/program PDF.,,,,,,,,,,,,,,,,,,
1611,1611,Presence of systemic autoantibodies and associated comorbid conditions in a large cohort of stiff person syndrome,Comisac M.; Wang Y.; Aljarallah S.; Lukish N.; Newsome S.,1611_Comisac - Presence of Systemic Autoantibodies and Associated Comorbid Conditions in a Large Cohort of Stiff Person Syndrome.pdf,data\extraction_json\text\1611.json,,1,2,9,18,0,0,false,false,,,,,,,,false,not_needed,Document does not look like a large proceedings/program PDF.,,,,,,,,,,,,,,,,,,
1614,1614,Long-term rituximab use benefits patients with stiff person syndrome,Aljarallah S.; Wang Y.; Shoemaker T.; Newsome S.,1614_Aljarallah - Long-term RTX use.pdf,data\extraction_json\text\1614.json,,1,2,13,17,0,1,false,false,,,,,,,,false,not_needed,Document does not look like a large proceedings/program PDF.,,,,,,,,,,,,,,,,,,
1625,1625,Neuronal autoantibodies and clinical significance in stiff-person spectrum disorder,Kaneko J.; Iizuka T.; Kondo Y.; Abe Y.; Kaneko A.; Hattori K.; Kobayashi S.; Ugawa Y.; Sekiguchi K.; Maeda K.; Matsumoto Y.; Kanazawa N.; Kitamura E.; Dalmau J.; Nishiyama K.,1625_Kaneko - Neuronal Autoantibodies and Clinical Significance in Stiff.pdf,data\extraction_json\text\1625.json,data\extraction_json\text_trimmed\1625.json,2,3,16,17,1,3,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,Significance in Stiff-Person Spectrum,0.8333,1.0000,0.7787,backtrack_title_cluster,next_soft_header,2,false,false,1,0,0,0,10,2026-04-06T13:27:00.201032+00:00
1662,1662,Progressive encephalomyelitis with rigidity and myoclonus with antibodies to glycine receptor presenting with temporomandibular joint dislocation,Mahdi Aljedani R.; Meyer I.; Novy J.; Pagani J.-L.; Arlettaz L.; Ribi C.,1662_Mahdi - SMW.pdf,data\extraction_json\text\1662.json,data\extraction_json\text_trimmed\1662.json,29,440,1873,1142,3,8,true,false,,,,,,,,true,header_only_source,Matched entry appears to contain header-only listing without abstract body.,page_local_sliding_window_match,page_local_sliding_window_match,P72,Progressive encephalomyelitis with rigidity and myoclonus with,0.8762,1.0000,0.8548,backtrack_abstract_boundary,next_abstract_boundary,0,false,true,1,26,26,3220,3226,2026-04-06T13:27:22.298517+00:00
1664,1664,A rare person with Stiff Person syndrome,Suciu R.; Stoicanescu D.; Cevei M.; Bodog F.,1664_Suciu R. et al. - 2019 - A rare person with Stiff Person syndrome.pdf,data\extraction_json\text\1664.json,data\extraction_json\text_trimmed\1664.json,204,156,1502,926,1,8,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,E-P10.05A rare person with Stiff Person syndrome,0.9682,1.0000,0.8540,backtrack_soft_header,next_soft_header,0,false,false,1,129,129,12345,12359,2026-04-06T13:27:38.585943+00:00
1668,1668,Botulinum toxin for the treatment of muscle spasms associated with stiff person syndrome,Moukheiber E.; Comisac M.; Newsome S.,1668_Moukheiber-2019-Botulinum toxin for the treatm.pdf,data\extraction_json\text\1668.json,,1,2,33,44,0,2,false,false,,,,,,,,false,not_needed,Document does not look like a large proceedings/program PDF.,,,,,,,,,,,,,,,,,,
1674,1674,Anti-glutamic acid decarboxylase associated neurologic disorders referred from neuro-ophthalmology and neurotology: A case series with characterization of vestibulo-ocular function,Wang Y.; Tourkevich R.; Gold D.; Newsome S.D.,1674_Wang - anti-GAD associated ND.pdf,data\extraction_json\text\1674.json,data\extraction_json\text_trimmed\1674.json,1,5,17,17,0,3,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,Anti-glutamic acid decarboxylase associated neurologic disorders,0.8019,1.0000,0.7544,backtrack_title_cluster,next_soft_header,2,false,false,1,0,0,0,11,2026-04-06T13:27:40.434409+00:00
1675,1675,Autologous Haematopoietic Stem Cell Transplantation (Auto-HSCT) in Stiff Person Syndrome (SPS): The UK experience,Thorpe A.; Kass-Iliyya L.; Jessop H.; Chantry A.; Hadjivassiliou M.; Snowden J.; Sharrack B.,1675_Thorpe-2019-Autologous Haematopoietic Stem Cell Transplantation Auto-HSCT in Stiff Person Syndrome SPS The UK experience.pdf,data\extraction_json\text\1675.json,data\extraction_json\text_trimmed\1675.json,6,5,40,55,0,4,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,"6/20/23, 2:06 PM Autologous Haematopoietic Stem Cell Transplantation (Auto-HSCT) in Stiff Person Syndrome (SPS): The UK Experience (S43.003) | Neurology",0.9524,1.0000,0.8036,backtrack_soft_header,next_soft_header,2,false,false,1,1,2,38,51,2026-04-06T13:27:42.633247+00:00
1721,1721,Anti-glutamic acid decarboxylase positive stiff person syndrome treated with immunoglobulin in a 38-year old filipina: A case report,Perez J.A.L.; Damian L.,1721_Perez J.A.L. and Damian L. - 2019 - Anti-glutamic acid decarboxylase positive stiff pe.pdf,data\extraction_json\text\1721.json,data\extraction_json\text_trimmed\1721.json,2,3,59,78,1,4,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,Anti-glutamic acid decarboxylase positive stiff person syndrome treated with immunoglobulin in a 38-year old ﬁlipina: A case report,1.0000,1.0000,0.8682,backtrack_soft_header,next_soft_header,0,false,false,1,0,0,80,98,2026-04-06T13:27:48.214336+00:00
1722,1722,Stiff person syndrome - An unusual paraneoplastic neurological phenomenon in carcinoid tumour,Sahathevan V.; Herath T.; Gamlaksha D.; Yogendranathan N.; Kulatunga A.; Senanayake B.,1722_Sahathevan V. et al. - 2019 - Stiff person syndrome - An unusual paraneoplastic .pdf,data\extraction_json\text\1722.json,data\extraction_json\text_trimmed\1722.json,1,5,43,35,0,4,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,Stiff person syndrome - An unusual paraneoplastic neurological phenomenon in carcinoid tumour,1.0000,1.0000,0.8431,backtrack_title_cluster,next_soft_header,0,false,false,1,0,0,55,93,2026-04-06T13:27:50.926829+00:00
1774,1774,An unusual presentation of stiff-person syndrome,Saengphatrachai W.; Wantaneeyawong C.; Pitakpatapee Y.; Srivanitchapoom P.,1774_Saengphatrachai W. et al. - 2019 - An unusual presentation of stiff-person syndrome.pdf,data\extraction_json\text\1774.json,data\extraction_json\text_trimmed\1774.json,178,1047,294,107,1,8,true,false,,,,,,,,true,header_only_source,Matched entry appears to contain header-only listing without abstract body.,page_local_sliding_window_match,page_local_sliding_window_match,,Pe-027-5 An unusual presentation of stiff-person syndrome,0.9700,1.0000,0.8267,backtrack_soft_header,next_abstract_boundary,0,false,true,1,134,134,29628,29635,2026-04-06T13:28:23.792667+00:00
1782,1782,Stiff Limb Syndrome Masquerading As a Focal Limb Dystonia,Morrison P.; Barbano R.,1782_Morrison - Stiff Limb Syndrome Masquerading As a Focal Limb Dystonia.pdf,data\extraction_json\text\1782.json,,1,0,14,19,1,3,true,false,,,,,,,,true,manual_review_required,Matched entry appears truncated or lacks sufficient abstract body content.,,page_local_sliding_window_match,,Stiff Limb Syndrome Masquerading As a Focal,0.9185,1.0000,0.7951,backtrack_title_cluster,window_extent_cap,2,false,false,1,0,0,0,8,
1787,1787,Functional stiff person like disorders: Clinical features and red flags,Balint B.; Jha A.; Edwards M.; Meinck H.M.; Bhatia K.,1787_Balint - Functional stiff person like disorders.pdf,data\extraction_json\text\1787.json,,1,2,12,14,0,1,false,false,,,,,,,,false,not_needed,Document does not look like a large proceedings/program PDF.,,,,,,,,,,,,,,,,,,
1793,1793,Stiff-person syndrome: The analyses of 15 cases and their prognosises,Wei X.; Cai J.; Zhang C.; Lin H.,1793_Basic Clin Pharma Tox - 2019 - - Expression of Concern Abstracts.pdf,data\extraction_json\text\1793.json,data\extraction_json\text_trimmed\1793.json,154,221,1341,1106,1,8,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,144,Stiff- person syndrome: The analyses of 15 cases and their prognosises,1.0000,1.0000,1.0000,,,2,false,false,1,85,85,8461,8487,2026-04-06T13:28:38.053396+00:00
1802,1802,Advanced progression of scoliosis after intrathecal baclofen in an adult with stiff person syndrome: A case report,Oh D.C.; LaGrant B.; Sein M.,1802_Oh D.C. et al. - 2019 - Advanced progression of scoliosis after intratheca.pdf,data\extraction_json\text\1802.json,data\extraction_json\text_trimmed\1802.json,187,232,1590,1558,1,8,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,Advanced Progression of Scoliosis After Intrathecal Baclofen in an,0.8756,1.0000,0.8604,backtrack_soft_header,next_soft_header,2,false,false,1,22,22,2705,2738,2026-04-06T13:29:00.299935+00:00
1807,1807,Anti-GAD65 antibody mediated systemic small vessel vasculitis with CNS involvement presenting as refractory status epilepticus and stiff-limb syndrome,Neupert D.; Leibu N.; Aysenne A.; Dunn C.R.,1807_Neupert D. et al. - 2019 - Anti-GAD65 antibody mediated systemic small vessel.pdf,data\extraction_json\text\1807.json,data\extraction_json\text_trimmed\1807.json,341,96,324,420,2,8,true,false,,,,,,,,true,header_only_source,Matched entry appears to contain header-only listing without abstract body.,page_local_sliding_window_match,page_local_sliding_window_match,,Anti-GAD65 Antibody Mediated Systemic Small Vessel Vasculitis with CNS Involvement Presenting as,0.9234,0.7500,0.7779,backtrack_title_cluster,next_abstract_boundary,0,false,true,1,290,290,12518,12528,2026-04-06T13:29:10.281044+00:00
1829,1829,Providing relief from stiff person syndrome through intrathecal baclofen: A case report,Mazzola A.J.; Escalon M.X.,1829_Mazzola - Poster 254 Providing Relief from Stiff Person Syndrome through Intrathecal Baclofen A Case Report.pdf,data\extraction_json\text\1829.json,data\extraction_json\text_trimmed\1829.json,2,16,101,114,1,7,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,Providing Relief from Stiff Person Syndrome through,0.8781,0.0000,0.6064,backtrack_soft_header,next_abstract_boundary,1,false,false,1,0,0,110,128,2026-04-06T13:29:18.558434+00:00
1830,1830,"Rehabilitation challenges in a rare combination of Stiff-man syndrome, cerebellar ataxia, and Grave's Disease: A case report",Rivelis Y.; Saad E.,1830_Rivelis-2018-Rehabilitation challenges in a ra.pdf,data\extraction_json\text\1830.json,data\extraction_json\text_trimmed\1830.json,2,15,104,112,0,5,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,Rehabilitation Challenges in a Rare Combination of Stiff-,0.8390,1.0000,0.8284,backtrack_soft_header,next_soft_header,2,false,false,1,0,0,109,128,2026-04-06T13:29:29.698599+00:00
1838,1838,Progressive encephalomyelitis with rigidity and myoclonus with multiple autoantibodies as a first manifestation of thymoma,Florea A.; Matei A.; Mitu C.E.; Popescu B.O.,1838_Euro J of Neurology - 2020 - - ePoster Sessions.pdf,data\extraction_json\text\1838.json,data\extraction_json\text_trimmed\1838.json,706,94,1009,851,2,8,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,autoantibodies as a first manifestation of thymoma,0.9366,1.0000,0.8241,backtrack_soft_header,next_soft_header,2,false,false,1,455,455,32712,32737,2026-04-06T13:29:57.194821+00:00
1841,1841,Stiff person syndrome: A case report,Marin Conesa E.; Marin Marin J.; Gomez Lopez E.; Martinez Zarco M.; Pellicer Espinosa I.; Gimenez Lopez E.; Rodriguez Garcia J.M.; Martinez Navarro M.L.; Iniesta Valera J.A.,1841_MarinConesa-2020-Stiff person syndrome A case report.pdf,data\extraction_json\text\1841.json,data\extraction_json\text_trimmed\1841.json,1,1,9,6,1,7,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,EPO2354,"EPO2354 Stiff person syndrome: a case report E. Marín Conesa 1, J. Marín Marín 2, E. Gómez López 2,",0.8429,1.0000,0.8822,,,4,false,false,1,0,0,2,49,2026-08-28T08:47:23.719366+00:00
1877,1877,Can certain baseline characteristics in patients with stiff person syndrome (SPS) predict disease burden and functional outcomes?,Mukharesh L.; Fitzgerald K.; Wang Y.; Newsome S.,1877_Mukharesh - Can certain.pdf,data\extraction_json\text\1877.json,,1,2,10,26,0,0,false,false,,,,,,,,false,not_needed,Document does not look like a large proceedings/program PDF.,,,,,,,,,,,,,,,,,,
