paper_id,covidence_id,reference_present,reference_match_status,ref,study,title,authors,published_year,published_month,journal,volume,issue,pages,accession_number,doi,notes,tags,card_identifier_text,card_first_author,card_year,card_authors_full,card_publication_title,card_title_matches_export,card_authors_match_export,card_year_matches_export,pdf_present,pdf_file_count,pdf_filenames,pdf_paths_relative,download_status,download_manifest_status,download_method,download_error,download_finished_at_utc,text_json_present,text_json_path,text_preclean_json_present,text_preclean_json_path,text_preclean_stage2_json_present,text_preclean_stage2_json_path,text_source_filename,text_source_sha256,text_extracted_at_utc,text_n_pages,text_needs_ocr,text_ocr_applied,text_ocr_error,text_cleanup_applied,text_cleanup_profile,text_cleanup_applied_at_utc,text_cleanup_source_strategy,text_cleanup_original_extractor,text_cleanup_changed_page_count,text_cleanup_source_json_path,text_cleanup_source_json_sha256,text_cleanup_source_pdf_path,text_cleanup_source_pdf_sha256,text_cleanup_stage2_applied,text_cleanup_stage2_profile,text_cleanup_stage2_applied_at_utc,text_cleanup_stage2_source_strategy,text_cleanup_stage2_changed_page_count,text_cleanup_stage2_source_json_path,text_cleanup_stage2_source_json_sha256,text_cleanup_stage2_source_pdf_path,text_cleanup_stage2_source_pdf_sha256,text_cleanup_stage2_source_page_start,text_cleanup_stage2_source_page_end,text_cleanup_stage2_ocr_dpi,text_cleanup_stage2_ocr_psm,text_cleanup_stage2_ocr_grayscale,text_trim_status,text_trim_reason,text_trimmed_present,text_trimmed_path,text_proceedings_ready_present,text_proceedings_ready_path,text_proceedings_ready_source_kind,text_proceedings_ready_text_mode,text_proceedings_ready_reason,text_trim_method,text_trim_match_score,text_trim_start_page,text_trim_end_page,text_trim_source_text_json_path,source_categorisation_present,source_category,source_subtype,source_classification_confidence,source_likely_case_count,source_case_count_present,source_count_eligible,source_likely_sps_case_count,source_count_confidence,source_count_basis,source_count_manual_review_required,source_count_reason,source_count_version,source_counted_at_utc,source_contains_individual_level_data,source_contains_group_level_data,source_case_series_split_candidate,source_preferred_langextract_mode,source_langextract_eligible,source_manual_review_required,source_recommended_next_action,source_categorisation_reason,source_categorised_at_utc,source_manual_override_present,resolved_source_category,resolved_source_subtype,resolved_source_confidence,resolved_source_route_source,resolved_source_notes,resolved_source_alignment_tag,resolved_review_batch,resolved_reviewed_at_utc,resolved_case_series_split_candidate,resolved_langextract_mode,resolved_langextract_eligible,proceedings_qc_present,proceedings_qc_status,proceedings_qc_manual_follow_up_required,proceedings_qc_validated_text_json_path,proceedings_qc_best_match_page_index,proceedings_qc_title_score,proceedings_qc_author_score,proceedings_qc_combined_score,proceedings_qc_checked_at_utc,case_series_split_present,case_series_split_status,case_series_split_reason,case_series_split_method,case_series_split_case_count,case_series_split_text_json_path,stage07_xml_present,stage07_xml_registry_present,stage07_xml_paper_json_path,stage07_xml_annotated_text_path,stage07_xml_segments_json_path,stage07_xml_target_views_dir,stage07_xml_validation_json_path,stage07_xml_validation_status,stage07_xml_roundtrip_status,stage07_xml_n_target_views,stage07_xml_n_ready_target_views,stage07_xml_ready_for_langextract,stage07_xml_manual_review_required,stage07_xml_stage06_diverged,stage07_xml_manifest_run_id,langextract_raw_present,langextract_raw_path,langextract_model_id,langextract_generated_at_utc,langextract_total_extraction_count,summary_json_present,summary_json_path,summary_model_id,summary_generated_at_utc,summary_total_extraction_count,quality_raw_present,quality_raw_path,quality_model_id,quality_generated_at_utc,quality_publication_type,quality_extraction_count,quality_record_present,quality_record_path,quality_record_model_id,quality_record_generated_at_utc,quality_record_publication_type,quality_missing_field_count,artifact_types_present,registry_updated_at_utc
2442,2442,true,matched_reference,23129530,Peeters 2012,Supranuclear gaze palsy in glycine receptor antibody-positive progressive encephalomyelitis with rigidity and myoclonus.,"Peeters, Elke; Vanacker, Peter; Woodhall, Mark; Vincent, Angela; Schrooten, Maarten; Vandenberghe, Wim",2012,/,Movement disorders : official journal of the Movement Disorder Society,27,14,1830-2,,https://dx.doi.org/10.1002/mds.25239,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,,true,true,,,,false,,llm_v1_gpt4.1,2026-04-05T20:08:36.390014+00:00,false,false,false,individual,true,false,run_langextract_individual,Manual review: Clinical note describing one GlyR-antibody-positive PERM case with supranuclear gaze palsy.,2026-04-05T20:08:36.389991+00:00,true,single_case_report,letter_case_report,reviewed,manual_review,Clinical note describing one GlyR-antibody-positive PERM case with supranuclear gaze palsy.,appears_matched,batch_10_20,2026-03-03T00:00:00Z,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.812809+00:00
2461,2461,true,matched_reference,23936697,DeBlauwe 2013,Anti-glycine receptor antibody mediated progressive encephalomyelitis with rigidity and myoclonus associated with breast cancer.,"De Blauwe, Sofie N; Santens, Patrick; Vanopdenbosch, Ludo J",2013,/,Case reports in neurological medicine,2013,101576451,589154,,https://dx.doi.org/10.1155/2013/589154,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,1,true,true,1,high,llm_joint_extraction,false,The paper provides a detailed clinical narrative of a single 66-year-old woman with anti-glycine receptor antibody mediated PERM associated with breast cancer. No other original SPS-spectrum patients are described.,llm_v1_gpt4.1,2026-04-05T20:08:43.886316+00:00,true,false,false,individual,true,false,run_langextract_individual,"This is a classic single case report, as indicated by the title, structure, and detailed individual patient description. The paper does not present group-level data or additional cases.",2026-04-05T20:08:43.886279+00:00,false,single_case_report,case_report,high,heuristic,"This is a classic single case report, as indicated by the title, structure, and detailed individual patient description. The paper does not present group-level data or additional cases.",,,,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.812850+00:00
2467,2467,true,matched_reference,24926406,Jung 2014,Stiff-person syndrome: case series.,"Jung, Yu Jin; Jeong, Han G; Kim, Ryul; Kim, Han-Joon; Jeon, Beom S",2014,/,Journal of movement disorders,7,1,19-21,,https://dx.doi.org/10.14802/jmd.14004,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,case_series_or_multi_case,case_series,high,3,true,true,3,high,llm_joint_extraction,false,"The paper explicitly reports three original cases of classical SPS, each described individually in the text with clinical details, antibody results, and treatment outcomes.",llm_v1_gpt4.1,2026-04-05T20:09:02.879756+00:00,true,false,true,individual_case_split,true,false,split_cases_then_langextract,"This is a case series describing three original SPS patients, each with individual-level clinical data, antibody confirmation, and treatment response. The structure and content match the definition of a case series or multi-case report.",2026-04-05T20:09:02.879733+00:00,false,case_series_or_multi_case,case_series,high,heuristic,"This is a case series describing three original SPS patients, each with individual-level clinical data, antibody confirmation, and treatment response. The structure and content match the definition of a case series or multi-case report.",,,,true,individual_case_split,true,false,,,,,,,,,false,split_auto,Explicit case/patient headings supported a stable case-level split.,explicit_case_heading_segmentation,3,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.812895+00:00
2472,2472,true,matched_reference,25525403,Enuh 2014,Stiff man syndrome: a diagnostic dilemma in a young female with diabetes mellitus and thyroiditis.,"Enuh, Hilary; Park, Michael; Ghodasara, Arjun; Arsura, Edward; Nfonoyim, Jay",2014,/,Clinical medicine insights. Case reports,7,101531893,139-41,,https://dx.doi.org/10.4137/CCRep.S16941,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,1,true,true,1,high,llm_joint_extraction,false,"The paper describes in detail the clinical course, workup, and management of a single female patient in her 20s with SPS, diabetes mellitus, and thyroiditis. There is no mention of additional SPS patients, and the entire report is focused on this one case.",llm_v1_gpt4.1,2026-04-05T20:09:27.481605+00:00,true,false,false,individual,true,false,run_langextract_individual,"This is a classic single case report, as indicated by the detailed narrative of one patient's presentation, diagnostic workup, and treatment. The article is published in a case report journal and explicitly states it is a case report. No group or series data are presented.",2026-04-05T20:09:27.481580+00:00,false,single_case_report,case_report,high,heuristic,"This is a classic single case report, as indicated by the detailed narrative of one patient's presentation, diagnostic workup, and treatment. The article is published in a case report journal and explicitly states it is a case report. No group or series data are presented.",,,,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.812937+00:00
2479,2479,true,matched_reference,26106494,Buechner 2015,"Stiff Person Syndrome: A Rare Neurological Disorder, Heterogeneous in Clinical Presentation and Not Easy to Treat.","Buechner, Susanne; Florio, Igor; Capone, Loredana",2015,/,Case reports in neurological medicine,2015,101576451,278065,,https://dx.doi.org/10.1155/2015/278065,,Clinical manifestations; Review Article; Treatment,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,case_series_or_multi_case,case_series,high,3,true,true,3,high,llm_joint_extraction,false,"The paper presents detailed clinical descriptions of three individual patients with SPS-spectrum disorders: one with classic SPS, one with paraneoplastic SPS, and one with stiff limb syndrome (SLS, an SPS variant). Each patient is described separately with clinical course, diagnostic findings, and treatment.",llm_v1_gpt4.1,2026-04-05T20:09:47.154748+00:00,true,false,true,individual_case_split,true,false,split_cases_then_langextract,"This is a case series describing three original SPS-spectrum patients, each with individualized clinical data. The structure, content, and explicit mention of three cases confirm this classification.",2026-04-05T20:09:47.154724+00:00,false,case_series_or_multi_case,case_series,high,heuristic,"This is a case series describing three original SPS-spectrum patients, each with individualized clinical data. The structure, content, and explicit mention of three cases confirm this classification.",,,,true,individual_case_split,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.812978+00:00
2495,2495,true,matched_reference,26767190,Doppler 2016,Lockjaw in stiff-person syndrome with autoantibodies against glycine receptors.,"Doppler, Kathrin; Schleyer, Barbara; Geis, Christian; Grunewald, Benedikt; Putz, Evelyn; Villmann, Carmen; Sommer, Claudia",2016,/,Neurology(R) neuroimmunology & neuroinflammation,3,1,e186,,https://dx.doi.org/10.1212/NXI.0000000000000186,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,,true,true,,,,false,,llm_v1_gpt4.1,2026-04-05T20:10:05.978586+00:00,false,false,false,individual,true,false,run_langextract_individual,Manual review: Full clinical note of one glycine-receptor-antibody-associated SPS case presenting with recurrent lockjaw responsive to plasmapheresis.,2026-04-05T20:10:05.978563+00:00,true,single_case_report,case_report,reviewed,manual_review,Full clinical note of one glycine-receptor-antibody-associated SPS case presenting with recurrent lockjaw responsive to plasmapheresis.,appears_matched,batch_10_20,2026-03-03T00:00:00Z,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.813019+00:00
2500,2500,true,matched_reference,26989571,Sarva 2016,Clinical Spectrum of Stiff Person Syndrome: A Review of Recent Reports.,"Sarva, Harini; Deik, Andres; Ullah, Aman; Severt, William L",2016,/,"Tremor and other hyperkinetic movements (New York, N.Y.)",6,101569493,340,,https://dx.doi.org/10.7916/D85M65GD,,Clinical manifestations,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,review_article,review,high,0,true,false,0,high,llm_joint_extraction,false,"The paper is a review article that compiles and analyzes SPS-spectrum cases reported in the literature since 2010, but does not present any original patient data from the authors' own cohort. All case numbers refer to previously published reports.",llm_v1_gpt4.1,2026-04-05T20:10:10.284990+00:00,false,false,false,skip,false,false,skip_langextract,"The article is explicitly described as a review of recent reports, compiling and analyzing previously published SPS-spectrum cases. There is no evidence of original patient data collection or reporting by the authors.",2026-04-05T20:10:10.284969+00:00,false,review_article,review,high,heuristic,"The article is explicitly described as a review of recent reports, compiling and analyzing previously published SPS-spectrum cases. There is no evidence of original patient data collection or reporting by the authors.",,,,false,skip,false,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.813061+00:00
2514,2514,true,matched_reference,28503622,Medeiros 2016,Stiff-Person Syndrome and Graves' Disease: A Pediatric Case Report.,"Medeiros, Lais Moreira; Morais, Thulio Carvalho; Primo, Arlete Esteves Lopes; Speltri, Valeria Casella; Rocha, Maria Sheila Guimaraes",2016,/,Child neurology open,3,101691975,2329048X16684397,,https://dx.doi.org/10.1177/2329048X16684397,,Clinical manifestations,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,1,true,true,1,high,llm_joint_extraction,false,"The paper describes the clinical course, workup, and treatment of a single pediatric patient with stiff-person syndrome and Graves' disease, with no mention of additional SPS-spectrum patients. The detailed individual-level reporting confirms this is a single case report.",llm_v1_gpt4.1,2026-04-05T20:10:14.072347+00:00,true,false,false,individual,true,false,run_langextract_individual,"This is a single case report, as evidenced by the detailed narrative of one pediatric patient's presentation, diagnosis, and treatment for stiff-person syndrome associated with Graves' disease. No other SPS-spectrum patients are described.",2026-04-05T20:10:14.072327+00:00,false,single_case_report,case_report,high,heuristic,"This is a single case report, as evidenced by the detailed narrative of one pediatric patient's presentation, diagnosis, and treatment for stiff-person syndrome associated with Graves' disease. No other SPS-spectrum patients are described.",,,,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.813103+00:00
2592,2592,true,matched_reference,32593886,Gluck 2020,Therapeutic considerations in a case of progressive encephalomyelitis with rigidity and myoclonus.,"Gluck, Lauren; Hernandez, Amanda L; Wesley, Sarah F; Fulbright, Robert K; Longbrake, Erin E; Stathopoulos, Panos",2020,/,Journal of the neurological sciences,416,"jbj, 0375403",116993,,https://dx.doi.org/10.1016/j.jns.2020.116993,,Treatment,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,1,true,true,1,high,llm_joint_extraction,false,"The paper presents a detailed clinical description of a single patient with GlyRα1-positive progressive encephalomyelitis with rigidity and myoclonus (PERM), which is within the SPS spectrum. No other original SPS-spectrum patients are described.",llm_v1_gpt4.1,2026-04-05T20:11:24.237972+00:00,true,false,false,individual,true,false,run_langextract_individual,"This is a single case report, as evidenced by the detailed narrative of one patient's clinical course, diagnostic workup, and treatment. There is no indication of additional patients or group-level data.",2026-04-05T20:11:24.237949+00:00,false,single_case_report,case_report,high,heuristic,"This is a single case report, as evidenced by the detailed narrative of one patient's clinical course, diagnostic workup, and treatment. There is no indication of additional patients or group-level data.",,,,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.813144+00:00
2601,2601,true,matched_reference,28352055,Xu 2017,Progressive Encephalomyelitis with Rigidity and Myoclonus in an Intellectually Disabled Patient Mimicking Neuroleptic Malignant Syndrome.,"Xu, Zheyu; Prasad, Kalpana; Yeo, Tianrong",2017,/,Journal of movement disorders,10,2,99-101,,https://dx.doi.org/10.14802/jmd.16058,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,1,true,true,1,high,llm_joint_extraction,false,"The paper presents a detailed clinical description of a single patient with progressive encephalomyelitis with rigidity and myoclonus (PERM), which is within the SPS spectrum. There is no mention of additional original SPS-spectrum patients.",llm_v1_gpt4.1,2026-04-05T20:11:30.120290+00:00,true,false,false,individual,true,false,run_langextract_individual,"This is a single case report, as indicated by the structure and explicit language in both the abstract and main text, describing the clinical course, diagnosis, and management of one patient with PERM. No group-level or additional individual cases are reported.",2026-04-05T20:11:30.120270+00:00,false,single_case_report,case_report,high,heuristic,"This is a single case report, as indicated by the structure and explicit language in both the abstract and main text, describing the clinical course, diagnosis, and management of one patient with PERM. No group-level or additional individual cases are reported.",,,,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.813185+00:00
2606,2606,true,matched_reference,28775927,Rineer 2017,Evaluation of Treatment Outcomes in Patients with Stiff Person Syndrome with Rituximab vs. Standard of Care.,"Rineer, Stephen; Fretwell, Timothy",2017,/,Cureus,9,6,e1387,,https://dx.doi.org/10.7759/cureus.1387,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,review_article,review,high,0,true,false,0,high,llm_joint_extraction,false,"This paper is a literature review of previously published case reports and studies on rituximab in SPS, summarizing outcomes from prior reports but not presenting any new, original SPS patient data. All patient data referenced are from previously published sources.",llm_v1_gpt4.1,2026-04-05T20:11:49.034656+00:00,false,false,false,skip,false,false,skip_langextract,"Despite the inclusion of a detailed table summarizing nine SPS cases treated with rituximab, all cases are explicitly cited as coming from prior case reports and studies. The paper synthesizes existing literature and does not present any new, original SPS-spectrum patient data.",2026-04-05T20:11:49.034634+00:00,false,review_article,review,high,heuristic,"Despite the inclusion of a detailed table summarizing nine SPS cases treated with rituximab, all cases are explicitly cited as coming from prior case reports and studies. The paper synthesizes existing literature and does not present any new, original SPS-spectrum patient data.",,,,false,skip,false,false,,,,,,,,,false,manual_review_required,Could not find at least two distinct explicit case/patient headings.,,0,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.813228+00:00
2610,2610,true,matched_reference,28890837,Cervantes 2017,Why It Is Not Always Anxiety: A Tough Diagnosis of Stiff Person Syndrome.,"Cervantes, Carmen Elena; Lee Lau, Hsien; Binazir, Tina Ataian; O'Brien, Keith O; Cross, Jonathan S",2017,/,Case reports in neurological medicine,2017,101576451,7431092,,https://dx.doi.org/10.1155/2017/7431092,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,1,true,true,1,high,llm_joint_extraction,false,"The paper describes a single patient, a 30-year-old female, with detailed clinical presentation, diagnostic workup, and treatment course for SPS. There is no mention of additional SPS patients.",llm_v1_gpt4.1,2026-04-05T20:12:11.738179+00:00,true,false,false,individual,true,false,run_langextract_individual,"This is a classic single case report, as indicated by the structure, the explicit mention of 'we report the case of a 30-year-old female,' and the detailed individual-level clinical data. No group-level or multiple patient data are present.",2026-04-05T20:12:11.738156+00:00,false,single_case_report,case_report,high,heuristic,"This is a classic single case report, as indicated by the structure, the explicit mention of 'we report the case of a 30-year-old female,' and the detailed individual-level clinical data. No group-level or multiple patient data are present.",,,,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.813268+00:00
2615,2615,true,matched_reference,29209545,Esplin 2017,"Difficult to Treat Focal, Stiff Person Syndrome of the Left Upper Extremity.","Esplin, Nathan E; Stelzer, John W; Legare, Timothy B; Ali, Sayed K",2017,/,Case reports in neurological medicine,2017,101576451,2580620,,https://dx.doi.org/10.1155/2017/2580620,,Clinical manifestations; Electrophysiology; Immunological - Lab tests,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,1,true,true,1,high,llm_joint_extraction,false,"The paper presents a detailed clinical description of a single patient with focal stiff person syndrome (SPS) of the left upper extremity, including history, diagnosis, treatment, and follow-up. No other SPS-spectrum patients are described.",llm_v1_gpt4.1,2026-04-05T20:12:32.668051+00:00,true,false,false,individual,true,false,run_langextract_individual,"This is a single case report, as indicated by the structure, title, and content, which focus exclusively on one patient's clinical course with focal SPS. The report provides individual-level data and does not aggregate or discuss a cohort.",2026-04-05T20:12:32.668022+00:00,false,single_case_report,case_report,high,heuristic,"This is a single case report, as indicated by the structure, title, and content, which focus exclusively on one patient's clinical course with focal SPS. The report provides individual-level data and does not aggregate or discuss a cohort.",,,,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.813313+00:00
2616,2616,true,matched_reference,32175215,Siddiqui 2017,The Stiff People: Two Rare Cases of Stiff-person Syndrome.,"Siddiqui, Muhammad Z; Tohid, Hassaan; Brown, Rebecca; Qazi, Samia",2017,/,Cureus,9,8,e1602,,https://dx.doi.org/10.7759/cureus.1602,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,case_series_or_multi_case,case_series,high,2,true,true,2,high,llm_joint_extraction,false,"The paper presents two detailed case reports of patients diagnosed with stiff-person syndrome (SPS), including clinical presentation, diagnostic workup, treatment, and outcomes. Both cases are original and individually described.",llm_v1_gpt4.1,2026-04-05T20:12:37.116556+00:00,true,false,true,individual_case_split,true,false,split_cases_then_langextract,"This article is a case series describing two original SPS patients, with individual-level clinical data provided for each. The structure and content match the definition of a case series or multi-case report.",2026-04-05T20:12:37.116532+00:00,false,case_series_or_multi_case,case_series,high,heuristic,"This article is a case series describing two original SPS patients, with individual-level clinical data provided for each. The structure and content match the definition of a case series or multi-case report.",,,,true,individual_case_split,true,false,,,,,,,,,false,split_auto,Explicit case/patient headings supported a stable case-level split.,explicit_case_heading_segmentation,2,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.813355+00:00
2617,2617,true,matched_reference,29110193,Yong 2018,Paraneoplastic Stiff Person Syndrome Secondary to Pancreatic Adenocarcinoma.,"Yong, Stephanie Yu Shan; Teo, Jin Yao; Yong, Kok Pin; Goh, Brian K P",2018,/,Journal of gastrointestinal surgery : official journal of the Society for Surgery of the Alimentary Tract,22,1,172-174,,https://dx.doi.org/10.1007/s11605-017-3611-y,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,,true,true,,,,false,,llm_v1_gpt4.1,2026-04-05T20:12:37.182621+00:00,false,false,false,individual,true,false,run_langextract_individual,Manual review: Full case report of paraneoplastic SPS secondary to pancreatic adenocarcinoma with symptom course paralleling tumor status.,2026-04-05T20:12:37.182587+00:00,true,single_case_report,paraneoplastic_case_report,reviewed,manual_review,Full case report of paraneoplastic SPS secondary to pancreatic adenocarcinoma with symptom course paralleling tumor status.,appears_matched,batch_10_20,2026-03-03T00:00:00Z,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.813397+00:00
2631,2631,true,matched_reference,30123517,Crispo 2018,Inpatient care for stiff person syndrome in the United States: a nationwide readmission study.,"Crispo, James A G; Thibault, Dylan P; Fortin, Yannick; Willis, Allison W",2018,/,Journal of clinical movement disorders,5,101662043,5,,https://dx.doi.org/10.1186/s40734-018-0071-9,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,observational_group_study,retrospective_or_cohort_group_study,high,,true,true,,,,false,,llm_v1_gpt4.1,2026-04-05T20:12:37.210144+00:00,false,false,false,group,true,false,run_langextract_group,Manual review: National administrative group study of SPS hospitalizations and 30-day readmissions in the United States.,2026-04-05T20:12:37.210117+00:00,true,observational_group_study,administrative_readmission_study,reviewed,manual_review,National administrative group study of SPS hospitalizations and 30-day readmissions in the United States.,appears_matched,batch_10_20,2026-03-03T00:00:00Z,false,group,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.813437+00:00
2646,2646,true,matched_reference,31410334,Yilmaz 2019,Anti-glutamate Dehydrogenase Antibody Positive Cerebellar Ataxia and Stiff Person Syndrome Responding to Dual Treatment with Steroids and Intravenous Immunoglobulin: A Case Presentation and Literature Review.,"Yilmaz, Furkan M; Little, Dena; Gallagher, Micheal; Colcher, Amy",2019,/,Cureus,11,6,e4851,,https://dx.doi.org/10.7759/cureus.4851,,Treatment,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,1,true,true,1,high,llm_joint_extraction,false,"The paper presents a detailed clinical description of a single 49-year-old man with anti-GAD antibody positive cerebellar ataxia and stiff person syndrome, including his presentation, workup, treatment, and outcome. No other original SPS-spectrum patients are described.",llm_v1_gpt4.1,2026-04-05T20:12:57.503050+00:00,true,false,false,individual,true,false,run_langextract_individual,"This is a single case report, as indicated by the title, abstract, and detailed case presentation of one patient. The remainder of the paper is a literature review and discussion, with no additional original SPS-spectrum cases reported.",2026-04-05T20:12:57.503014+00:00,false,single_case_report,case_report,high,heuristic,"This is a single case report, as indicated by the title, abstract, and detailed case presentation of one patient. The remainder of the paper is a literature review and discussion, with no additional original SPS-spectrum cases reported.",,,,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.813478+00:00
