paper_id,manually_reviewed_MC,batch_id,manifest_json_path,stage07_paper_json_path,stage07_segments_json_path,stage07_target_view_json_path,stage07_validation_json_path,stage07_annotated_xml_path,stage06_json_source,stage06_candidate_json_path,stage06_count_evidence_json_path,stage06_result_json_path,stage06_gold_result_json_path,covidence_id,title,authors,source_category,source_subtype,preferred_text_json_path,preferred_text_source,count_eligible,likely_sps_case_count,count_confidence,count_basis,count_manual_review_required,count_original_cohort_provenance_uncertain,count_reason,count_version,heuristic_likely_sps_case_count,heuristic_count_confidence,heuristic_count_basis,heuristic_candidate_count,llm_likely_sps_case_count,llm_count_confidence,llm_selected_candidate_id,heuristic_fallback_used,count_audit_status,count_verification_status,count_validator_flags,counted_at_utc
658,FALSE,batch013,qa\validation\stage07_single_case_codex_gold\batch013\manifest.json,qa\validation\stage07_single_case_codex_gold\batch013\json\papers\658.json,qa\validation\stage07_single_case_codex_gold\batch013\json\segments\658.segments.json,qa\validation\stage07_single_case_codex_gold\batch013\json\target_views\658\p1.json,qa\validation\stage07_single_case_codex_gold\batch013\json\validation\658.validation.json,qa\validation\stage07_single_case_codex_gold\batch013\xml\658.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\658.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\658.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\results\658.json,,658,A case of childhood stiff-person syndrome with striatal lesions: a possible entity distinct from the classical adult form.,"Sanefuji, Masafumi; Torisu, Hiroyuki; Kira, Ryutaro; Yamashita, Hiroshi; Ejima, Kazuna; Shigeto, Hiroshi; Takada, Yui; Yoshida, Keiko; Hara, Toshiro",single_case_report,case_report,data\extraction_json\text\658.json,full_text,true,1,high,case_report_marker_single_case,false,false,challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This single-case report explicitly describes one original patient: a 7-year-old girl diagnosed with childhood stiff-person syndrome. No evidence suggests additional SPS-spectrum cases in this paper.,hybrid_v2_gpt-5.4,1,medium,case_report_marker_single_case,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-18T23:09:26.456838+00:00
661,FALSE,batch013,qa\validation\stage07_single_case_codex_gold\batch013\manifest.json,qa\validation\stage07_single_case_codex_gold\batch013\json\papers\661.json,qa\validation\stage07_single_case_codex_gold\batch013\json\segments\661.segments.json,qa\validation\stage07_single_case_codex_gold\batch013\json\target_views\661\p1.json,qa\validation\stage07_single_case_codex_gold\batch013\json\validation\661.validation.json,qa\validation\stage07_single_case_codex_gold\batch013\xml\661.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\661.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\661.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\results\661.json,,661,A 14-year-old girl with hyperekplexia having GLRB mutations.,"Mine, Jun; Taketani, Takeshi; Otsubo, Shusuke; Kishi, Kazuko; Yamaguchi, Seiji",single_case_report,case_report,data\extraction_json\text\661.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-19_stage06_b001_n100_manual_review | selection_bucket=stage06_backfill_batch_review | prediction_correct=true | reviewed_count=1 | reviewed_source_category=single_case_report | predicted_count=1 | predicted_source_category=single_case_report | reviewer_notes=Manual review confirms this paper reports one original SPS-spectrum patient.,gold_reviewed_stage06_v1,1,medium,source_single_case_default,3,1,medium,cand01,false,manual_gold_review,manual_gold_review,,2026-04-19T08:27:31Z
669,FALSE,batch013,qa\validation\stage07_single_case_codex_gold\batch013\manifest.json,qa\validation\stage07_single_case_codex_gold\batch013\json\papers\669.json,qa\validation\stage07_single_case_codex_gold\batch013\json\segments\669.segments.json,qa\validation\stage07_single_case_codex_gold\batch013\json\target_views\669\p1.json,qa\validation\stage07_single_case_codex_gold\batch013\json\validation\669.validation.json,qa\validation\stage07_single_case_codex_gold\batch013\xml\669.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\669.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\669.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\results\669.json,,669,Stiff man syndrome with invasive thymic carcinoma.,"Aghajanzadeh, Manouchehr; Alavi, Ali; Aghajanzadeh, Gilda; Massahania, Sara",single_case_report,case_report,data\extraction_json\text\669.json,full_text,true,1,high,single_case_text_signal,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This single-case report explicitly describes one original patient with stiff man syndrome/stiff man syndrome (older SPS terminology). The text repeatedly refers to a single 32-year-old male patient treated by the authors, with diagnostic support from clinical features, thymoma imaging, and elevated anti-GAD antibody.",hybrid_v2_gpt-5.4,1,medium,single_case_text_signal,3,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-18T23:12:57.013065+00:00
673,FALSE,batch013,qa\validation\stage07_single_case_codex_gold\batch013\manifest.json,qa\validation\stage07_single_case_codex_gold\batch013\json\papers\673.json,qa\validation\stage07_single_case_codex_gold\batch013\json\segments\673.segments.json,qa\validation\stage07_single_case_codex_gold\batch013\json\target_views\673\p1.json,qa\validation\stage07_single_case_codex_gold\batch013\json\validation\673.validation.json,qa\validation\stage07_single_case_codex_gold\batch013\xml\673.annotated.xml,stage06_count_gold,,,,qa\validation\source_categorisation\gold_standard\stage06_count_gold\papers\673.json,673,Trialing of intrathecal baclofen therapy for refractory stiff-person syndrome.,"Newton, J Camp; Harned, Michael E; Sloan, Paul A; Salles, Sara S",interventional_study,controlled_or_therapeutic_group_study,data\extraction_json\text\673.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-05_round_02 | selection_bucket=count_ambiguity | prediction_correct=true | reviewed_count=1 | reviewed_source_category=interventional_study | predicted_count=1 | predicted_source_category=interventional_study,gold_reviewed_stage06_v1,,,,,,,,,manual_gold_review,manual_gold_review,,2026-04-05T15:03:34.714045+00:00
678,FALSE,batch013,qa\validation\stage07_single_case_codex_gold\batch013\manifest.json,qa\validation\stage07_single_case_codex_gold\batch013\json\papers\678.json,qa\validation\stage07_single_case_codex_gold\batch013\json\segments\678.segments.json,qa\validation\stage07_single_case_codex_gold\batch013\json\target_views\678\p1.json,qa\validation\stage07_single_case_codex_gold\batch013\json\validation\678.validation.json,qa\validation\stage07_single_case_codex_gold\batch013\xml\678.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\678.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\678.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\results\678.json,,678,Antiglycine receptor-related stiff limb syndrome in a patient with chronic lymphocytic leukaemia.,"Derksen, Angelika; Stettner, Mark; Stocker, Winfried; Seitz, Rudiger J",single_case_report,case_report,data\extraction_json\text\678.json,full_text,true,1,high,case_report_marker_single_case,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This is a single-case report describing one original patient with stiff limb syndrome, which is within the SPS-spectrum. The paper repeatedly frames the report as one man/patient and provides diagnosis-supported clinical details for that individual.",hybrid_v2_gpt-5.4,1,medium,case_report_marker_single_case,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-18T23:13:38.839960+00:00
680,TRUE,batch013,qa\validation\stage07_single_case_codex_gold\batch013\manifest.json,qa\validation\stage07_single_case_codex_gold\batch013\json\papers\680.json,qa\validation\stage07_single_case_codex_gold\batch013\json\segments\680.segments.json,qa\validation\stage07_single_case_codex_gold\batch013\json\target_views\680\p1.json,qa\validation\stage07_single_case_codex_gold\batch013\json\validation\680.validation.json,qa\validation\stage07_single_case_codex_gold\batch013\xml\680.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\680.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\680.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\results\680.json,,680,Antiglycine receptor antibody and encephalomyelitis with rigidity and myoclonus (PERM) related to small cell lung cancer.,"Kyskan, Robert; Chapman, Kristine; Mattman, Andre; Sin, Don",single_case_report,case_report,data\extraction_json\text\680.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-19_stage06_b001_n100_manual_review | selection_bucket=stage06_backfill_batch_review | prediction_correct=true | reviewed_count=1 | reviewed_source_category=single_case_report | predicted_count=1 | predicted_source_category=single_case_report | reviewer_notes=Manual review confirms this paper reports one original SPS-spectrum patient.,gold_reviewed_stage06_v1,1,medium,case_report_marker_single_case,2,1,high,cand01,false,manual_gold_review,manual_gold_review,,2026-04-19T08:27:31Z
690,FALSE,batch013,qa\validation\stage07_single_case_codex_gold\batch013\manifest.json,qa\validation\stage07_single_case_codex_gold\batch013\json\papers\690.json,qa\validation\stage07_single_case_codex_gold\batch013\json\segments\690.segments.json,qa\validation\stage07_single_case_codex_gold\batch013\json\target_views\690\p1.json,qa\validation\stage07_single_case_codex_gold\batch013\json\validation\690.validation.json,qa\validation\stage07_single_case_codex_gold\batch013\xml\690.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\690.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\690.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\results\690.json,,690,Paraneoplastic stiff person syndrome associated with colon cancer misdiagnosed as idiopathic Parkinson's disease worsened after capecitabine therapy.,"Badzek, Sasa; Miletic, Vladimir; Prejac, Juraj; Gorsic, Irma; Golem, Hilda; Bilic, Ervina; Kekez, Domina; Librenjak, Niksa; Plestina, Stjepko",single_case_report,case_report,data\extraction_json\text\690.json,full_text,true,1,high,case_report_marker_single_case,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This paper is explicitly a case report of one patient with paraneoplastic stiff person syndrome due to colon cancer. The abstract and full-text excerpt both describe a single 55-year-old woman, with no indication of additional original SPS-spectrum cases.",hybrid_v2_gpt-5.4,1,medium,case_report_marker_single_case,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-18T23:16:08.156601+00:00
696,FALSE,batch013,qa\validation\stage07_single_case_codex_gold\batch013\manifest.json,qa\validation\stage07_single_case_codex_gold\batch013\json\papers\696.json,qa\validation\stage07_single_case_codex_gold\batch013\json\segments\696.segments.json,qa\validation\stage07_single_case_codex_gold\batch013\json\target_views\696\p1.json,qa\validation\stage07_single_case_codex_gold\batch013\json\validation\696.validation.json,qa\validation\stage07_single_case_codex_gold\batch013\xml\696.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\696.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\696.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\results\696.json,,696,Anesthesia considerations in stiff person syndrome.,"Sidransky, Moises A; Tran, Neilson V; Kaye, Alan David",single_case_report,case_report,data\extraction_json\text\696.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-19_stage06_b001_n100_manual_review | selection_bucket=stage06_backfill_batch_review | prediction_correct=true | reviewed_count=1 | reviewed_source_category=single_case_report | predicted_count=1 | predicted_source_category=single_case_report | reviewer_notes=Manual review confirms this paper reports one original SPS-spectrum patient.,gold_reviewed_stage06_v1,1,high,diagnosis_specific_table_row_count,4,1,high,cand01,false,manual_gold_review,manual_gold_review,COUNT_SPS_STATUS_UNCERTAIN,2026-04-19T08:27:31Z
708,FALSE,batch013,qa\validation\stage07_single_case_codex_gold\batch013\manifest.json,qa\validation\stage07_single_case_codex_gold\batch013\json\papers\708.json,qa\validation\stage07_single_case_codex_gold\batch013\json\segments\708.segments.json,qa\validation\stage07_single_case_codex_gold\batch013\json\target_views\708\p1.json,qa\validation\stage07_single_case_codex_gold\batch013\json\validation\708.validation.json,qa\validation\stage07_single_case_codex_gold\batch013\xml\708.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\candidate_packages\708.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\count_evidence\708.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419\results\708.json,,708,Evidence of T-cell mediated neuronal injury in stiff-person syndrome with anti-amphiphysin antibodies.,"Poh, Mervyn Q W; Simon, Neil G; Buckland, Michael E; Salisbury, Elizabeth; Watson, Shaun",single_case_report,case_report,data\extraction_json\text\708.json,full_text,true,1,high,single_case_text_signal,false,false,challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This single-case report explicitly describes one original SPS-spectrum patient: a 74-year-old woman with amphiphysin-associated paraneoplastic stiff-person syndrome and associated encephalomyelitis. No evidence suggests additional original SPS-spectrum cases in this paper.,hybrid_v2_gpt-5.4,1,medium,single_case_text_signal,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-18T23:17:46.993524+00:00
716,TRUE,batch013,qa\validation\stage07_single_case_codex_gold\batch013\manifest.json,qa\validation\stage07_single_case_codex_gold\batch013\json\papers\716.json,qa\validation\stage07_single_case_codex_gold\batch013\json\segments\716.segments.json,qa\validation\stage07_single_case_codex_gold\batch013\json\target_views\716\p1.json,qa\validation\stage07_single_case_codex_gold\batch013\json\validation\716.validation.json,qa\validation\stage07_single_case_codex_gold\batch013\xml\716.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\candidate_packages\716.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\count_evidence\716.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\results\716.json,,716,The horses are the first thought but one must not forget the zebras even if they are rare: Stiff person syndrome associated with malignant mesothelioma.,"Koca, Irfan; Ucar, Mehmet; Kalender, Mehmet Emin; Alkan, Samet",single_case_report,case_report,data\extraction_json\text\716.json,full_text,true,1,high,case_report_marker_single_case,false,false,challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This is a single case report and the text explicitly states that the authors present one 58-year-old female patient with malignant mesothelioma-associated stiff person syndrome. The other SPS cases mentioned are literature reports and should not be counted.,hybrid_v2_gpt-5.4,1,medium,case_report_marker_single_case,3,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-18T23:27:18.574617+00:00
719,TRUE,batch014,qa\validation\stage07_single_case_codex_gold\batch014\manifest.json,qa\validation\stage07_single_case_codex_gold\batch014\json\papers\719.json,qa\validation\stage07_single_case_codex_gold\batch014\json\segments\719.segments.json,qa\validation\stage07_single_case_codex_gold\batch014\json\target_views\719\p1.json,qa\validation\stage07_single_case_codex_gold\batch014\json\validation\719.validation.json,qa\validation\stage07_single_case_codex_gold\batch014\xml\719.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\candidate_packages\719.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\count_evidence\719.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\results\719.json,,719,Recurrent thymoma with stiff-person syndrome and pure red blood cell aplasia.,"Kobayashi, Rei; Kaji, Masahiro; Horiuchi, Sho; Miyahara, Naofumi; Hino, Yumi; Suemasu, Keiichi",single_case_report,case_report,data\extraction_json\text\719.json,full_text,true,1,high,case_report_marker_single_case,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This single-case report explicitly describes one original patient with diagnosed stiff-person syndrome associated with recurrent thymoma and pure red blood cell aplasia. The abstract and body both identify a single woman as the reported case, supporting a count of 1 SPS-spectrum patient.",hybrid_v2_gpt-5.4,1,medium,case_report_marker_single_case,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-18T23:27:39.047709+00:00
733,FALSE,batch014,qa\validation\stage07_single_case_codex_gold\batch014\manifest.json,qa\validation\stage07_single_case_codex_gold\batch014\json\papers\733.json,qa\validation\stage07_single_case_codex_gold\batch014\json\segments\733.segments.json,qa\validation\stage07_single_case_codex_gold\batch014\json\target_views\733\p1.json,qa\validation\stage07_single_case_codex_gold\batch014\json\validation\733.validation.json,qa\validation\stage07_single_case_codex_gold\batch014\xml\733.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\candidate_packages\733.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\count_evidence\733.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\results\733.json,,733,"LADA type diabetes, celiac diasease, cerebellar ataxia and stiff person syndrome. A rare association of autoimmune disorders.","Soos, Zsuzsanna; Salamon, Monika; Erdei, Katalin; Kaszas, Nora; Folyovich, Andras; Szucs, Anna; Barcs, Gabor; Aranyi, Zsuzsanna; Skaliczkis, Jozsef; Vadasdi, Karoly; Winkler, Gabor",single_case_report,case_report,data\extraction_json\text\733.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-19_stage06_b001_n100_manual_review | selection_bucket=stage06_backfill_batch_review | prediction_correct=true | reviewed_count=1 | reviewed_source_category=single_case_report | predicted_count=1 | predicted_source_category=single_case_report | reviewer_notes=Manual review confirms this paper reports one original SPS-spectrum patient.,gold_reviewed_stage06_v1,1,medium,source_single_case_default,2,1,low,,false,manual_gold_review,manual_gold_review,,2026-04-19T08:27:31Z
736,FALSE,batch014,qa\validation\stage07_single_case_codex_gold\batch014\manifest.json,qa\validation\stage07_single_case_codex_gold\batch014\json\papers\736.json,qa\validation\stage07_single_case_codex_gold\batch014\json\segments\736.segments.json,qa\validation\stage07_single_case_codex_gold\batch014\json\target_views\736\p1.json,qa\validation\stage07_single_case_codex_gold\batch014\json\validation\736.validation.json,qa\validation\stage07_single_case_codex_gold\batch014\xml\736.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\candidate_packages\736.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\count_evidence\736.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\results\736.json,,736,Stiff person syndrome: a case report.,"Kelly, Patricia A; Kuberski, Carolyn",single_case_report,case_report,data\extraction_json\text\736.json,full_text,true,1,high,case_report_marker_single_case,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This paper is an explicit single-patient case report. The full text describes one 64-year-old woman who was ultimately diagnosed with paraneoplastic stiff person syndrome, so the best-supported extractable SPS-spectrum count is 1.",hybrid_v2_gpt-5.4,1,medium,case_report_marker_single_case,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-18T23:29:04.288204+00:00
754,TRUE,batch014,qa\validation\stage07_single_case_codex_gold\batch014\manifest.json,qa\validation\stage07_single_case_codex_gold\batch014\json\papers\754.json,qa\validation\stage07_single_case_codex_gold\batch014\json\segments\754.segments.json,qa\validation\stage07_single_case_codex_gold\batch014\json\target_views\754\p1.json,qa\validation\stage07_single_case_codex_gold\batch014\json\validation\754.validation.json,qa\validation\stage07_single_case_codex_gold\batch014\xml\754.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\candidate_packages\754.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\count_evidence\754.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\results\754.json,,754,Botulinum toxin a injection to facial and cervical paraspinal muscles in a patient with stiff person syndrome: a case report.,"Pakeerappa, Praveen N; Birthi, Pravardhan; Salles, Sara",single_case_report,case_report,data\extraction_json\text\754.json,full_text,true,1,high,diagnosis_specific_patient_case_count,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand03 | The paper is a single case report and explicitly states, both in the title and abstract, that it presents one 48-year-old male patient with stiff person syndrome. This supports an extractable SPS-spectrum count of 1 unique original patient.",hybrid_v2_gpt-5.4,1,medium,case_report_marker_single_case,3,1,high,cand03,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-18T23:31:34.641986+00:00
760,FALSE,batch014,qa\validation\stage07_single_case_codex_gold\batch014\manifest.json,qa\validation\stage07_single_case_codex_gold\batch014\json\papers\760.json,qa\validation\stage07_single_case_codex_gold\batch014\json\segments\760.segments.json,qa\validation\stage07_single_case_codex_gold\batch014\json\target_views\760\p1.json,qa\validation\stage07_single_case_codex_gold\batch014\json\validation\760.validation.json,qa\validation\stage07_single_case_codex_gold\batch014\xml\760.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\candidate_packages\760.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\count_evidence\760.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\results\760.json,,760,Anesthesia in a patient with Stiff Person Syndrome.,"Yagan, Ozgur; Ozyilmaz, Kadir; Ozmaden, Ahmet; Sayin, Ozgur; Hanci, Volkan",single_case_report,case_report,data\extraction_json\text\760.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-19_stage06_b001_n100_manual_review | selection_bucket=stage06_backfill_batch_review | prediction_correct=true | reviewed_count=1 | reviewed_source_category=single_case_report | predicted_count=1 | predicted_source_category=single_case_report | reviewer_notes=Manual review confirms this paper reports one original SPS-spectrum patient.,gold_reviewed_stage06_v1,1,medium,case_report_marker_single_case,3,1,medium,cand03,false,manual_gold_review,manual_gold_review,,2026-04-19T08:27:31Z
761,FALSE,batch014,qa\validation\stage07_single_case_codex_gold\batch014\manifest.json,qa\validation\stage07_single_case_codex_gold\batch014\json\papers\761.json,qa\validation\stage07_single_case_codex_gold\batch014\json\segments\761.segments.json,qa\validation\stage07_single_case_codex_gold\batch014\json\target_views\761\p1.json,qa\validation\stage07_single_case_codex_gold\batch014\json\validation\761.validation.json,qa\validation\stage07_single_case_codex_gold\batch014\xml\761.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\candidate_packages\761.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\count_evidence\761.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\results\761.json,,761,Stiff Person Syndrome Masquerading as Acute Coronary Syndrome.,"Sharma, Ashish; Soe, Myat Han; Singh, Jagdeep; Newsome, Scott D",single_case_report,case_report,data\extraction_json\text\761.json,full_text,true,1,high,diagnosis_specific_table_row_count,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This is a single-case report describing one middle-aged male with classic stiff person syndrome. The abstract and case report text both explicitly indicate an original individual patient report, supporting a count of 1.",hybrid_v2_gpt-5.4,1,high,diagnosis_specific_table_row_count,4,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-18T23:32:15.097513+00:00
763,FALSE,batch014,qa\validation\stage07_single_case_codex_gold\batch014\manifest.json,qa\validation\stage07_single_case_codex_gold\batch014\json\papers\763.json,qa\validation\stage07_single_case_codex_gold\batch014\json\segments\763.segments.json,qa\validation\stage07_single_case_codex_gold\batch014\json\target_views\763\p1.json,qa\validation\stage07_single_case_codex_gold\batch014\json\validation\763.validation.json,qa\validation\stage07_single_case_codex_gold\batch014\xml\763.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\candidate_packages\763.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\count_evidence\763.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\results\763.json,,763,Stiff person syndrome in South Asia.,"Chang, Thashi; Lang, Bethan; Vincent, Angela",single_case_report,case_report,data\extraction_json\text\763.json,full_text,true,1,high,source_single_case_override,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This is a single original case report describing one authenticated Sri Lankan patient with classic SPS. The mention of 14 South Asian cases is background literature context, not an original cohort reported by this paper.",hybrid_v2_gpt-5.4,1,medium,source_single_case_override,3,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-18T23:32:37.232837+00:00
782,FALSE,batch014,qa\validation\stage07_single_case_codex_gold\batch014\manifest.json,qa\validation\stage07_single_case_codex_gold\batch014\json\papers\782.json,qa\validation\stage07_single_case_codex_gold\batch014\json\segments\782.segments.json,qa\validation\stage07_single_case_codex_gold\batch014\json\target_views\782\p1.json,qa\validation\stage07_single_case_codex_gold\batch014\json\validation\782.validation.json,qa\validation\stage07_single_case_codex_gold\batch014\xml\782.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\candidate_packages\782.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\count_evidence\782.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\results\782.json,,782,"Clinical Reasoning: A 35-year-old woman with hyperstartling, stiffness, and accidental falls: A startling diagnosis.","Russo, Silvia Paola; Fossati, Barbara; Toffetti, Mauro; Lanzone, Jacopo; Cardani, Rosanna; Meola, Giovanni",single_case_report,case_report,data\extraction_json\text\782.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-19_stage06_b001_n100_manual_review | selection_bucket=stage06_backfill_batch_review | prediction_correct=true | reviewed_count=1 | reviewed_source_category=single_case_report | predicted_count=1 | predicted_source_category=single_case_report | reviewer_notes=Manual review confirms this paper reports one original SPS-spectrum patient.,gold_reviewed_stage06_v1,1,medium,single_case_text_signal,2,1,medium,cand01,false,manual_gold_review,manual_gold_review,,2026-04-19T08:27:31Z
789,FALSE,batch014,qa\validation\stage07_single_case_codex_gold\batch014\manifest.json,qa\validation\stage07_single_case_codex_gold\batch014\json\papers\789.json,qa\validation\stage07_single_case_codex_gold\batch014\json\segments\789.segments.json,qa\validation\stage07_single_case_codex_gold\batch014\json\target_views\789\p1.json,qa\validation\stage07_single_case_codex_gold\batch014\json\validation\789.validation.json,qa\validation\stage07_single_case_codex_gold\batch014\xml\789.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\candidate_packages\789.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\count_evidence\789.json,results\stage06_count_runs\stage06_backfill_b001_n100_20260419_resume01\results\789.json,,789,Central Sleep Apnea and Stiff Person Syndrome: A Case Report.,"Netchitailo, Marie; Senant, Jacques; Portier, Florence; Tardif, Catherine",single_case_report,case_report,data\extraction_json\text\789.json,full_text,true,1,high,case_report_marker_single_case,false,false,challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This is an original single-case report that explicitly describes one patient with diagnosis-supported classic stiff person syndrome. No evidence suggests additional SPS-spectrum patients in the paper.,hybrid_v2_gpt-5.4,1,medium,case_report_marker_single_case,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-18T23:34:55.752793+00:00
